name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
temp,temp.cif,4.74458,4.0168,4.72731,2546.99,550.846,298.055,0.2013,0.10892090924339738,0.2013,0.0,0.108921,0.0,512.709,0.0
