name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
temp,temp.cif,12.57122,10.83143,12.57122,4467.79,1648.02,2546.69,0.6423,0.9925485457147184,0.6423,0.0,0.992548,0.0,2869.66,0.0
