,Chemical Name,PC1,PC2,Spin Splitting Energy (kcal/mol)
236,Cr(II)(thiopyridine)4eq(pisc)ax1(pisc)ax2,3.3780535218071606,-0.35689162205267655,-32.49359163
237,Fe(III)(isothiocyanate)2eq(isothiocyanate)ax1(isothiocyanate)ax2,1.2199568937920522,1.1521430705544211,0.476379045
238,Mn(III)(phenisc)4eq(ammonia)ax1(ammonia)ax2,-2.4200077970653693,-2.649946226607056,-16.91746674
239,Mn(II)(phenisc)4eq(ammonia)ax1(ammonia)ax2,-2.4129919929451478,-2.736689856673136,-4.158131273
240,Mn(II)(misc)4eq(cyanopyridine)ax1(cyanopyridine)ax2,1.7373846288198547,-2.195057402563566,-6.3716306220000005
241,Mn(III)(misc)4eq(cyanopyridine)ax1(cyanopyridine)ax2,1.7303688246996325,-2.1083137724974845,-22.16334732
242,Cr(II)(ammonia)4eq(misc)ax1(misc)ax2,-1.0276925819549145,-0.32040187664322645,-35.93272905
243,Co(III)(cyanopyridine)4eq(tbisc)ax1(tbisc)ax2,1.747222102488776,1.867152242589865,39.75664016
244,Mn(II)(benzisc)4eq(ammonia)ax1(ammonia)ax2,-2.2239973861242976,-2.7216452859505553,-4.68529303
245,Mn(III)(benzisc)4eq(ammonia)ax1(ammonia)ax2,-2.2310131902445196,-2.634901655884476,-21.56962607
246,Fe(III)(pisc)2eq(pisc)ax1(pisc)ax2,3.644199206223271,2.104768770819362,12.22961472
247,Fe(II)(pisc)2eq(pisc)ax1(pisc)ax2,3.6512150103434924,2.018025140753281,9.156659538
248,Cr(II)(methylamine)4eq(tbisc)ax1(tbisc)ax2,0.7858378905567143,-0.6954154473604185,-35.71435518
249,Mn(II)(en)1(bipy)2,4.99317926730003,-2.2561821574314607,-27.52602506
250,Mn(III)(en)1(bipy)2,4.986163463179808,-2.1694385273653793,-37.63381939
251,Mn(III)(tbisc)4eq(ammonia)ax1(ammonia)ax2,-2.353450927789965,-2.6551747366202156,-32.57285512
252,Mn(II)(tbisc)4eq(ammonia)ax1(ammonia)ax2,-2.3464351236697434,-2.741918366686297,-6.159152517000001
253,Co(II)(tbisc)2eq(tbisc)ax1(tbisc)ax2,0.7065779158554366,2.316359210153756,-3.780900485
254,Co(III)(tbisc)2eq(tbisc)ax1(tbisc)ax2,0.699562111735215,2.403102840219837,49.20557028
255,Cr(II)(chloropyridine)4eq(phenisc)ax1(phenisc)ax2,1.5398086110517388,-0.9750073313914993,-34.83258667
256,Fe(III)(cyanopyridine)4eq(pisc)ax1(pisc)ax2,3.0402331693976827,1.7531071795081425,5.7632627979999995
257,Cr(II)(ammonia)4eq(pisc)ax1(pisc)ax2,0.736822908517635,0.5863587927519174,-36.22928539
258,Cr(II)(en)2eq(en)ax1(en)ax2,1.1631509649606935,-0.7503832245938733,-33.90831638
259,Fe(II)(mebipyridine)1(mecat)2,4.368758412652596,1.940303901575163,-2.138601886
260,Cr(II)(pyrrole)4eq(pyrrole)ax1(pyrrole)ax2,2.3349829034684197,-1.7751466697593723,-30.47765486
261,Mn(III)(pyridine)4eq(pyridine)ax1(pyridine)ax2,3.6928356934519027,-3.430027937203333,-50.82819232
262,Mn(II)(pyridine)4eq(pyridine)ax1(pyridine)ax2,3.6998514975721237,-3.516771567269413,-42.30540548
263,Fe(III)(phenacac)3,6.096163423631198,3.5088893738225746,-2.00305381
264,Fe(II)(phenacac)3,6.10317922775142,3.4221457437564937,-10.75093113
265,Mn(III)(cat)3,3.084514162878887,-0.8960414569553579,-42.33493865
266,Fe(III)(pyrrole)4eq(pyrrole)ax1(pyrrole)ax2,2.004023809825329,0.4498492245560295,-1.187740067
267,Fe(III)(pyridine)4eq(pyridine)ax1(pyridine)ax2,2.9360835771724223,0.639576052111883,-5.0755145189999995
268,Fe(II)(pyridine)4eq(pyridine)ax1(pyridine)ax2,2.9430993812926443,0.5528324220458023,-16.93205866
269,Cr(II)(phenacac)3,6.301703908256669,1.538243062873216,-36.60965586
270,Co(III)(cat)3,2.566342957500405,3.2304790669174404,-2.914147906
271,Fe(III)(cat)3,2.593871014344077,2.7010760557874396,-20.85066466
272,Fe(II)(cat)3,2.6008868184642977,2.614332425721358,-34.12196009
273,Cr(II)(ethylesteracac)3,6.740095301728967,1.4192345989548958,-40.12347211
274,Mn(III)(phenacac)3,6.625242767393502,-0.12170285970018475,-34.43266708
275,Cr(II)(cat)3,2.7852699326720476,0.7499225882226472,-59.48734287
276,Cr(III)(cat)3,2.778254128551826,0.8366662182887277,-23.68091668
277,Co(II)(phenacac)3,6.074210077106466,3.9570362511015027,-12.99049101
278,Co(III)(phenacac)3,6.067194272986246,4.043779881167584,23.30085413
279,Co(II)(ethylesteracac)3,6.512601470578766,3.838027787183184,-12.969127199999999
280,Co(III)(ethylesteracac)3,6.505585666458544,3.9247714172492647,22.61072012
281,Co(III)(pyrrole)4eq(pyrrole)ax1(pyrrole)ax2,1.9419541822628097,1.055943786436213,25.41789058
282,Mn(III)(pyrrole)4eq(pyrrole)ax1(pyrrole)ax2,2.7607759261048086,-3.6197547647591874,-44.38985612
283,Cr(II)(pyridine)4eq(pyridine)ax1(pyridine)ax2,3.2670426708155116,-1.5854198422035188,-51.29089071
284,Mn(II)(ethylesteracac)3,7.070649964986025,-0.3274549536845846,-34.06967085
285,Mn(III)(ethylesteracac)3,7.063634160865803,-0.24071132361850367,-34.74728083
286,Fe(III)(ethylesteracac)3,6.534554817103497,3.389880909904253,-1.935588884
287,Fe(II)(ethylesteracac)3,6.541570621223719,3.3031372798381735,-12.02271486
288,Mn(II)(carbonyl)4eq(carbonyl)ax1(misc)ax2,-2.1621922138628213,-2.3082092834770433,-1.288182626
289,Mn(III)(carbonyl)4eq(carbonyl)ax1(misc)ax2,-2.1692080179830424,-2.221465653410963,-28.69675385
290,Cr(II)(misc)4eq(misc)ax1(furan)ax2,0.07411741033533016,-0.4330772413010981,-27.17711234
291,Co(III)(misc)4eq(pyridine)ax1(misc)ax2,-0.03507413357857876,2.159514984673513,64.68695078
292,Co(II)(misc)4eq(pyridine)ax1(misc)ax2,-0.02805832945835712,2.0727713546074313,13.94722231
293,Cr(III)(misc)4eq(water)ax1(carbonyl)ax2,-3.0795063754252947,-0.6082322841594475,-23.00375172
294,Fe(III)(misc)4eq(pyridine)ax1(carbonyl)ax2,-1.1944867755000712,1.4010085613049277,26.57507608
295,Fe(II)(misc)4eq(pyridine)ax1(carbonyl)ax2,-1.1874709713798495,1.3142649312388472,31.77016385
296,Cr(III)(pyridine)4eq(water)ax1(water)ax2,-0.920621766122379,-1.765067092471695,-25.504678600000002
297,Cr(II)(pyridine)4eq(water)ax1(water)ax2,-0.9136059620021573,-1.8518107225377751,-55.19640781
298,Cr(II)(water)4eq(pyridine)ax1(furan)ax2,0.6467313277007638,-0.3539013658389848,-48.5263727
299,Fe(III)(carbonyl)4eq(misc)ax1(misc)ax2,-1.3971686556162046,1.5292020887502964,28.85444159
300,Fe(II)(carbonyl)4eq(misc)ax1(misc)ax2,-1.3901528514959833,1.4424584586842155,35.3124969
301,Fe(II)(furan)4eq(water)ax1(carbonyl)ax2,-0.7692904315766304,0.01967686501526355,-19.51738104
302,Fe(III)(furan)4eq(water)ax1(carbonyl)ax2,-0.7763062356968519,0.10642049508134435,-23.34190969
303,Mn(II)(misc)4eq(water)ax1(pyridine)ax2,-0.6464952266237701,-2.4069074323721207,-7.579464234
304,Mn(III)(misc)4eq(water)ax1(pyridine)ax2,-0.6535110307439916,-2.3201638023060402,-25.18527363
305,Co(III)(water)4eq(pyridine)ax1(pyridine)ax2,0.5244943121157181,2.451867428834652,-9.291753672999999
306,Co(II)(water)4eq(pyridine)ax1(pyridine)ax2,0.5315101162359398,2.3651237987685705,-11.67168894
307,Fe(II)(furan)4eq(pyridine)ax1(furan)ax2,3.2350142305710166,0.2200328806358692,-29.18276309
308,Cr(II)(carbonyl)4eq(pyridine)ax1(misc)ax2,-0.3129045691922774,-0.5079486293454619,-18.40879559
309,Fe(II)(carbonyl)4eq(carbonyl)ax1(furan)ax2,-1.8435960973459737,1.0264614023770964,15.47203625
310,Mn(II)(misc)4eq(furan)ax1(furan)ax2,1.1839995670462826,-2.4789791801612155,-16.53953188
311,Cr(III)(pyridine)4eq(carbonyl)ax1(misc)ax2,0.2405876734507201,-1.4302860542351639,-24.66011513
312,Fe(III)(furan)4eq(water)ax1(misc)ax2,0.4187645224823874,0.336101673607915,-22.81709839
313,Fe(II)(furan)4eq(water)ax1(misc)ax2,0.425780326602609,0.2493580435418343,-19.41382773
314,Co(II)(carbonyl)4eq(carbonyl)ax1(misc)ax2,-2.6126799510584595,1.7166543377127361,7.856020973
315,Co(III)(pyridine)4eq(water)ax1(pyridine)ax2,0.8154883444893013,1.0825865697389847,24.11455046
316,Co(II)(pyridine)4eq(water)ax1(pyridine)ax2,0.822504148609523,0.9958429396729047,-7.125551472000001
317,Fe(III)(misc)4eq(water)ax1(misc)ax2,-2.064695727801127,1.4737953178809249,26.95161648
318,Fe(II)(misc)4eq(water)ax1(misc)ax2,-2.057679923680906,1.3870516878148436,24.94335867
319,Co(II)(carbonyl)4eq(water)ax1(water)ax2,-3.7750349489930164,1.4636979031787434,-4.375529554
320,Co(III)(carbonyl)4eq(water)ax1(water)ax2,-3.7820507531132392,1.5504415332448238,27.01833053
321,Cr(III)(water)4eq(misc)ax1(misc)ax2,-1.038004765748886,0.11832838730555541,-24.12230291
322,Cr(II)(water)4eq(misc)ax1(misc)ax2,-1.0309889616286645,0.031584757239475,-38.29870072
323,Co(III)(pyridine)4eq(misc)ax1(misc)ax2,1.110252637537804,1.403892000393896,41.75783027
324,Co(II)(pyridine)4eq(misc)ax1(misc)ax2,1.1172684416580259,1.3171483703278157,-0.716882729
325,Co(II)(carbonyl)4eq(water)ax1(misc)ax2,-2.5970366194691863,1.7059486521576956,0.306025088
326,Co(III)(carbonyl)4eq(water)ax1(misc)ax2,-2.6040524235894082,1.7926922822237763,39.89750444
327,Mn(II)(water)4eq(water)ax1(furan)ax2,-1.1498457850720427,-2.3204437153408333,-50.08246298
328,Co(II)(water)4eq(pyridine)ax1(furan)ax2,0.38915688415319094,2.2747850102766365,-15.30760925
329,Co(II)(furan)4eq(pyridine)ax1(carbonyl)ax2,1.239469283572175,0.7704233485942786,-9.739010567000001
330,Fe(III)(furan)4eq(misc)ax1(misc)ax2,1.5946533480774414,0.5874684463377868,-17.14069565
331,Fe(II)(furan)4eq(misc)ax1(misc)ax2,1.6016691521976631,0.5007248162717062,-15.62465598
332,Mn(II)(pyridine)4eq(water)ax1(water)ax2,-0.5368493821411411,-3.744490550971834,-39.65575891
333,Mn(III)(pyridine)4eq(water)ax1(water)ax2,-0.5438651862613627,-3.657746920905754,-58.59622585
334,Cr(II)(furan)4eq(carbonyl)ax1(misc)ax2,0.6780933636820292,-1.7686126295056643,-43.98938941
335,Co(II)(furan)4eq(water)ax1(furan)ax2,1.116776255916372,0.6695451183961592,-18.70224049
336,Fe(II)(carbonyl)4eq(water)ax1(water)ax2,-3.747846920490062,0.9394800540748515,-0.976039697
337,Fe(III)(carbonyl)4eq(water)ax1(water)ax2,-3.754862724610282,1.0262236841409318,2.553643133
338,Mn(III)(pyridine)4eq(misc)ax1(misc)ax2,1.8295892577699044,-3.0772739433206846,-39.24936299
339,Mn(II)(pyridine)4eq(misc)ax1(misc)ax2,1.836605061890126,-3.1640175733867655,-18.45352026
340,Cr(II)(misc)4eq(water)ax1(misc)ax2,-1.8723539559575693,-0.4720293280213871,-23.56545493
341,Fe(II)(misc)4eq(carbonyl)ax1(misc)ax2,-2.073481046091394,1.4088772015322137,41.54936835
342,Fe(III)(misc)4eq(carbonyl)ax1(misc)ax2,-2.080496850211616,1.495620831598294,35.20556313
343,Fe(III)(furan)4eq(misc)ax1(furan)ax2,2.3396616705803863,0.4012924880713086,-21.9436447
344,Fe(II)(furan)4eq(misc)ax1(furan)ax2,2.346677474700608,0.3145488580052275,-23.60170596
345,Mn(II)(water)4eq(carbonyl)ax1(misc)ax2,-1.9626910772680368,-1.9791385465763096,-32.80343662
346,Mn(II)(pyridine)4eq(carbonyl)ax1(furan)ax2,1.415790862697108,-3.6514947572273297,-27.368854700000004
347,Cr(II)(furan)4eq(pyridine)ax1(misc)ax2,2.7885897293196993,-1.6913050947003405,-52.545343200000005
348,Cr(III)(furan)4eq(pyridine)ax1(misc)ax2,2.781573925199476,-1.6045614646342605,-24.15825556
349,Co(II)(water)4eq(carbonyl)ax1(misc)ax2,-2.4284111785282767,2.291695897518124,-8.831229471
350,Co(III)(water)4eq(carbonyl)ax1(misc)ax2,-2.4354269826484964,2.378439527584205,14.38792417
351,Mn(II)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.3512033820772587,-2.598540296548043,-13.46443946
352,Mn(III)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.3582191861974806,-2.511796666481963,-25.98076805
353,Cr(II)(pyridine)4eq(pyridine)ax1(pyridine)ax2,3.2670426708155116,-1.5854198422035188,-51.14957652
354,Fe(II)(carbonyl)4eq(pyridine)ax1(misc)ax2,-0.5041427767844391,1.3478461883908484,25.01477478
355,Fe(III)(water)4eq(pyridine)ax1(carbonyl)ax2,-1.5194680583417637,1.735547921425637,-21.73041352
356,Fe(II)(water)4eq(pyridine)ax1(carbonyl)ax2,-1.512452254221542,1.6488042913595566,-15.95696913
357,Fe(III)(carbonyl)4eq(carbonyl)ax1(misc)ax2,-2.5922394137954448,1.2995209102237248,22.69986117
358,Fe(II)(carbonyl)4eq(carbonyl)ax1(misc)ax2,-2.5852236096752237,1.212777280157644,34.98440619
359,Mn(II)(carbonyl)4eq(water)ax1(water)ax2,-3.330906756928411,-2.6707037079507296,-20.87198655
360,Mn(III)(carbonyl)4eq(water)ax1(water)ax2,-3.3379225610486336,-2.5839600778846488,-23.79280896
361,Fe(II)(pyridine)4eq(water)ax1(pyridine)ax2,0.8788653702095918,0.39598127781388365,-15.04067298
362,Fe(III)(pyridine)4eq(water)ax1(pyridine)ax2,0.8718495660893701,0.48272490787996464,-3.681383942
363,Cr(II)(furan)4eq(pyridine)ax1(carbonyl)ax2,1.5884531139721945,-1.9142516809044825,-48.41867488
364,Co(III)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.798539287245938,1.5611122389213479,37.55182762
365,Co(II)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.7915234831257165,1.474368608855267,1.033934288
366,Mn(III)(furan)4eq(furan)ax1(furan)ax2,3.840462960865282,-3.862212149291788,-47.9128999
367,Cr(II)(carbonyl)4eq(pyridine)ax1(carbonyl)ax2,-1.5130411845397822,-0.7308952155496033,-20.01883788
368,Mn(II)(furan)4eq(carbonyl)ax1(furan)ax2,1.8490031147487704,-3.8978417041502746,-45.22762886
369,Co(II)(water)4eq(carbonyl)ax1(furan)ax2,-1.6883844331127917,2.1222670809359325,-18.05942271
370,Co(II)(furan)4eq(furan)ax1(furan)ax2,3.032265723225414,0.7422621111573681,-20.21145876
371,Co(II)(water)4eq(furan)ax1(furan)ax2,0.24697437850264464,2.184453287534687,-19.4026526
372,Co(II)(carbonyl)4eq(misc)ax1(misc)ax2,-1.4181930874019315,1.9482343810151643,11.59172904
373,Co(III)(carbonyl)4eq(misc)ax1(misc)ax2,-1.4252088915221532,2.034978011081245,55.31896644
374,Fe(III)(misc)4eq(water)ax1(pyridine)ax2,-1.1782203168578103,1.3792023061723597,21.73592776
375,Fe(II)(misc)4eq(water)ax1(pyridine)ax2,-1.1712045127375883,1.2924586761062786,16.04539714
376,Co(II)(furan)4eq(misc)ax1(misc)ax2,1.551367029851022,1.0810847644432338,-6.414630962
377,Mn(II)(misc)4eq(water)ax1(misc)ax2,-1.5774308971110815,-2.2305019803307804,-3.175589322
378,Mn(III)(misc)4eq(water)ax1(misc)ax2,-1.5844467012313035,-2.143758350264699,-28.46757477
379,Co(III)(pyridine)4eq(water)ax1(water)ax2,-1.2428665341990979,0.9195095912358892,14.62375335
380,Co(II)(pyridine)4eq(water)ax1(water)ax2,-1.2358507300788764,0.8327659611698084,-1.830983426
381,Fe(III)(water)4eq(carbonyl)ax1(carbonyl)ax2,-3.6024102361596375,1.6004019788532255,-13.74419995
382,Fe(II)(water)4eq(carbonyl)ax1(carbonyl)ax2,-3.5953944320394173,1.5136583487871453,-21.431285199999998
383,Co(II)(pyridine)4eq(carbonyl)ax1(misc)ax2,-0.07721842199850239,1.0855683270253877,-1.746025292
384,Co(III)(pyridine)4eq(carbonyl)ax1(misc)ax2,-0.08423422611872397,1.1723119570914682,29.71582633
385,Co(III)(misc)4eq(carbonyl)ax1(misc)ax2,-2.1102887696856976,2.0070933482568165,69.90544315
386,Co(II)(furan)4eq(water)ax1(water)ax2,-0.7987132113926689,0.5968281256349512,-18.45121385
387,Cr(III)(pyridine)4eq(pyridine)ax1(misc)ax2,2.350247479570595,-1.3530131416047653,-25.47006304
388,Co(II)(misc)4eq(pyridine)ax1(carbonyl)ax2,-1.2225451931148856,1.841191311305004,11.11431172
389,Cr(III)(pyridine)4eq(misc)ax1(misc)ax2,1.4407242887982243,-1.207339468031023,-25.06336949
390,Cr(II)(pyridine)4eq(misc)ax1(misc)ax2,1.4477400929184459,-1.2940830980971032,-34.27968046
391,Fe(III)(misc)4eq(pyridine)ax1(misc)ax2,0.000583982679168451,1.6306897398314988,33.06934754
392,Fe(II)(misc)4eq(pyridine)ax1(misc)ax2,0.007599786799390036,1.543946109765418,33.785439600000004
393,Co(II)(misc)4eq(carbonyl)ax1(furan)ax2,-1.3666270303236885,1.7507809820944755,17.48319115
394,Fe(II)(furan)4eq(carbonyl)ax1(furan)ax2,1.1516067165213693,0.08486767947865617,-23.06644224
395,Fe(III)(furan)4eq(carbonyl)ax1(furan)ax2,1.1445909124011475,0.17161130954473694,-23.71398956
396,Fe(II)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.7644932454439743,0.9612705879137039,16.51815546
397,Fe(III)(carbonyl)4eq(water)ax1(carbonyl)ax2,-3.771509049564196,1.0480142179797844,11.88946216
398,Co(II)(furan)4eq(water)ax1(pyridine)ax2,1.2589587615669184,0.7598768411381088,-13.66607753
399,Co(II)(furan)4eq(pyridine)ax1(pyridine)ax2,3.3168014609587098,0.9229326223912512,-10.92628891
400,Mn(III)(water)4eq(pyridine)ax1(misc)ax2,0.1710873886142343,-1.8506099710073676,-50.727368799999994
401,Mn(II)(water)4eq(pyridine)ax1(misc)ax2,0.17810319273445602,-1.9373536010734487,-38.37605055
402,Cr(II)(furan)4eq(water)ax1(furan)ax2,1.4663942208950402,-2.0643158106721797,-53.86756407
403,Co(III)(misc)4eq(pyridine)ax1(pyridine)ax2,0.8459098352243352,2.08036718082885,53.93966014
404,Co(II)(misc)4eq(pyridine)ax1(pyridine)ax2,0.8529256393445568,1.9936235507627693,8.268022062
405,Mn(II)(pyridine)4eq(pyridine)ax1(carbonyl)ax2,1.5596375907351014,-3.5585324936384195,-28.18025687
406,Fe(II)(carbonyl)4eq(water)ax1(misc)ax2,-2.5694224872647347,1.1909517664402742,17.14140304
407,Fe(III)(carbonyl)4eq(water)ax1(misc)ax2,-2.5764382913849566,1.277695396506355,17.64103012
408,Co(III)(pyridine)4eq(pyridine)ax1(pyridine)ax2,2.8740139496099033,1.245670613992066,22.80574022
409,Cr(II)(carbonyl)4eq(water)ax1(water)ax2,-3.5864717193301394,-0.9201142367265216,-23.84892494
410,Cr(III)(carbonyl)4eq(water)ax1(water)ax2,-3.5934875234503614,-0.8333706066604413,-22.56980813
411,Co(III)(misc)4eq(furan)ax1(furan)ax2,0.5583351669978285,1.8995708992452405,-13.98684966
412,Co(II)(misc)4eq(furan)ax1(furan)ax2,0.5653509711180504,1.8128272691791605,16.78496196
413,Co(II)(water)4eq(water)ax1(carbonyl)ax2,-3.603873900421834,2.049550088174724,-15.80385079
414,Co(III)(water)4eq(water)ax1(carbonyl)ax2,-3.6108897045420565,2.1362937182408044,5.484309473
415,Fe(II)(carbonyl)4eq(water)ax1(pyridine)ax2,-1.6829470763214172,1.0963587547317093,7.452351266
416,Fe(II)(carbonyl)4eq(pyridine)ax1(carbonyl)ax2,-1.699213534963678,1.1181650098642775,23.78143002
417,Fe(III)(carbonyl)4eq(pyridine)ax1(carbonyl)ax2,-1.7062293390839,1.2049086399303581,15.91341081
418,Co(III)(misc)4eq(carbonyl)ax1(carbonyl)ax2,-3.3047756333422242,1.7755133049543883,67.45428054
419,Co(II)(misc)4eq(carbonyl)ax1(carbonyl)ax2,-3.297759829222003,1.6887696748883085,18.76579597
420,Mn(II)(water)4eq(furan)ax1(furan)ax2,0.8249524298421465,-2.2995342986598097,-50.29977968
421,Co(II)(water)4eq(misc)ax1(furan)ax2,-0.49389756945626334,2.35384712423836,-13.38726169
422,Mn(II)(water)4eq(water)ax1(carbonyl)ax2,-3.1483214353087767,-2.26932964013324,-38.72283131
423,Mn(III)(water)4eq(water)ax1(carbonyl)ax2,-3.1553372394289982,-2.182586010067159,-40.7650153
424,Co(II)(carbonyl)4eq(pyridine)ax1(misc)ax2,-0.5374653149513418,1.8690759741294318,7.658484497000001
425,Cr(II)(furan)4eq(water)ax1(pyridine)ax2,1.6094789020660638,-1.9701042531002713,-55.85639274
426,Cr(II)(furan)4eq(pyridine)ax1(pyridine)ax2,3.699205675962188,-1.8369335430580895,-59.55198846
427,Cr(III)(furan)4eq(pyridine)ax1(pyridine)ax2,3.692189871841966,-1.7501899129920084,-25.81691616
428,Co(II)(misc)4eq(pyridine)ax1(furan)ax2,0.7090529420152025,1.903221877095973,10.52307892
429,Fe(II)(pyridine)4eq(water)ax1(furan)ax2,0.7356992336567414,0.3043280137953432,-17.92728144
430,Fe(II)(furan)4eq(water)ax1(pyridine)ax2,1.3141170824730186,0.15484206617247617,-30.699777100000002
431,Co(III)(water)4eq(water)ax1(misc)ax2,-2.416402840885527,2.3678737615432333,13.14466156
432,Co(II)(water)4eq(water)ax1(misc)ax2,-2.4093870367653056,2.281130131477153,-12.052588900000002
433,Mn(II)(furan)4eq(water)ax1(pyridine)ax2,2.0154645060688474,-3.8769469167436332,-49.37778211
434,Mn(II)(misc)4eq(carbonyl)ax1(furan)ax2,-0.8110952730167541,-2.4277251854395523,-3.8800537630000003
435,Cr(II)(misc)4eq(pyridine)ax1(pyridine)ax2,1.1278560247800076,-0.48449255995756585,-21.72832693
436,Cr(III)(misc)4eq(pyridine)ax1(pyridine)ax2,1.1208402206597863,-0.3977489298914852,-23.34372595
437,Fe(II)(misc)4eq(pyridine)ax1(furan)ax2,0.7496926353604114,1.3576494905696712,13.05129405
438,Fe(II)(misc)4eq(pyridine)ax1(pyridine)ax2,0.8938660578632585,1.4493444425131214,19.84845518
439,Fe(III)(misc)4eq(pyridine)ax1(pyridine)ax2,0.8868502537430365,1.5360880725792023,26.99373172
440,Mn(II)(water)4eq(pyridine)ax1(pyridine)ax2,1.110691068269411,-2.113690674319314,-41.9074739
441,Mn(III)(water)4eq(pyridine)ax1(pyridine)ax2,1.1036752641491887,-2.026947044253234,-52.53628522
442,Cr(II)(furan)4eq(water)ax1(water)ax2,-0.4800771453978585,-2.103267897392468,-53.16159286
443,Fe(II)(pyridine)4eq(pyridine)ax1(furan)ax2,2.7997625183075905,0.4611720922772767,-19.24429788
444,Fe(II)(pyridine)4eq(pyridine)ax1(misc)ax2,2.0558083248194774,0.6473916771338165,-8.1235038
445,Fe(III)(pyridine)4eq(pyridine)ax1(misc)ax2,2.048792520699256,0.7341353071998972,3.6383856110000004
446,Cr(II)(water)4eq(water)ax1(misc)ax2,-2.210565125114073,-0.24723365974525702,-46.36372264
447,Fe(II)(furan)4eq(water)ax1(furan)ax2,1.171633851648979,0.06321706515387349,-30.68844014
448,Fe(II)(furan)4eq(furan)ax1(furan)ax2,3.0925309997469794,0.12840787961726638,-31.14773687
449,Fe(II)(pyridine)4eq(furan)ax1(furan)ax2,2.6565963817547407,0.3695188282587358,-22.81692043
450,Fe(II)(misc)4eq(carbonyl)ax1(furan)ax2,-1.3318535337621449,1.2225613237516657,26.36199124
451,Fe(II)(pyridine)4eq(pyridine)ax1(carbonyl)ax2,0.8607375666402385,0.4177104986072455,-3.8898774869999997
452,Mn(II)(furan)4eq(water)ax1(misc)ax2,1.0826674906544433,-3.700618499041502,-45.22779591
453,Mn(II)(water)4eq(misc)ax1(furan)ax2,0.034939370425273515,-2.03028760166242,-40.92230332
454,Mn(III)(misc)4eq(pyridine)ax1(misc)ax2,0.5350348012386735,-2.0298520478198427,-20.12979662
455,Mn(II)(misc)4eq(pyridine)ax1(misc)ax2,0.5420506053588955,-2.116595677885923,0.36649127600000003
456,Fe(II)(misc)4eq(carbonyl)ax1(carbonyl)ax2,-3.2685518042706336,1.1791960230056424,41.22304044
457,Fe(III)(misc)4eq(carbonyl)ax1(carbonyl)ax2,-3.275567608390855,1.2659396530717233,37.41200865
458,Cr(III)(misc)4eq(water)ax1(water)ax2,-3.0614815311934724,-0.6642090545755899,-24.09812773
459,Cr(II)(misc)4eq(water)ax1(water)ax2,-3.0544657270732514,-0.7509526846416709,-30.95184076
460,Co(II)(water)4eq(carbonyl)ax1(carbonyl)ax2,-3.622898042184805,2.0601158542156957,-11.86283479
461,Co(III)(water)4eq(carbonyl)ax1(carbonyl)ax2,-3.6299138463050267,2.1468594842817756,9.254344255
462,Co(II)(misc)4eq(water)ax1(misc)ax2,-2.087629633976202,1.909644032635696,13.86815429
463,Co(III)(misc)4eq(water)ax1(misc)ax2,-2.0946454380964243,1.996387662701776,57.73987713
464,Cr(II)(carbonyl)4eq(pyridine)ax1(furan)ax2,0.45107515967328926,-0.7479356205391728,-20.57448154
465,Co(III)(carbonyl)4eq(pyridine)ax1(carbonyl)ax2,-1.738967982728092,1.7242395608930843,-5.0248606339999995
466,Co(II)(carbonyl)4eq(pyridine)ax1(carbonyl)ax2,-1.7319521786078698,1.6374959308270034,3.907419453
467,Co(III)(pyridine)4eq(carbonyl)ax1(carbonyl)ax2,-1.2787210897752526,0.9407319137890394,22.49817918
468,Co(II)(pyridine)4eq(carbonyl)ax1(carbonyl)ax2,-1.2717052856550306,0.853988283722959,-3.231352766
469,Fe(III)(pyridine)4eq(water)ax1(water)ax2,-1.192213718561479,0.32588082939803065,-1.596091184
470,Fe(II)(pyridine)4eq(water)ax1(water)ax2,-1.1851979144412577,0.23913719933195027,-15.02064796
471,Co(II)(water)4eq(water)ax1(pyridine)ax2,-1.5263325831558505,2.2020680175154284,-13.71046021
472,Co(II)(carbonyl)4eq(water)ax1(pyridine)ax2,-1.715843510786824,1.6268095038567636,-4.972526342
473,Cr(II)(carbonyl)4eq(pyridine)ax1(pyridine)ax2,0.5958500325231207,-0.6536541120424169,-20.10407638
474,Fe(II)(carbonyl)4eq(misc)ax1(furan)ax2,-0.6485253391667347,1.256142580903668,18.62864806
475,Cr(II)(water)4eq(pyridine)ax1(misc)ax2,-0.12062921133849931,-0.11405429415934364,-45.99837023
476,Cr(III)(carbonyl)4eq(water)ax1(misc)ax2,-2.411375752334678,-0.5544472500401575,-22.70484692
477,Cr(II)(carbonyl)4eq(water)ax1(misc)ax2,-2.404359948214457,-0.6411908801062383,-22.15491943
478,Mn(III)(pyridine)4eq(water)ax1(pyridine)ax2,1.5743998903791685,-3.543890961929536,-51.80802292
479,Mn(II)(pyridine)4eq(water)ax1(pyridine)ax2,1.5814156944993907,-3.630634591995617,-41.19246479
480,Mn(II)(furan)4eq(misc)ax1(misc)ax2,2.268297848695184,-3.410427405484574,-42.61379759
481,Cr(III)(pyridine)4eq(carbonyl)ax1(furan)ax2,1.005963411011605,-1.6702152696744699,-24.73511249
482,Mn(III)(misc)4eq(carbonyl)ax1(carbonyl)ax2,-2.812360714656589,-2.2896925807732917,-30.46855579
