split
37.51173453
42.41232469
52.36660653
47.45012463
32.80132235
-31.62699493
-25.31705721
-24.48167414
-47.31832806
-45.99826393
-22.7398969
-21.79881683
-23.64747833
12.7381658
29.44199241
16.89018589
8.527724085
29.70662428
21.09949294
25.25923754
18.78390301
25.69119237
0.91932633
-4.094724512
27.50302251
36.64911435
10.54072066
18.76913175
2.922537959
-10.45927156
24.2452947
57.89963138
51.83009507
34.76841209
29.44005159
45.95543327
40.27679302
-6.528398873
-28.43609964
-20.30691249
-39.10674972
-15.87654356
-32.18296665
-24.48300478
-35.73390511
-42.0146315
-3.775655573
-7.025441242
-13.69970752
-10.33331408
-17.11589673
2.603667626
-0.573956522
-22.73451726
-26.44269448
-13.71639306
-35.8934317
-29.84273561
-32.96988672
-18.55711329
83.20463979
82.77326447
83.18012343
82.31141729
83.97529054
20.32958416
9.115653298
3.372966851
14.99852813
-1.553573336
-4.39145493
-0.695512893
3.4891572
7.898364499
20.29863633
15.35868702
6.150037126
10.6341097
1.914468483
33.50062704
25.44533389
78.22924001
82.67451411
90.70741997
73.69521731
69.13024684
86.87616932
64.59917563
-45.98245502
-48.93822752
-39.66542118
-51.52514848
-36.17860716
-42.95222357
-50.23426744
-20.19723688
-24.57059889
-34.67519913
-28.3407925
-37.42766281
-39.99117134
-31.67006686
3.969244262
-16.6884633
-22.26629277
-10.48242289
-27.28930758
-31.83585588
-3.600547227
-23.40673399
-24.40684445
-19.87577048
-22.33139079
-21.1572995
-25.34170553
-18.45066955
-36.19559296
-6.512442499
9.504299048
31.19661992
25.49352305
43.36897516
37.15724688
19.98293505
14.66943956
30.25345419
22.15136836
14.53480074
57.12603215
66.65310427
47.81886722
38.83709866
-15.93321263
-13.7463611
-34.6702932
-19.29172291
-17.74441375
-7.804962157
-11.0788098
-41.85318266
-38.15567241
-29.75790341
-45.90724995
0.807022711
2.369511452
7.483685262
6.383365928
5.204549298
-1.016082961
3.905411234
-17.47696971
-15.62901497
-20.73963833
-22.17575626
-13.63988359
-19.17882693
-11.52091867
4.214374886
7.123051913
-4.181387967
13.03175723
-1.451057109
10.06864181
1.351349176
25.60754529
34.62181872
30.08240558
39.07380604
43.29968625
47.17750444
46.89829535
27.28278337
23.03219861
30.8684659
7.513765621
47.24303991
40.5624915
33.78710163
27.00707546
13.76837708
20.29715553
35.70172077
30.66266111
39.07658622
34.13020669
16.54378389
25.80168882
21.14140324
14.57131232
7.025535054
3.3154044
10.3810808
-38.72746422
-35.5214644
-29.31613001
-40.93518947
-45.29588677
-22.6810677
-15.48841294
-7.6859349
33.4372925
5.404112316
11.28117829
17.38814335
21.54954797
27.60947856
42.50077899
41.51905004
26.51933931
32.28015771
27.18265532
20.40449066
13.86880075
