ox,alpha,misc.dent.ax,misc.dent.eq,f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all
2,0.2,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.3489,37.7712,27.999,41.9985,676,1248,936,1404,6,9,72,108,198,1.5625,5.475,5.775,8.6625,273.528,572.4864,1182.099,1320.891,1621,4188,5916,6792,43,90,168,186,258,630,882,1152,16.5283,43.8906,70.3032,84.8058,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.66,-4.32,-6.48,108,120,180,24,18,21,3.12,2.88,4.32
2,0.15,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.3489,37.7712,27.999,41.9985,676,1248,936,1404,6,9,72,108,198,1.5625,5.475,5.775,8.6625,273.528,572.4864,1182.099,1320.891,1621,4188,5916,6792,43,90,168,186,258,630,882,1152,16.5283,43.8906,70.3032,84.8058,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.66,-4.32,-6.48,108,120,180,24,18,21,3.12,2.88,4.32
3,0.15,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0.05,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0.25,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0.3,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0.2,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0.1,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
3,0,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.05,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.3,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.15,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.25,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.1,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.2,1,2,23.7616,40.128,29.04,0,52,42,6,0,4,6,6,0,12,18,6,0,0.9732,1.665,0.8214,0,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,9.2416,20.064,0,0,49,21,0,0,3,0,0,9,9,0,0,0.5625,0.8325,0,0,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,2.4025,30.752,36.27,23.715,625,1150,750,900,10,6,96,108,132,1.9321,6.1438,7.367,6.4218,230.0451,473.056,972.49,1299.226,1359,3512,4690,4828,37,76,146,184,222,564,800,1008,13.8557,37.578,61.1674,74.372,2.52,0,0,18,0,0,6,0,0,1.14,0,0,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-10.54,-7.9,-6,104,220,114,20,42,14,3.92,8.6,3.72
2,0.05,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0.15,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0.3,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0.25,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0.2,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
2,0.1,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
3,0.3,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
3,0.05,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
3,0.15,2,2,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,90.0597,165.648,257.031,271.946,315,564,708,560,14,26,42,40,68,150,154,128,4.9886,10.9802,14.2554,13.5,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,11.8336,8.772,17.544,39.044,64,48,96,80,1,2,5,1,3,7,7,0.5329,0.5621,1.1242,1.6425,3.5344,38.8032,28.764,43.146,729,1296,972,1458,6,9,72,108,198,1.5876,5.5188,5.8212,8.7318,273.7135,574.5504,1183.629,1323.186,1674,4284,5988,6900,43,90,168,186,258,630,882,1152,16.5534,43.9782,70.3956,84.9444,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,0.89,1.78,5.85,2,4,30,-2,-5,-2,-0.04,-0.08,1.4,-9.36,-4.02,-6.03,114,126,189,24,18,21,3.18,2.94,4.41
