ox,alpha,misc.dent.ax,misc.dent.eq,f.chi.0.ax,f.chi.1.ax,f.chi.2.ax,f.chi.3.ax,f.Z.0.ax,f.Z.1.ax,f.Z.2.ax,f.Z.3.ax,f.I.0.ax,f.I.1.ax,f.I.2.ax,f.I.3.ax,f.T.0.ax,f.T.1.ax,f.T.2.ax,f.T.3.ax,f.S.0.ax,f.S.1.ax,f.S.2.ax,f.S.3.ax,f.chi.0.eq,f.chi.1.eq,f.chi.2.eq,f.chi.3.eq,f.Z.0.eq,f.Z.1.eq,f.Z.2.eq,f.Z.3.eq,f.I.0.eq,f.I.1.eq,f.I.2.eq,f.I.3.eq,f.T.0.eq,f.T.1.eq,f.T.2.eq,f.T.3.eq,f.S.0.eq,f.S.1.eq,f.S.2.eq,f.S.3.eq,lc.chi.0.ax,lc.chi.1.ax,lc.chi.2.ax,lc.chi.3.ax,lc.Z.0.ax,lc.Z.1.ax,lc.Z.2.ax,lc.Z.3.ax,lc.I.1.ax,lc.I.2.ax,lc.I.3.ax,lc.T.0.ax,lc.T.1.ax,lc.T.2.ax,lc.T.3.ax,lc.S.0.ax,lc.S.1.ax,lc.S.2.ax,lc.S.3.ax,lc.chi.0.eq,lc.chi.1.eq,lc.chi.2.eq,lc.chi.3.eq,lc.Z.0.eq,lc.Z.1.eq,lc.Z.2.eq,lc.Z.3.eq,lc.I.1.eq,lc.I.2.eq,lc.I.3.eq,lc.T.0.eq,lc.T.1.eq,lc.T.2.eq,lc.T.3.eq,lc.S.0.eq,lc.S.1.eq,lc.S.2.eq,lc.S.3.eq,mc.chi.0.all,mc.chi.1.all,mc.chi.2.all,mc.chi.3.all,mc.Z.0.all,mc.Z.1.all,mc.Z.2.all,mc.Z.3.all,mc.I.2.all,mc.I.3.all,mc.T.1.all,mc.T.2.all,mc.T.3.all,mc.S.0.all,mc.S.1.all,mc.S.2.all,mc.S.3.all,f.chi.0.all,f.chi.1.all,f.chi.2.all,f.chi.3.all,f.Z.0.all,f.Z.1.all,f.Z.2.all,f.Z.3.all,f.I.0.all,f.I.1.all,f.I.2.all,f.I.3.all,f.T.0.all,f.T.1.all,f.T.2.all,f.T.3.all,f.S.0.all,f.S.1.all,f.S.2.all,f.S.3.all,D_lc.chi.1.ax,D_lc.chi.2.ax,D_lc.chi.3.ax,D_lc.Z.1.ax,D_lc.Z.2.ax,D_lc.Z.3.ax,D_lc.T.1.ax,D_lc.T.2.ax,D_lc.T.3.ax,D_lc.S.1.ax,D_lc.S.2.ax,D_lc.S.3.ax,D_lc.chi.1.eq,D_lc.chi.2.eq,D_lc.chi.3.eq,D_lc.Z.1.eq,D_lc.Z.2.eq,D_lc.Z.3.eq,D_lc.T.1.eq,D_lc.T.2.eq,D_lc.T.3.eq,D_lc.S.1.eq,D_lc.S.2.eq,D_lc.S.3.eq,D_mc.chi.1.all,D_mc.chi.2.all,D_mc.chi.3.all,D_mc.Z.1.all,D_mc.Z.2.all,D_mc.Z.3.all,D_mc.T.1.all,D_mc.T.2.all,D_mc.T.3.all,D_mc.S.1.all,D_mc.S.2.all,D_mc.S.3.all
3,0.2,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.15,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.3,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.1,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.25,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.05,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
2,0.2,1,1,143.6891,306.918,503.943,661.325,458,1044,1470,1580,25,50,86,112,136,340,492,556,8.8641,21.5754,32.2478,40.4656,21.5136,30.272,9.68,0,66,32,2,0,3,4,2,0,6,8,2,0,0.8067,1.0804,0.2738,0,6.5025,7.752,6.5025,13.005,36,42,36,72,1,1,2,1,2,3,6,0.5929,0.5775,0.5929,1.1858,11.8336,15.136,0,0,64,16,0,0,2,0,0,4,4,0,0,0.5329,0.5402,0,0,2.4025,29.233,36.704,7.905,625,1100,550,300,10,2,96,72,36,1.9321,6.1994,6.1994,2.1406,375.8351,793.39,1415.3742,2079.5736,1805,4416,5656,5400,63,128,230,328,358,928,1360,1528,22.8871,59.8712,94.5638,118.364,-0.49,0,0,-1,0,0,-1,-2,-4,0.02,0,0,2.48,0,0,14,0,0,2,0,0,0.72,0,0,-9.56,-8.18,-2,106,228,38,20,48,6,3.88,9.44,1.24
3,0.2,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.1,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.15,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.05,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.05,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.15,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.1,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.2,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.25,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
2,0.3,1,1,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,3.3489,33.3792,27.999,28.3284,676,1092,936,2496,6,6,72,72,36,1.5625,5.625,5.775,7.65,137.7519,238.7304,427.3644,521.7768,2722,3840,4686,7512,19,36,54,72,90,216,288,312,14.7373,27.6048,37.605,49.95,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,-7.26,-4.32,-4.5,114,120,60,24,24,30,3,2.88,1.38
3,0.05,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.5344,37.2992,28.764,35.5696,729,1242,972,1728,6,6,72,96,36,1.5876,5.5692,5.8212,6.2496,169.0142,298.2844,651.7296,648.8864,2067,3948,5434,6600,19,40,70,76,110,276,408,364,12.614,27.9552,44.239,48.4312,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.56,-4.02,-7.64,116,126,98,24,20,30,3.14,2.94,2.6
3,0.1,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.5344,37.2992,28.764,35.5696,729,1242,972,1728,6,6,72,96,36,1.5876,5.5692,5.8212,6.2496,169.0142,298.2844,651.7296,648.8864,2067,3948,5434,6600,19,40,70,76,110,276,408,364,12.614,27.9552,44.239,48.4312,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.56,-4.02,-7.64,116,126,98,24,20,30,3.14,2.94,2.6
3,0.15,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.5344,37.2992,28.764,35.5696,729,1242,972,1728,6,6,72,96,36,1.5876,5.5692,5.8212,6.2496,169.0142,298.2844,651.7296,648.8864,2067,3948,5434,6600,19,40,70,76,110,276,408,364,12.614,27.9552,44.239,48.4312,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.56,-4.02,-7.64,116,126,98,24,20,30,3.14,2.94,2.6
3,0.3,1,2,22.4005,28.662,15.6864,0,341,276,224,0,3,4,2,0,6,8,2,0,2.1958,2.7258,1.53,0,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,9.2416,7.752,7.8432,0,49,42,112,0,1,1,0,1,2,1,0,0.5625,0.5775,0.765,0,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,3.5344,37.2992,28.764,35.5696,729,1242,972,1728,6,6,72,96,36,1.5876,5.5692,5.8212,6.2496,169.0142,298.2844,651.7296,648.8864,2067,3948,5434,6600,19,40,70,76,110,276,408,364,12.614,27.9552,44.239,48.4312,0.49,0.46,0,1,-9,0,-1,0,0,-0.02,-0.27,0,0.89,0.89,0,2,2,0,-2,-2,0,-0.04,-0.04,0,-8.56,-4.02,-7.64,116,126,98,24,20,30,3.14,2.94,2.6
