,CoRE_name,refcode,doi,flag,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,rho,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0
128,BOCTOE02_clean,BOCTOE02,10.1021/ja407654n,-1,2.77373,4.2866,4.25247,0.0,0.173713,0.17371351,0.0,0.0,0.0,208.844,0.215,0.215,0.0,971.369,113.30170000000004,167.4432,333.792,554.4959999999999,1213.0,2688.0,3570.0,2940.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.6821,19.26,29.385000000000005,33.75,2.4025000000000003,28.272,28.272,28.272,625.0,1050.0,1050.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255000000000001,6.255000000000001,6.255000000000001,0.0,-8.94,-8.94,-8.94,0.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.839999999999999,3.839999999999999,3.839999999999999,27.72480000000001,36.96640000000001,18.483200000000004,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,9.241600000000004,9.241600000000004,9.241600000000004,0.0,49.0,49.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,54.76,54.76,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.241600000000004,18.483200000000007,0.0,0.0,49.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,1.125,0.0,0.0,54.76,109.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOCTOE02_clean.cif,
129,BOCTOE03_clean,BOCTOE03,10.1021/ja407654n,-1,2.79678,4.3221,4.3221,0.0,0.189567,0.189566507,0.0,0.0,0.0,227.904,0.2326,0.2326,0.0,979.813,113.30170000000004,167.4432,333.792,554.4959999999999,1213.0,2688.0,3570.0,2940.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.6821,19.26,29.385000000000005,33.75,2.4025000000000003,28.272,28.272,28.272,625.0,1050.0,1050.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255000000000001,6.255000000000001,6.255000000000001,0.0,-8.94,-8.94,-8.94,0.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.839999999999999,3.839999999999999,3.839999999999999,27.72480000000001,36.96640000000001,18.483200000000004,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,9.241600000000004,9.241600000000004,9.241600000000004,0.0,49.0,49.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,54.76,54.76,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.241600000000004,18.483200000000007,0.0,0.0,49.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,1.125,0.0,0.0,54.76,109.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOCTOE03_clean.cif,
130,BOCTOE04_clean,BOCTOE04,10.1021/ja407654n,-1,2.69592,4.34246,4.34246,0.0,0.242564,0.242564014,0.0,0.0,0.0,145.81,0.2966,0.2966,0.0,491.603,94.8185,167.44320000000005,314.944,332.69760000000014,1115.0,2688.0,2870.0,1764.0,11.0,24.0,38.0,36.0,70.0,184.0,192.0,104.0,7.5571,19.260000000000005,25.215000000000003,20.25,2.4025000000000003,28.272,18.848000000000006,9.424,625.0,1050.0,700.0,350.0,1.0,6.0,4.0,2.0,36.0,72.0,48.0,24.0,1.9321,6.255000000000001,4.17,2.085,0.0,-8.94,-5.96,-2.98,0.0,108.0,72.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,8.0,0.0,3.839999999999999,2.56,1.2799999999999998,27.724800000000005,36.9664,18.4832,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,9.2416,9.2416,9.2416,0.0,49.0,49.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,54.76,54.76,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2416,18.4832,0.0,0.0,49.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,1.125,0.0,0.0,54.76,109.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOCTOE04_clean.cif,
131,BOCTOE05_clean,BOCTOE05,10.1021/ja407654n,-1,2.72867,4.4068,4.39228,0.0,0.256163,0.256162236,0.0,0.0,0.0,153.984,0.3072,0.3072,0.0,501.25,94.8185,167.44320000000005,314.944,332.69760000000014,1115.0,2688.0,2870.0,1764.0,11.0,24.0,38.0,36.0,70.0,184.0,192.0,104.0,7.5571,19.260000000000005,25.215000000000003,20.25,2.4025000000000003,28.272,18.848000000000006,9.424,625.0,1050.0,700.0,350.0,1.0,6.0,4.0,2.0,36.0,72.0,48.0,24.0,1.9321,6.255000000000001,4.17,2.085,0.0,-8.94,-5.96,-2.98,0.0,108.0,72.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,8.0,0.0,3.839999999999999,2.56,1.2799999999999998,27.724800000000005,36.9664,18.4832,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,9.2416,9.2416,9.2416,0.0,49.0,49.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,54.76,54.76,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2416,18.4832,0.0,0.0,49.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,1.125,0.0,0.0,54.76,109.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOCTOE05_clean.cif,
132,BOCTOE_clean,BOCTOE,10.1021/ja407654n,-1,2.72627,4.22766,4.22766,0.0,0.141363,0.141362466,0.0,0.0,0.0,169.952,0.1774,0.1774,0.0,958.013,113.30170000000004,167.4432,333.792,554.4959999999999,1213.0,2688.0,3570.0,2940.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,8.6821,19.26,29.385000000000005,33.75,2.4025000000000003,28.272,28.272,28.272,625.0,1050.0,1050.0,1050.0,1.0,6.0,6.0,6.0,36.0,72.0,72.0,72.0,1.9321,6.255000000000001,6.255000000000001,6.255000000000001,0.0,-8.94,-8.94,-8.94,0.0,108.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,3.839999999999999,3.839999999999999,3.839999999999999,27.72480000000001,36.96640000000001,18.483200000000004,0.0,147.0,196.0,98.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.6875,2.25,1.125,0.0,9.241600000000004,9.241600000000004,9.241600000000004,0.0,49.0,49.0,49.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.5625,0.5625,0.5625,0.0,54.76,54.76,54.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.241600000000004,18.483200000000007,0.0,0.0,49.0,98.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.5625,1.125,0.0,0.0,54.76,109.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOCTOE_clean.cif,
133,BONWAD_clean,BONWAD,10.1002/chem.200801948,1,2.72512,3.83514,3.83347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.81,556.5151999999998,1098.888,2196.047999999999,2247.193599999999,10112.0,19392.0,23232.0,24832.0,64.0,152.0,248.0,280.0,400.0,1008.0,1504.0,1568.0,45.011199999999974,111.16080000000004,168.2984000000001,183.4808,2.7225,22.704,18.93375,38.22225,900.0,960.0,810.0,1500.0,1.0,4.0,4.5,8.0,16.0,34.0,58.0,86.0,1.7161000000000004,3.8252,4.539150000000001,7.362200000000001,0.0,-7.1599999999999975,-4.05,-9.965000000000002,0.0,88.0,108.0,190.0,0.0,0.0,0.0,0.0,0.0,7.5,3.5,10.5,0.0,2.3200000000000003,2.43,4.86,177.88239999999996,311.3549999999998,564.7137999999999,772.3697999999997,868.0,1512.0,2464.0,2814.0,21.0,42.0,74.0,104.0,116.0,304.0,448.0,448.0,10.086899999999998,21.82180000000001,35.20419999999999,43.73519999999999,11.8336,9.868499999999996,24.30789999999999,33.505599999999994,64.0,54.0,124.0,145.0,1.0,1.125,2.5,3.625,1.375,4.625,8.375,9.875,0.5328999999999998,0.6323625,1.3067000000000002,1.6799125,28.09,67.37625,112.89942075,144.79864337499995,0.0,1.0012500000000004,1.5337500000000006,2.7299999999999995,0.0,2.25,4.5,10.875,0.0,0.0,0.0,0.0,0.0,-2.25,-3.125,-3.75,0.0,-0.04500000000000004,0.03499999999999995,0.34499999999999986,0.0,-6.750000000000001,-8.051777500000002,-8.107998750000002,11.8336,8.771999999999998,20.605599999999995,25.112,64.0,48.0,112.0,104.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,9.0,0.5328999999999999,0.5621,1.095,1.3943,28.09,59.89,87.98,143.667683,0.0,0.8900000000000001,0.8900000000000001,3.02,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-6.0,0.0,-0.040000000000000036,-0.040000000000000036,0.2799999999999999,0.0,-6.000000000000001,-6.000000000000001,-11.207110000000002,BONWAD_clean.cif,
134,BOPHEV_clean,BOPHEV,10.1039/C4RA05275G,1,3.32058,4.28862,4.28862,0.0,0.0264758,0.026475765,0.0,0.0,0.0,90.5178,0.0358,0.0358,0.0,2528.43,99.8677,175.0272,389.48400000000004,315.7920000000001,2832.0,5184.0,4224.0,1728.0,11.0,24.0,38.0,36.0,70.0,184.0,192.0,104.0,7.7593999999999985,19.71,25.103800000000003,20.2356,2.8561,34.8816,17.238,28.8652,2304.0,2304.0,1152.0,1920.0,1.0,6.0,4.0,6.0,36.0,72.0,72.0,84.0,2.1904,6.4824,4.5584,6.7192,0.0,-10.5,-3.4399999999999995,-6.94,0.0,240.0,168.0,248.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,22.0,0.0,4.5,2.84,4.34,286.1238,564.672,901.5907999999997,1133.6389999999994,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.676,43.15080000000001,64.97000000000003,78.81900000000002,11.833599999999995,8.771999999999995,20.60559999999999,17.54399999999999,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,28.08999999999999,59.88999999999999,87.98,119.78,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,11.833599999999995,8.771999999999995,20.60559999999999,17.54399999999999,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,28.08999999999999,59.88999999999999,87.98,119.78,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,BOPHEV_clean.cif,
135,BOPHIZ_clean,BOPHIZ,10.1039/C4RA05275G,1,5.24121,6.90751,6.84053,0.301169,0.0,0.301169733,1017.63,1142.1,0.3723,0.0,0.0,0.3723,1257.98,3067.68,214.4251,390.85279999999983,819.1561999999999,858.8303999999997,8032.0,12000.0,15360.0,13152.0,24.0,54.0,86.0,106.0,148.0,388.0,516.0,518.0,18.2421,44.86579999999999,63.70520000000001,72.02180000000001,2.8561,27.13013333333333,19.142066666666665,46.306000000000004,2304.0,1792.0,2688.0,3072.0,1.0,4.666666666666667,4.666666666666667,9.0,22.66666666666667,48.66666666666666,72.0,96.66666666666669,2.1904,5.0418666666666665,6.0186666666666655,9.9604,0.0,-8.166666666666666,-3.4399999999999986,-12.189999999999998,0.0,186.66666666666663,168.0,368.0,0.0,0.0,0.0,0.0,0.0,12.666666666666664,6.666666666666668,20.33333333333333,0.0,3.5,2.84,6.59,286.1238,564.672,901.5908,1133.6389999999994,1314.0,2616.0,3968.0,4448.0,40.0,84.0,132.0,174.0,216.0,540.0,788.0,926.0,18.676,43.15080000000001,64.97000000000003,78.81900000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621,1.095,1.1242,28.09,59.88999999999999,87.98,119.78,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,8.8752,6.578999999999999,15.454199999999995,13.157999999999998,48.0,36.0,84.0,72.0,0.75,0.75,1.5,1.5,0.75,2.25,3.0,4.5,0.3996749999999999,0.421575,0.8212499999999999,0.8431500000000001,21.0675,44.9175,65.985,89.835,0.0,0.6675000000000002,0.6675000000000002,1.3350000000000004,0.0,1.5,1.5,3.0,0.0,0.0,0.0,0.0,0.0,-1.5,-1.5,-3.0,0.0,-0.030000000000000027,-0.030000000000000027,-0.06000000000000005,0.0,-4.500000000000001,-4.500000000000001,-9.000000000000002,BOPHIZ_clean.cif,
136,BOPWIO_clean,BOPWIO,10.1007/s00706-014-1289-3,1,2.92972,3.68019,3.66151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3055.27,368.08799999999985,691.8527999999999,2813.3816,2932.5311999999994,19924.0,36608.0,69544.0,65280.0,40.0,112.0,280.0,384.0,440.0,1504.0,2632.0,3200.0,30.926800000000014,104.53599999999996,202.76799999999992,278.2176000000002,1.5129,33.8496,21.8448,69.59339999999999,4489.0,4288.0,11390.0,8844.0,1.0,8.0,8.0,18.0,64.0,160.0,272.0,416.0,2.7556000000000003,9.6944,13.180399999999995,22.21080000000001,0.0,-17.680000000000003,-7.920000000000001,-34.440000000000005,0.0,472.0,366.0,1074.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,92.0,0.0,7.439999999999999,5.339999999999998,16.5,151.07940000000005,289.9860000000001,472.4504,578.0790000000002,624.0,1200.0,1700.0,1548.0,22.0,44.0,72.0,90.0,116.0,284.0,376.0,394.0,9.1558,20.913200000000007,30.522400000000005,33.80579999999999,11.833599999999995,8.771999999999991,20.605599999999985,23.90800000000001,64.0,48.0,112.0,64.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,5.0,0.5328999999999998,0.5621000000000004,1.0949999999999998,1.1022999999999998,28.09,59.89000000000002,87.98,107.665366,0.0,0.8900000000000005,0.8900000000000005,3.370000000000001,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,-2.0,0.0,-0.040000000000000036,-0.040000000000000036,0.6799999999999998,0.0,-6.000000000000001,-6.000000000000001,-4.414220000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOPWIO_clean.cif,
137,BOTLED_clean,BOTLED,10.1021/ja5069855,1,2.88638,3.31756,3.31756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.329,417.1785999999999,877.4119999999997,4363.4079999999985,4422.408000000001,17908.0,39320.0,66250.0,61860.0,48.0,148.0,462.0,580.0,684.0,2548.0,4940.0,5570.0,32.16920000000004,127.07079999999996,283.2275999999999,342.216,1.44,39.792,28.073999999999995,48.3,3969.0,4599.0,8757.0,5512.5,1.0,10.0,10.0,12.5,100.0,260.0,380.0,295.0,2.8224,11.659199999999998,14.1876,14.49,0.0,-21.160000000000004,-11.395,-25.25000000000001,0.0,557.0,491.0,700.0,0.0,0.0,0.0,0.0,0.0,74.0,62.0,95.5,0.0,9.86,8.355,12.374999999999995,54.22736666666666,72.99799999999998,102.00746666666664,63.11253333333333,294.6666666666667,400.0,554.6666666666666,341.3333333333333,5.333333333333333,8.666666666666666,10.0,5.333333333333333,18.666666666666668,34.0,20.666666666666668,5.333333333333333,2.942133333333333,4.9126,5.484733333333333,2.842133333333333,11.8336,8.771999999999998,21.626133333333332,15.778133333333333,64.0,48.0,117.33333333333331,85.33333333333333,1.0,1.0,2.0,1.3333333333333333,1.0,3.0,3.333333333333333,1.3333333333333333,0.5328999999999998,0.5621,1.0852666666666666,0.7105333333333332,28.09,59.88999999999999,77.38000000000002,37.45333333333333,0.0,0.8900000000000002,0.5933333333333334,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.3333333333333333,0.0,0.0,-0.040000000000000036,-0.02666666666666669,0.0,0.0,-6.000000000000001,-4.000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOTLED_clean.cif,
138,BUCVIG_clean,BUCVIG,10.1002/ejic.201500069,-1,3.2797,5.35041,5.35041,0.0,0.091174,0.091173998,0.0,0.0,0.0,624.235,0.1117,0.1117,0.0,5588.5,84.6998,145.8336,209.3492,299.472,1171.0,2148.0,2762.0,1632.0,11.0,20.0,28.0,36.0,48.0,112.0,126.0,88.0,7.3358,14.327600000000002,20.5848,20.482,3.5343999999999984,24.3648,28.76400000000001,60.08479999999999,729.0,810.0,972.0,1566.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.5876,3.729600000000002,5.8211999999999975,9.4752,0.0,-5.439999999999999,-4.02,-9.400000000000004,0.0,78.0,126.0,266.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.08,2.9400000000000013,7.6,229.15803333333332,492.86400000000015,787.2411999999997,945.7993333333333,949.3333333333336,2112.0,3080.0,3157.333333333333,35.0,74.66666666666667,118.66666666666669,150.66666666666666,193.3333333333333,488.0,721.3333333333335,801.3333333333335,15.038433333333336,36.50826666666666,54.924933333333314,62.58093333333331,10.537599999999998,12.138,25.48759999999999,15.991999999999996,56.5,66.0,108.5,72.5,1.0,1.5,3.0,2.0,2.5,7.5,10.0,7.0,0.5477,0.8585500000000003,1.3949999999999998,0.9896,41.42499999999999,113.565,146.53261399999994,118.376307,0.0,0.9350000000000004,1.5300000000000007,1.555,0.0,2.0,7.5,5.5,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,-0.040000000000000036,0.35,0.13999999999999993,0.0,-6.900000000000002,-2.0571100000000007,-6.503555000000002,10.537599999999998,16.014000000000006,33.2396,26.55599999999999,56.5,87.0,150.5,100.5,1.0,2.0,4.0,3.5,5.0,15.0,21.5,16.5,0.5477,1.1473000000000009,1.9725,1.5558499999999995,41.42499999999999,155.375,230.15261399999986,193.538921,0.0,1.1800000000000002,2.02,2.640000000000001,0.0,2.5,8.5,12.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.5,1.0,0.0,-0.05000000000000005,0.3300000000000001,0.5099999999999998,0.0,-8.849999999999998,-5.95711,-5.560665,BUCVIG_clean.cif,
139,BURQIQ_clean,BURQIQ,10.1039/C5NJ01237F,1,5.43762,8.30263,8.30263,0.445614,0.0,0.445614056,1575.15,3115.74,0.445,0.0,0.0,0.445,1572.98,7001.67,189.02335,375.648,822.6374999999997,775.5824,6865.0,11072.0,15881.0,13120.0,21.5,56.0,92.0,106.0,166.0,478.0,718.0,738.0,17.8307,48.472,76.24780000000001,80.0956,2.2871857142857133,23.58857142857143,16.23597142857143,38.14434285714287,1680.2857142857142,1417.142857142857,2688.285714285714,2141.714285714286,1.0,4.571428571428571,5.428571428571429,8.857142857142858,21.142857142857142,52.28571428571429,85.14285714285714,103.14285714285714,2.2510000000000003,4.9973714285714275,8.5286,9.950628571428568,0.0,-8.868571428571428,-3.8171428571428567,-15.054285714285715,0.0,140.57142857142858,101.71428571428572,234.28571428571428,0.0,0.0,0.0,0.0,0.0,9.714285714285714,5.142857142857143,16.0,0.0,3.5085714285714285,2.5142857142857133,6.745714285714286,274.8757,559.5210000000002,889.7045999999997,1129.623,1201.0,2484.0,3696.0,4056.0,40.0,84.0,132.0,174.0,216.0,540.0,780.0,894.0,17.853600000000007,41.949600000000025,62.56440000000003,74.50380000000003,11.833599999999995,8.771999999999995,20.60559999999999,17.54399999999999,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5328999999999998,0.5621000000000003,1.095,1.1242000000000003,28.09,59.89000000000001,87.98,119.78000000000002,0.0,0.8900000000000003,0.8900000000000003,1.7800000000000007,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.040000000000000036,-0.040000000000000036,-0.08000000000000007,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,9.241600000000002,23.25599999999999,46.51199999999998,86.64000000000004,49.0,126.0,252.0,294.0,1.0,3.0,6.0,12.0,9.0,27.0,54.0,72.0,0.5625,1.7325000000000006,3.4650000000000016,5.129999999999998,54.76000000000001,250.86000000000004,501.72000000000014,701.8356839999999,0.0,1.47,2.94,7.980000000000001,0.0,3.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,-0.06000000000000005,-0.1200000000000001,2.16,0.0,-11.699999999999996,-23.39999999999999,-6.042659999999999,BURQIQ_clean.cif,
