fpr,tpr
0.0,0.0
0.0,0.000968054211035818
0.0,0.002904162633107454
0.0,0.00484027105517909
0.0,0.010648596321393998
0.0,0.015488867376573089
0.0,0.030009680542110357
0.0,0.031945788964181994
0.0,0.04549854791868345
0.0,0.05033881897386254
0.0,0.06098741529525654
0.0,0.06485963213939981
0.0,0.07841239109390126
0.0,0.0803484995159729
0.0,0.0909970958373669
0.0,0.09390125847047434
0.0,0.1713455953533398
0.0,0.17424975798644723
0.0,0.17909002904162633
0.0,0.18102613746369797
0.0,0.2623426911907067
0.0,0.26427879961277834
0.0,0.2671829622458858
0.0,0.2691190706679574
0.0,0.2739593417231365
0.0,0.31752178121974833
0.0,0.3194578896418199
0.0,0.33978702807357214
0.0014084507042253522,0.33978702807357214
0.0014084507042253522,0.3736689254598258
0.0014084507042253522,0.37560503388189737
0.0014084507042253522,0.4220716360116166
0.0028169014084507044,0.4220716360116166
0.0028169014084507044,0.4443368828654405
0.0028169014084507044,0.4462729912875121
0.0028169014084507044,0.5121006776379478
0.0028169014084507044,0.5140367860600193
0.0028169014084507044,0.5440464666021297
0.0028169014084507044,0.5459825750242013
0.0028169014084507044,0.718296224588577
0.004225352112676056,0.718296224588577
0.004225352112676056,0.7463697967086157
0.005633802816901409,0.7463697967086157
0.005633802816901409,0.8180058083252663
0.007042253521126761,0.8180058083252663
0.007042253521126761,0.8267182962245886
0.008450704225352112,0.8267182962245886
0.008450704225352112,0.8538238141335914
0.008450704225352112,0.8557599225556631
0.008450704225352112,0.9070667957405615
0.011267605633802818,0.9070667957405615
0.011267605633802818,0.9399806389157793
0.01267605633802817,0.9399806389157793
0.01267605633802817,0.9409486931268151
0.014084507042253521,0.9409486931268151
0.014084507042253521,0.9438528557599225
0.015492957746478873,0.9438528557599225
0.015492957746478873,0.9457889641819942
0.016901408450704224,0.9457889641819942
0.016901408450704224,0.9564375605033882
0.018309859154929577,0.9564375605033882
0.018309859154929577,0.957405614714424
0.01971830985915493,0.957405614714424
0.01971830985915493,0.9603097773475314
0.02112676056338028,0.9603097773475314
0.02112676056338028,0.9612778315585673
0.022535211267605635,0.9612778315585673
0.022535211267605635,0.9622458857696031
0.023943661971830985,0.9622458857696031
0.023943661971830985,0.9661181026137464
0.02535211267605634,0.9661181026137464
0.02535211267605634,0.9709583736689255
0.028169014084507043,0.9709583736689255
0.028169014084507043,0.9719264278799613
0.029577464788732393,0.9719264278799613
0.029577464788732393,0.972894482090997
0.0323943661971831,0.972894482090997
0.0323943661971831,0.978702807357212
0.035211267605633804,0.978702807357212
0.035211267605633804,0.9806389157792836
0.036619718309859155,0.9806389157792836
0.036619718309859155,0.9835430784123911
0.03943661971830986,0.9835430784123911
0.03943661971830986,0.9845111326234269
0.04084507042253521,0.9845111326234269
0.04084507042253521,0.9883833494675702
0.04929577464788732,0.9883833494675702
0.04929577464788732,0.9903194578896418
0.054929577464788736,0.9903194578896418
0.054929577464788736,0.9912875121006777
0.059154929577464786,0.9912875121006777
0.059154929577464786,0.9922555663117134
0.061971830985915494,0.9922555663117134
0.061971830985915494,0.9932236205227493
0.08591549295774648,0.9932236205227493
0.08591549295774648,0.9941916747337851
0.08732394366197183,0.9941916747337851
0.08732394366197183,0.995159728944821
0.09154929577464789,0.995159728944821
0.09154929577464789,0.9961277831558567
0.09295774647887324,0.9961277831558567
0.09295774647887324,0.9970958373668926
0.1563380281690141,0.9970958373668926
0.1563380281690141,0.9980638915779284
0.18591549295774648,0.9980638915779284
0.18591549295774648,0.9990319457889641
0.37746478873239436,0.9990319457889641
0.38028169014084506,0.9990319457889641
0.5338028169014084,0.9990319457889641
0.5366197183098591,0.9990319457889641
0.5985915492957746,0.9990319457889641
0.5985915492957746,1.0
0.6323943661971831,1.0
0.6352112676056338,1.0
0.6394366197183099,1.0
0.6422535211267606,1.0
0.704225352112676,1.0
0.7084507042253522,1.0
0.7098591549295775,1.0
0.7126760563380282,1.0
0.7267605633802817,1.0
0.7295774647887324,1.0
0.752112676056338,1.0
0.7563380281690141,1.0
0.7647887323943662,1.0
0.7690140845070422,1.0
0.8028169014084507,1.0
0.8056338028169014,1.0
0.8450704225352113,1.0
0.8492957746478873,1.0
0.856338028169014,1.0
0.8633802816901408,1.0
0.8746478873239436,1.0
0.8760563380281691,1.0
0.8845070422535212,1.0
0.8859154929577465,1.0
0.895774647887324,1.0
0.9070422535211268,1.0
0.9084507042253521,1.0
0.923943661971831,1.0
0.9323943661971831,1.0
0.9661971830985916,1.0
1.0,1.0
