name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
HKUST-1_primitive,HKUST-1_primitive.cif,13.36961,6.64516,13.36961,4546.4,1763.62,1995.72,0.6501,0.7356568971370374,0.6097,0.0404,0.68994,0.0457168,2771.94,183.674
