f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0,CoRE_name,refcode,T,name,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v
228.5804,415.896,770.6844,860.688,4784,8544,10656,10560,26,58,86,108,144,350,476,510,19.0682,44.4278,62.4698,71.7444,2.7225,21.285,17.139375,39.901125,900,900,1125,1695,1,3.75,4.25,8,14.25,30.5,50.75,72.25,1.7161,3.586125,4.640675,7.8469,0,-6.7125,-3.375,-10.9825,0,82.5,90,183.5,0,0,0,0,0,6.25,3,11.5,0,2.175,2.025,4.49,286.1238,564.672,901.5908,1133.639,1314,2616,3968,4448,40,84,132,174,216,540,788,926,18.676,43.1508,64.97,78.819,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,YOCDUR_clean.cif,,YOCDUR_clean,YOCDUR,442.001348,YOCDUR.csv,7.19502,9.69113,9.66178,1.03134,0,1.031336831,3350.65,7303.71,0.6811,0,0,0.6811,2212.79,10723.4
98.9324,159.2032,292.248,272.5856,546,960,1642,1536,12,28,36,36,76,208,242,168,9.1068,22.2796,27.5508,23.506,0.9604,13.4848,8.4574,17.6106,9,96,63,126,1,4,4,6,16,40,52,60,1.7689,3.8836,4.8412,5.985,0,-9.84,-4.71,-12.09,0,-20,-9,-24,0,0,0,0,0,6,3,9,0,2.4,1.68,3.48,364.7912,769.457,1184.8284,1484.441,1559,3314,4890,5096,53,112,172,224,284,704,994,1102,23.1293,55.09,80.8052,93.6828,11.8336,8.772,20.6056,20.06666667,64,48,112,98.66666667,1,1,2,2.333333333,1,3,4.333333333,6.333333333,0.5329,0.5621,1.095,1.214233333,28.09,59.89,87.98,127.742561,0,0.89,0.89,2.193333333,0,2,2,6.333333333,0,0,0,0,0,-2,-2.333333333,-4,0,-0.04,-0.04,0.04,0,-6,-6,-11.73570333,10.1056,17.17111111,30.51973333,33.69422222,54,76.11111111,163.3333333,140.2222222,1,2.222222222,3.333333333,4.444444444,5.333333333,13.11111111,19,24.77777778,0.552633333,1.109888889,1.875,2.122244444,45.87,147.8825787,194.5933333,282.164339,0,1.505555556,0.623333333,2.994444444,0,5.555555556,1.333333333,12.44444444,0,0,0,0,0,-0.222222222,-0.333333333,0.111111111,0,0.166666667,-0.026666667,0.473333333,0,-6.059505556,-4.6,-9.154714444,HOZFEJ_clean.cif,,HOZFEJ_clean,HOZFEJ,329.3891029,HOZFEJ.csv,8.29036,8.9742,8.9742,0.257574,0,0.257574522,779.832,842.382,0.2842,0,0,0.2842,860.444,2964.05
231.0575,437.5008,950.9916,1570.8864,2676,6444,10020,10728,29,60,114,192,174,480,696,744,18.6411,42.9828,78.0942,113.5092,3.5344,36.5472,43.146,92.1012,729,1215,1458,2754,1,6,9,18,36,90,162,270,1.5876,5.5944,8.7318,15.7248,0,-8.16,-6.03,-15.15,0,117,189,384,0,0,0,0,0,21,27,63,0,3.12,4.41,10.2,260.1061,583.083,946.2536,1140.055,1093,2556,3860,3988,40,88,142,178,230,588,886,962,17.5464,43.736,67.3822,75.8602,10.5376,12.138,26.0196,23.744,56.5,66,126,114.5,1,1.5,3,3,2.5,7.5,12,13,0.5477,0.85855,1.545,1.5671,41.425,113.565,171.666307,201.996307,0,0.935,1.355,2.045,0,2,5,6.5,0,0,0,0,0,-2,-2,-3,0,-0.04,0.15,0.12,0,-6.9,-5.453555,-10.403555,9.2416,23.256,46.9376,51.072,49,126,224,189,1,3,6,7,9,27,45,45,0.5625,1.7325,3.15,3.1425,54.76,250.86,422.592614,434.537842,0,1.47,2.8,4.48,0,3,10,22,0,0,0,0,0,0,3,6,0,-0.06,0.3,1.06,0,-11.7,-12.70711,-6.92133,YOYQAG_clean.cif,,YOYQAG_clean,YOYQAG,399.4714722,YOYQAG.csv,5.74381,6.86662,6.86662,0.211825,0,0.211825745,691.402,828.673,0.2368,0,0,0.2368,772.919,3499.47
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,52.734,900,900,1080,1740,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.8512,0,-6.36,-5.4,-12.16,0,90,144,302,0,0,0,0,0,6,6,24,0,2.28,3.24,8.2,176.1597,374.187,586.5039,674.2395,735,1608,2286,2136,26.5,56,87,105,143,354,499,497,11.39705,27.3196,39.8847,42.0101,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,7,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.9696,15.062,31.442,31.52133333,59,82,151,120.3333333,1,1.833333333,3.666666667,4,4.166666667,12.5,19,17.33333333,0.542766667,1.045916667,1.872233333,1.7794,36.98,133.5283333,208.025076,204.8410693,0,1.231666667,2.088333333,3.476666667,0,2.666666667,7.333333333,14.66666667,0,0,0,0,0,-1.333333333,0,0,0,-0.053333333,0.186666667,0.54,0,-8.9,-8.971406667,-9.178516667,OKIQAB_clean.cif,,OKIQAB_clean,OKIQAB,386.7835225,OKIQAB.csv,2.82759,5.10514,4.97452,0,0.052083,0.052082947,0,0,0,735.951,0.0703,0.0703,0,10468.7
312.91,630.9068,2621.3864,3501.9748,8432,23152,33772,30224,37,100,282,432,418,1500,2696,3064,21.7848,80.3704,179.123,223.0104,1.2544,37.5648,33.096,37.6096,3364,5104,6264,4060,1,10,12,11,100,270,350,270,2.6569,12.3717,13.7246,12.0457,0,-22.34,-16.11,-21.26,0,492,588,568,0,0,0,0,0,73,85,83,0,8.71,11.14,10.54,89.12466667,134.8132,239.9,239.694,524,885.3333333,1088,940,9.666666667,17.33333333,28,28,45.33333333,101.3333333,100,65.33333333,4.952533333,9.613733333,13.3692,11.94306667,11.48845333,10.58144,24.20536889,24.04177778,76.8,100.2666667,124.0888889,108.4444444,1,1.2,2.355555556,2.444444444,2,4.355555556,4.8,4.222222222,0.566733333,0.771853333,1.222831111,1.146911111,51.308,94.764,93.500374,87.06289978,0,0.593333333,1.066666667,1.42,0,1.333333333,3.333333333,6,0,0,0,0,0,-1.555555556,-2.444444444,-1.777777778,0,-0.026666667,0.044444444,0.213333333,0,-4,-5.157135556,-3.471406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YITHIU01_clean.cif,,YITHIU01_clean,YITHIU01,286.6653655,YITHIU01.csv,3.11726,3.39104,3.39104,0,0,0,0,0,0,0,0,0,0,518.588
170.3585,309.256,610.8612,761.616,3557,6640,11508,11088,20,44,72,102,116,308,480,516,14.1716,33.6092,53.7432,66.2694,2.7225,22.704,21.6975,52.3545,900,960,2370,2220,1,4,6,10,16,40,72,88,1.7161,3.8252,6.943,9.7202,0,-7.16,-3.25,-15.23,0,88,101,226,0,0,0,0,0,6,6,18,0,2.32,2.56,5.68,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,IJEXIF_clean.cif,,IJEXIF_clean,IJEXIF,339.9994695,IJEXIF.csv,4.39714,6.7641,6.7641,0.465813,0,0.465814476,1773.29,3882.42,0.4996,0,0,0.4996,1901.91,7771.06
510.9904,1078.784,2517.6288,3143.6096,8456,20352,31932,40320,56,144,264,392,432,1248,2016,2664,39.24,109.5584,184.8276,266.1288,3.5344,32.336,26.8746,73.3106,729,1080,1822.5,2457,1,5,6,12.5,25,60,105,155,1.5876,4.599,6.7473,11.7243,0,-7.8,-3.015,-15.495,0,95,94.5,246.5,0,0,0,0,0,13,9,31.5,0,2.65,2.205,6.445,169.3738,292.842,461.9708,539.529,874,1512,2336,2568,20,40,60,74,100,240,332,378,10.466,21.9912,32.1372,37.961,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KUHNEI_clean.cif,,KUHNEI_clean,KUHNEI,347.235023,KUHNEI.csv,3.76927,4.78533,4.77413,0.160424,0,0.160424323,437.926,784.219,0.2462,0,0,0.2462,672.077,3185.29
671.0848,1323.984,3376.5712,3661.1296,32392,43008,51328,60352,80,208,400,480,608,1648,2784,3168,64.7464,175.6,295.8128,341.024,1.2996,19.152,17.442,27.3144,3600,2340,2160,3360,1,5,6,8,25,55,90,100,3.0276,6.3858,8.0388,10.44,0,-11.1,-8.46,-14.84,0,261,324,424,0,0,0,0,0,14,12,20,0,5.03,5.82,7.92,116.6135,212.874,324.8764,360.8028,560,1020,1480,1452,15,30,44,50,74,174,220,208,7.2551,15.631,21.782,22.223,11.3152,10.1184,22.68608,27.97536,61,55.2,123.2,139.2,1,1.2,2.4,3,1.6,4.8,8,7.6,0.53882,0.68068,1.338,1.55218,33.424,81.36,137.28,140.7290456,0,0.908,1.104,1.146,0,2,2.4,4.2,0,0,0,0,0,-2,-2.4,-1.4,0,-0.04,-0.048,0.116,0,-6.36,-7.92,-4.422844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEYQUD_clean.cif,,LEYQUD_clean,LEYQUD,448.4895008,LEYQUD.csv,4.12516,9.49783,9.49783,0.520154,0,0.520153014,1665.4,2137.53,0.5575,0,0,0.5575,1784.97,3834.14
74.36429091,126.6436364,167.496,240.8404364,1224.454545,1945.090909,2569.090909,1306.909091,10.27272727,18.54545455,25.09090909,31.63636364,43.63636364,100.3636364,110.7272727,76.36363636,7.286127273,14.26385455,19.70716364,18.33894545,3.61,21.03818182,27.44290909,37.41272727,841,743.4545455,980.7272727,2499.272727,1,3.818181818,5.454545455,8.727272727,14.72727273,36,55.63636364,82.90909091,1.9044,3.981927273,5.765890909,9.303709091,0,-3.818181818,-4.08,-3.109090909,0,85.09090909,124.3636364,166.9090909,0,0,0,0,0,5.454545455,7.090909091,13.09090909,0,2.383636364,3.349090909,5.301818182,199.5134667,421.549,674.9942,827.0562,812.6666667,1772,2492,2952,30.33333333,63.33333333,102,126,165.3333333,405.3333333,578,712,12.73796667,30.3842,44.4542,54.2234,8.459,11.07428571,12.37714286,9.054857143,45.28571429,60,42,24,1,1.428571429,1.714285714,1.285714286,2.285714286,5.714285714,6.857142857,4.285714286,0.571185714,0.825,0.732857143,0.485357143,75.59714286,119.4571429,100.2622406,64.42509771,0,0.42,1.14,0.93,0,0.857142857,6,5.571428571,0,0,0,0,0,-0.857142857,0,0.428571429,0,-0.017142857,0.308571429,0.317142857,0,-3.342857143,-0.863237143,0.808191429,5.071542857,6.265714286,14.14331429,16.8216,27.42857143,34.28571429,62.85714286,82.28571429,0.428571429,0.714285714,1.571428571,1.857142857,1.285714286,4.142857143,6.142857143,8.142857143,0.228385714,0.4015,0.749814286,0.952128571,12.03857143,42.77857143,69.59757843,91.85219514,0,0.635714286,1.294285714,1.498571429,0,1.428571429,4.714285714,4.571428571,0,0,0,0,0,-1,-0.571428571,-1.428571429,0,-0.028571429,0.12,0.051428571,0,-4.285714286,-4.803047143,-7.487745714,CUQSAK_clean.cif,,CUQSAK_clean,CUQSAK,276.9290651,CUQSAK.csv,4.48978,18.30047,17.86541,0.811405,0,0.811404259,2425.62,7213.34,0.5458,0,0,0.5458,1631.62,13216.1
201.2457,410.5816,884.647,1085.3256,18819,47828,77512,67398,27,68,118,158,212,644,978,1132,28.3355,84.396,135.149,163.6788,3.13888,21.22936,21.5152,45.73896,1345.6,4674.8,3485.8,5968.2,1,4.4,5.8,9.8,20,56,90.4,118.4,2.0549,7.07208,9.2562,12.50844,0,-5.444,-2.496,-10.276,0,10.8,90,164.8,0,0,0,0,0,7.2,4.8,17.4,0,1.406,1.764,5.386,149.6588,311.916,481.6752,570.627,617,1320,1836,1824,23,48,74,92,122,300,418,442,9.8383,23.3464,33.6842,37.04,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAKGUK_clean.cif,,TAKGUK_clean,TAKGUK,361.9584587,TAKGUK.csv,9.57688,10.52986,10.52986,0.268933,0,0.26893358,734.115,1336.61,0.41,0,0,0.41,1119.19,3260.03
339.796,674.7904,1882.496,2617.152,4680,12352,22744,28672,36,88,192,304,280,824,1480,1904,24.0016,66.5176,131.3416,198.3264,3.5344,38.8032,37.6752,103.024,729,1296,2484,3456,1,6,8,18,36,84,180,276,1.5876,5.5188,8.946,16.9596,0,-9.36,-5,-20.96,0,114,124,358,0,0,0,0,0,22,18,62,0,3.18,2.98,9.22,127.7747333,249.6144667,383.6789333,453.4353333,563.3333333,1106.666667,1565.333333,1525.333333,18,36.66666667,56,69.33333333,92.66666667,226,306.6666667,304,8.019933333,18.18846667,26.16453333,28.32933333,11.8336,9.333866667,19.58506667,22.58933333,64,50.66666667,106.6666667,101.3333333,1,1,2,2.666666667,1,3,4.666666667,6.666666667,0.5329,0.557233333,1.104733333,1.304266667,28.09,53,98.58,135.705122,0,0.726666667,1.186666667,2.606666667,0,1.666666667,2.666666667,8.666666667,0,0,0,0,0,-2,-2.666666667,-4,0,-0.033333333,-0.053333333,0.16,0,-4.7,-8,-11.47140667,3.080533333,8.653866667,9.626666667,7.042666667,16.33333333,46.66666667,32.66666667,18.66666667,0.333333333,1,1.333333333,1,3,7,8,5,0.1875,0.5675,0.57,0.3775,18.25333333,68.82,77.98174267,50.10840933,0,0.193333333,0.886666667,0.723333333,0,0.333333333,4.666666667,4.333333333,0,0,0,0,0,0.666666667,1.333333333,1.333333333,0,-0.006666667,0.24,0.246666667,0,-1.9,-0.671406667,0.628593333,ADAXIO_clean.cif,,ADAXIO_clean,ADAXIO,328.8844868,ADAXIO.csv,5.01185,5.72302,5.70954,0.239572,0,0.239571458,723.972,504.661,0.3068,0,0,0.3068,927.129,1644.92
196.4432,331.616,1253.1,1253.536,7554,15744,21106,13824,22,56,126,152,216,736,1036,768,16.8502,52.9688,90.2334,96.1848,1.21,30.272,18.04,39.534,3249,3648,5301,4788,1,8,7,12,64,160,208,272,2.8561,9.8696,10.6639,15.21,0,-18.72,-8.7,-22.74,0,392,306,600,0,0,0,0,0,44,30,62,0,7.68,5.52,11.28,145.2151,280.755,469.7276,529.7388,613,1188,1694,1398,20,40,66,78,106,260,346,326,8.3652,18.9728,27.8946,28.627,11.8336,8.772,20.6056,25.5936,64,48,112,72,1,1,2,3,1,3,5,5,0.5329,0.5621,1.095,1.0877,28.09,59.89,87.98,86.995366,0,0.89,0.89,2.88,0,2,2,15,0,0,0,0,0,-2,-3,-2,0,-0.04,-0.04,0.7,0,-6,-6,-0.51422,9.8896,19.635,43.7746,32.9148,52.75,106.5,148.75,138.75,1,2.5,5.75,3.75,7,23.25,30.5,17,0.5551,1.4399,2.394375,1.734425,48.0925,203.1175,288.552842,168.308302,0,1.325,3.4775,1.1175,0,2.75,20,7.5,0,0,0,0,0,-1.25,5.25,3.25,0,-0.055,1.1,0.475,0,-10.275,1.32867,2.2661125,PUNSIB_clean.cif,,PUNSIB_clean,PUNSIB,358.1022567,PUNSIB.csv,3.57988,5.00532,4.97303,0,0.145605,0.145605079,0,0,0,244.294,0.1931,0.1931,0,1265.12
209.4482,375.804,1249.2964,817.916,9578,17040,12784,8480,24,64,132,104,252,832,800,512,17.9686,58.016,84.1556,64.512,1.21,28.314,11.22,24.398,4225,3900,1560,3380,1,8,4,8,64,160,96,176,2.8224,9.9456,5.1744,10.2144,0,-16.94,-5.8,-13.38,0,460,236,468,0,0,0,0,0,44,20,42,0,7.52,3.64,7.36,144.0441,255.969,399.6456,462.213,711,1260,1896,1944,18,36,54,66,90,216,294,306,8.9442,19.1268,27.591,31.0002,10.500825,12.590625,18.70545,19.21425,57,69,102,93,1,1.5,2,2.5,3,6,7.5,10.5,0.5479,0.85085,1.1177,1.28205,52.99,106.785,129.83,179.1451715,0,0.2225,0.6675,1.51,0,0.5,1.5,5.5,0,0,0,0,0,-0.5,-1.5,-2,0,-0.01,-0.03,0.14,0,-1.5,-4.5,-5.603555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEHSII_clean.cif,,SEHSII_clean,SEHSII,521.5468855,SEHSII.csv,4.60825,5.48772,5.48712,0.376068,0,0.376068634,1363.75,914.338,0.4984,0,0,0.4984,1807.36,1834.55
84.6998,145.8336,209.3492,299.472,1171,2148,2762,1632,11,20,28,36,48,112,126,88,7.3358,14.3276,20.5848,20.482,3.5344,24.3648,28.764,58.2424,729,810,972,1512,1,4,6,12,16,40,72,96,1.5876,3.7296,5.8212,9.5256,0,-5.44,-4.02,-8.42,0,78,126,268,0,0,0,0,0,6,6,24,0,2.08,2.94,7.56,200.1507,410.652,657.7289333,792.542,824,1728,2413.333333,2488,29.66666667,61.33333333,97.33333333,121.3333333,158.6666667,389.3333333,541.3333333,577.3333333,12.44483333,29.3832,42.5804,47.67986667,10.72274286,11.65714286,24.15177143,19.08,57.57142857,63.42857143,106,78.85714286,1,1.428571429,2.857142857,2.428571429,2.285714286,6.857142857,9.142857143,7.714285714,0.545585714,0.8162,1.358571429,1.127757143,39.52,105.8971429,150.5365263,132.870812,0,0.928571429,1.648571429,1.947142857,0,2,7.142857143,7.857142857,0,0,0,0,0,-2,-1.142857143,-1.857142857,0,-0.04,0.285714286,0.271428571,0,-6.771428571,-4.291808571,-6.048951429,11.8336,12.53142857,29.53977143,35.30914286,64,68.57142857,132.5714286,164.5714286,1,1.428571429,3.285714286,4.142857143,2.285714286,7.714285714,12.57142857,20.57142857,0.5329,0.803,1.579928571,2.078414286,28.09,85.55714286,147.7508711,217.2565854,0,1.271428571,2.715714286,3.987142857,0,2.857142857,9.714285714,12.57142857,0,0,0,0,0,-2.428571429,-2,-4.857142857,0,-0.057142857,0.234285714,0.177142857,0,-8.571428571,-10.46323714,-19.03466571,LAZHUR_clean.cif,,LAZHUR_clean,LAZHUR,420.2023774,LAZHUR.csv,2.56022,4.17585,4.17135,0,0.0640094,0.064009265,0,0,0,189.321,0.0818,0.0818,0,2314.44
156.4617,355.008,878.0196,894.5376,3144,7584,13584,9408,18,48,96,108,156,498,840,642,12.7458,36.6168,68.7096,68.4156,3.6481,32.852,31.6487,50.6341,784,1120,2408,1736,1,5,7,9,25,70,125,125,1.4641,4.4165,7.5867,8.1917,0,-7.65,-3.2,-9.32,0,100,110,190,0,0,0,0,0,11,10,20,0,2.4,2.2,4.12,132.7016,231.744,362.6164,434.243,674,1176,1792,1952,16,32,48,58,80,192,256,250,8.2144,17.3712,25.2624,28.5386,11.8336,8.772,19.58506667,22.99066667,64,48,106.6666667,114.6666667,1,1,2,2.666666667,1,3,4.666666667,7.333333333,0.5329,0.5621,1.104733333,1.4016,28.09,59.89,98.58,147.7058943,0,0.89,1.186666667,2.49,0,2,2.666666667,7,0,0,0,0,0,-2,-2.666666667,-4.666666667,0,-0.04,-0.053333333,0.026666667,0,-6,-8,-13.73570333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOSLEL_clean.cif,,KOSLEL_clean,KOSLEL,352.3329682,KOSLEL.csv,9.83941,10.96563,10.96563,0.479615,0,0.479614314,1246.64,744.215,0.577,0,0,0.577,1499.77,1289.8
326.2601333,655.21,1356.6992,1393.697333,21905.33333,51952,73176,74645.33333,44,105.3333333,177.3333333,209.3333333,326.6666667,964,1260,1420,38.73113333,110.0017333,167.3622667,200.7046667,3.127777778,21.346,20.68555556,48.314,1536.111111,4158.666667,3036.222222,5303.333333,1,4.444444444,5.333333333,10,21.77777778,59.33333333,77.11111111,114.2222222,2.1084,6.806333333,8.3044,12.14226667,0,-5.777777778,-2.211111111,-9.124444444,0,52.44444444,86.44444444,172,0,0,0,0,0,9.111111111,4.666666667,15.55555556,0,1.916666667,1.757777778,5.724444444,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.49305385,12.36357692,22.9912359,19.34448718,56.46153846,67.38461538,103.8974359,80.71794872,1,1.512820513,2.717948718,2.512820513,2.692307692,7.153846154,9.384615385,8.820512821,0.548141026,0.863782051,1.322753846,1.175748718,45.32538462,112.8551282,153.2546972,149.0111603,0,0.716923077,1.456923077,1.836923077,0,1.538461538,6.153846154,7.692307692,0,0,0,0,0,-1.538461538,-1.128205128,-1.58974359,0,-0.030769231,0.235897436,0.282051282,0,-5.261538462,-4.107668718,-5.047224103,0.910276923,0.674769231,1.585046154,1.349538462,4.923076923,3.692307692,8.615384615,7.384615385,0.076923077,0.076923077,0.153846154,0.153846154,0.076923077,0.230769231,0.307692308,0.461538462,0.040992308,0.043238462,0.084230769,0.086476923,2.160769231,4.606923077,6.767692308,9.213846154,0,0.068461538,0.068461538,0.136923077,0,0.153846154,0.153846154,0.307692308,0,0,0,0,0,-0.153846154,-0.153846154,-0.307692308,0,-0.003076923,-0.003076923,-0.006153846,0,-0.461538462,-0.461538462,-0.923076923,ELEROD_clean.cif,,ELEROD_clean,ELEROD,386.6842836,ELEROD.csv,3.11114,3.78143,3.77375,0,0,0,0,0,0,0,0,0,0,3105.57
