f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,filename,0,CoRE_name,refcode,T,name,Df,Di,Dif,GPOAV,GPONAV,GPOV,GSA,POAV,POAV_vol_frac,PONAV,PONAV_vol_frac,VPOV,VSA,cell_v
299.9884,598.4,1368.5716,1628.5216,4470,10404,15132,17484,34,80,144,200,240,680,1026,1200,23.1166,59.5,97.2312,129.8752,3.5344,31.96,25.1074,64.5968,729,1066.5,1458,2052,1,5,5.5,11.5,28,65,111,174,1.5876,4.6116,5.9535,10.3509,0,-7.6,-3.015,-12.74,0,95.5,94.5,234.5,0,0,0,0,0,16.5,11.5,34,0,2.64,2.205,6.275,175.953,340.238,590.4293333,783.7036667,774,1504,2317.333333,2422.666667,24,49.33333333,85.33333333,119.3333333,134.6666667,354.6666667,537.3333333,540.6666667,10.52506667,24.3012,38.49813333,46.2954,10.9696,11.016,23.86026667,21.55466667,59,60,109.6666667,85.66666667,1,1.333333333,2.666666667,2.666666667,2,6,8.666666667,8.666666667,0.542766667,0.759733333,1.295,1.214533333,36.98,95.67333333,127.015076,134.7693267,0,0.92,1.316666667,2.456666667,0,2,5.666666667,9.666666667,0,0,0,0,0,-2,-2,-4,0,-0.04,0.22,0.306666667,0,-6.6,-3.371406667,-7.80711,3.080533333,7.752,15.2912,11.856,16.33333333,42,63,35,0.333333333,1,2,1.666666667,3,9,13,9,0.1875,0.5775,0.95,0.6625,18.25333333,83.62,124.1084093,89.09928067,0,0.49,1.05,1.166666667,0,1,5,6.666666667,0,0,0,0,0,0,1.666666667,2,0,-0.02,0.233333333,0.366666667,0,-3.9,-1.971406667,0.29289,AMUFOF_clean.cif,,AMUFOF_clean,AMUFOF,429.8377266,AMUFOF.csv,4.36379,5.11388,5.11388,0.158112,0.0156922,0.173805044,424.828,244.239,0.2126,24.24,0.0211,0.2337,571.23,1148.82
70.4647,128.2272,153.5226,186.048,2572,2478,3894,1008,10,18,24,24,42,90,96,72,6.8833,12.69,18.7596,13.86,3.7249,17.6016,29.529,55.005,2209,987,1692,1974,1,3,6,12,9,27,54,72,1.6384,2.88,5.9136,8.7552,0,-3.33,-3.72,-5.34,0,120,246,522,0,0,0,0,0,0,0,12,0,1.59,3.06,8.52,230.5746,515.763,796.8186,920.778,954,2232,3114,3192,36,78,120,144,198,486,678,720,15.69,38.4846,55.7232,60.7824,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,9.2416,15.504,33.9872,38.76,49,84,182,210,1,2,4,5,4,12,20,30,0.5625,1.155,2.28,2.8875,54.76,167.24,276.76,418.1,0,0.98,0.98,2.45,0,2,2,5,0,0,0,0,0,-2,-2,-5,0,-0.04,-0.04,-0.1,0,-7.8,-7.8,-19.5,QOFDIA07_clean.cif,,QOFDIA07_clean,QOFDIA07,423.3342743,QOFDIA07.csv,3.71586,7.0161,6.91918,0,0.191126,0.191125145,0,0,0,1066.89,0.253,0.253,0,4216.95
299.9884,598.4,1368.5716,1628.5216,4470,10404,15132,17484,34,80,144,200,240,680,1026,1200,23.1166,59.5,97.2312,129.8752,3.5344,31.96,25.1074,64.1362,729,1066.5,1458,2038.5,1,5,5.5,11.5,28,65,111,174,1.5876,4.6116,5.9535,10.3635,0,-7.6,-3.015,-12.495,0,95.5,94.5,235,0,0,0,0,0,16.5,11.5,34,0,2.64,2.205,6.265,169.7919333,322.235,554.5605333,755.9036667,741.3333333,1408,2137.333333,2300.666667,23.33333333,47.33333333,81.33333333,116,128.6666667,336.6666667,501.3333333,512,10.15006667,23.177,36.22786667,44.48653333,10.9696,11.016,23.36373333,23.784,59,60,107.3333333,88,1,1.333333333,2.666666667,3,2,6,8.666666667,9.333333333,0.542766667,0.759733333,1.3,1.307033333,36.98,95.67333333,136.635076,145.8868647,0,0.92,1.48,2.736666667,0,2,6,11.66666667,0,0,0,0,0,-2,-2,-3.666666667,0,-0.04,0.213333333,0.433333333,0,-6.6,-4.671406667,-6.842813333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TETWOG_clean.cif,,TETWOG_clean,TETWOG,338.0021904,TETWOG.csv,3.07417,3.76455,3.76306,0,0,0,0,0,0,0,0,0,0,956.09
324.312,564.16,1294.1256,1574.144,4212,9920,12144,14080,36,80,136,192,216,544,744,896,25.5012,63.072,93.9704,122.4064,2.4025,26.66,19.7625,46.4225,625,1000,750,1750,1,5,5,10,25,50,75,120,1.9321,5.0735,5.3515,10.425,0,-9.45,-5,-14.45,0,85,95,180,0,0,0,0,0,15,10,26,0,3.3,3.1,6.4,316.8263,642.855,1043.3036,1268.949,1355,2796,4076,4320,46,96,154,194,250,616,866,962,19.9534,47.0624,69.785,80.4562,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,11.8336,14.62,34.5032,39.33066667,64,80,144,170.6666667,1,1.666666667,4,4.666666667,3,10.33333333,16,20.66666667,0.5329,0.936833333,1.849333333,2.2338,28.09,99.81666667,180.9569107,231.4835773,0,1.483333333,3.73,4.62,0,3.333333333,14,16,0,0,0,0,0,-2.666666667,-1.333333333,-2.666666667,0,-0.066666667,0.386666667,0.346666667,0,-10,-12.94281333,-18.94281333,XACSIG_clean.cif,,XACSIG_clean,XACSIG,393.7341732,XACSIG.csv,4.48635,5.89702,5.89702,0.183049,0,0.183048802,622.758,576.675,0.2123,0,0,0.2123,722.276,2716.32
321.4476,707.8336,2429.6488,2100.48,4276,12000,19752,24256,36,104,264,288,424,1480,2336,2752,22.1988,71.348,138.4776,175.0176,3.3489,45.8232,25.3638,89.67,676,1300,1976,2756,1,8,6,16,64,160,224,320,1.5625,6.4,6.975,13.9,0,-10.4,-2.88,-19.72,0,158,80,310,0,0,0,0,0,44,20,88,0,4.88,1.92,8.88,227.7488,428.757,681.7808,836.094,1094,2064,3152,3408,30,62,96,124,158,390,560,636,14.571,32.571,48.5536,57.75,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAKVAF_clean.cif,,TAKVAF_clean,TAKVAF,404.5223876,TAKVAF.csv,6.94535,7.05087,7.05087,0.390919,0,0.390917028,1208.3,612.68,0.4612,0,0,0.4612,1425.53,1328.45
215.3774,398.5024,875.6364,1198.7008,5748,10272,12132,9360,26,56,100,144,164,448,588,544,18.0088,44.4,71.3432,85.7048,2.8561,33.5296,30.1665,56.6657,2304,2208,2016,2976,1,6,7,13,36,84,126,174,2.1904,6.5416,7.9772,12.3284,0,-9.7,-6.02,-11.56,0,242,294,562,0,0,0,0,0,22,21,49,0,4.46,4.97,10.91,157.3886,331.8864,512.6428,591.797,793,1616,2221,2231,23.5,50,77,93,127,314,446,471,10.7841,25.4616,36.9879,40.2295,10.9696,11.016,23.36373333,18.73866667,59,60,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2,6,8,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0,0.92,1.48,1.91,0,2,6,7,0,0,0,0,0,-2,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.671406667,-7.371406667,2.793288889,5.208533333,6.961022222,6.63,39.33333333,59.11111111,50.88888889,49.33333333,0.333333333,0.666666667,0.888888889,0.888888889,1.333333333,3.111111111,4.888888889,5.333333333,0.2406,0.468333333,0.5562,0.559533333,53.98666667,82.38666667,98.04888889,104.4622222,0,0.108888889,0.224444444,0.333333333,0,0.222222222,2.666666667,2.888888889,0,0,0,0,0,-0.222222222,-0.666666667,-0.888888889,0,-0.004444444,0.046666667,0.042222222,0,-0.866666667,0.066666667,-0.8,AJUNOK_clean.cif,,AJUNOK_clean,AJUNOK,468.2224536,AJUNOK.csv,2.92387,4.97833,4.97205,0,0.0786708,0.078670599,0,0,0,592.436,0.1131,0.1131,0,5238.16
1049.7846,2187.8832,6774.8808,8785.392,26656,56256,78816,87360,118,312,720,1056,1032,3048,5688,6912,80.6422,240.6264,482.2416,659.0496,2.76486,30.62976,26.3772,50.03736,2108.8,2380.8,2246.4,2476.8,1,6,7.2,12,42,94.8,180,144,2.0209,6.56124,8.48232,10.31832,0,-11.736,-8.016,-15.384,0,249.6,331.2,537.6,0,0,0,0,0,28.8,28.8,60,0,4.608,5.472,10.848,104.538,176.154,290.3874,286.6468,468,768,1020,832,13,24,38,36,62,136,136,112,5.5837,11.396,15.0502,13.2356,11.8336,10.5264,26.04768,31.04256,64,57.6,115.2,115.2,1,1.2,2.8,3.2,1.6,5.6,8,4.8,0.5329,0.67452,1.31692,1.2848,28.09,71.868,113.4501464,83.1642928,0,1.068,2.06,1.984,0,2.4,8,11.2,0,0,0,0,0,-2.4,-2,0,0,-0.048,0.24,0.576,0,-7.2,-6.565688,1.268624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PUYHOI_clean.cif,,PUYHOI_clean,PUYHOI,115.0864432,PUYHOI.csv,6.87673,8.13748,8.13748,0.181171,0,0.181170949,569.403,771.961,0.2733,0,0,0.2733,858.956,2824.59
315.1372,586.9332,1407.9432,2324.802,8574,15336,33960,32148,40,84,168,294,252,732,1254,1704,27.7861,66.7848,130.5498,198.4374,2.8561,33.7662,40.1882,110.864,2304,2208,6912,6144,1,6,10,24,36,96,216,336,2.1904,6.5416,13.4976,23.384,0,-9.84,-6.88,-25.04,0,242,336,1024,0,0,0,0,0,20,24,88,0,4.46,5.68,19.72,106.756,222.411,334.0426,366.192,431.5,924,1210,1086,16.5,34,51,59,85,204,271,264,6.94125,16.3086,22.5875,22.7913,9.8176,14.008,27.04124444,20.33155556,52.33333333,76,101.1111111,64.88888889,1,1.777777778,3.555555556,2.777777778,3.333333333,10,13.33333333,9.111111111,0.555922222,1.023244444,1.573333333,1.130655556,48.83333333,143.3844444,201.5085107,143.5373996,0,0.96,2.266666667,2.083333333,0,2,11.33333333,11,0,0,0,0,0,-2,-0.444444444,-0.111111111,0,-0.04,0.551111111,0.557777778,0,-7.4,-2.899948889,-1.199948889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIFSAW_clean.cif,,LIFSAW_clean,LIFSAW,298.4116033,LIFSAW.csv,3.73105,5.78197,5.78125,0,0.208716,0.208715742,0,0,0,825.63,0.2638,0.2638,0,3129.76
183.6174,320.3328,1078.4288,955.632,8184,14592,19904,14400,20,52,108,120,180,552,812,720,16.0074,49.056,78.6806,81.614,1.2996,27.4512,15.8346,34.143,3600,3360,5400,4200,1,7,6,10,49,112,154,210,3.0276,8.8914,9.7266,13.05,0,-16.1,-7.05,-18.55,0,364,270,530,0,0,0,0,0,33,20,40,0,7.07,4.85,9.9,138.3822,251.583,415.4484,431.3104,992,1464,1912,2184,20,38,64,66,102,232,252,240,8.865,18.8958,26.9752,25.7752,11.8336,8.772,20.6056,24.0112,64,48,112,144,1,1,2,3,1,3,5,4,0.5329,0.5621,1.095,1.2848,28.09,59.89,87.98,150.595366,0,0.89,0.89,3.34,0,2,2,6,0,0,0,0,0,-2,-3,-1,0,-0.04,-0.04,0.43,0,-6,-6,-12.51422,6.6564,13.158,35.862,35.7588,256,192,256,544,1,2,6,5,4,16,22,12,1.0404,1.5708,3.0804,3.2844,376.36,438.44,788.191736,756.875868,0,0.06,1.58,-0.96,0,20,80,46,0,0,0,0,0,-4,1,4,0,0.5,3.1,1.88,0,16.2,75.77156,57.98578,EGAFUP_clean.cif,,EGAFUP_clean,EGAFUP,267.9988576,EGAFUP.csv,3.36037,5.41211,5.40599,0,0.17817,0.178169466,0,0,0,270.194,0.2612,0.2612,0,1034.43
97.3537,153.9744,388.734,361.6128,1993,3552,5220,5760,12,24,40,48,68,176,192,112,10.665,21.1992,30.403,37.1424,2.3716,31.7856,16.863,74.1664,484,1056,1650,2464,1,6,5,14,36,72,120,162,1.8496,5.9568,7.208,13.8992,0,-11.4,-3.25,-26.6,0,84,35,196,0,0,0,0,0,24,10,57,0,3.78,1.5,8.82,55.7605,71.6208,149.2302,34.056,481.75,972,790.5,36,5.75,9.5,13.5,4.5,23,41,22.5,4.5,3.357875,6.59555,6.9831,1.21545,11.8336,7.5336,35.5008,5.2976,64,120,192,5.6,1,1,3,0.7,1,4,3.7,0.7,0.5329,0.7738,1.5987,0.18907,28.09,132.5,84.27,16.7213781,0,1.25,0,0.868,0,-7,0,4.9,0,0,0,0,0,-3,-0.7,0,0,-0.33,0,0.252,0,-19.7,0,0.555023,7.493808333,23.86729333,15.13434,0.504533333,163.2833333,344.5333333,78.35,0.533333333,1,3.166666667,1.466666667,0.066666667,11.2,14.56666667,3.433333333,0.066666667,0.897165,2.290861667,0.737031667,0.018006667,396.1845,385.189433,67.9847875,1.5925122,0,-2.2115,-0.003166667,0.082666667,0,16.8,4.433333333,0.466666667,0,0,0,0,0,6.566666667,1.833333333,0,0,0.8015,0.2185,0.024,0,41.2927485,6.489415167,0.052859333,XIWYEH_clean.cif,,XIWYEH_clean,XIWYEH,425.8693552,XIWYEH.csv,3.54932,4.26041,4.26041,0,0.0432567,0.043256683,0,0,0,137.521,0.1016,0.1016,0,1353.56
83.8879,139.872,202.3112,299.472,1342,2328,2978,1632,11,20,28,36,48,112,126,88,7.4643,14.6236,21.0468,20.482,2.7225,21.384,25.245,52.734,900,900,1080,1740,1,4,6,12,16,40,72,96,1.7161,3.8776,6.0522,9.8512,0,-6.36,-5.4,-12.16,0,90,144,302,0,0,0,0,0,6,6,24,0,2.28,3.24,8.2,207.7612667,432.701,721.1345333,827.7377333,812.6666667,1744,2425.333333,2181.333333,31.33333333,64.66666667,108,132.6666667,172.6666667,430.6666667,593.3333333,590.6666667,12.52046667,30.08646667,44.57826667,46.88473333,10.5376,12.138,25.4876,15.992,56.5,66,108.5,72.5,1,1.5,3,2,2.5,7.5,10,8,0.5477,0.85855,1.395,0.9896,41.425,113.565,146.532614,118.376307,0,0.935,1.53,1.555,0,2,7.5,5.5,0,0,0,0,0,-2,-1,-2.5,0,-0.04,0.35,0.14,0,-6.9,-2.05711,-6.503555,10.5376,17.476,39.526,29.6976,56.5,95,144.5,95.5,1,2.166666667,5,3.833333333,5.5,18.33333333,24.83333333,16.5,0.5477,1.240983333,2.149833333,1.535983333,41.425,165.3566667,244.9394557,172.3357097,0,1.328333333,3.325,3.221666667,0,2.833333333,17,16.16666667,0,0,0,0,0,-1.666666667,3,1.5,0,-0.056666667,0.826666667,0.76,0,-9.85,-2.849923333,-3.082071667,ISIMAZ_clean.cif,,ISIMAZ_clean,ISIMAZ,346.6912442,ISIMAZ.csv,2.46824,3.00707,2.89927,0,0,0,0,0,0,0,0,0,0,2079.49
78.8664,153.5402667,178.1357333,184.7832,2070,2202.666667,3454.666667,3976,11.33333333,21.33333333,28,26.66666667,49.33333333,104,108,104,9.220933333,15.94,23.76546667,21.48666667,3.61,11.552,20.62133333,37.82266667,841,406,734.6666667,1972,1,2,4,8,4,12,24,34.66666667,1.9044,2.07,4.2136,8.0776,0,-2.28,-3.253333333,-4.706666667,0,44,90.66666667,164,0,0,0,0,0,-2,-4,-1.333333333,0,1.26,2.466666667,5.186666667,50.4098,102.9392,134.4834,49.192,221,458,492,52,7,14,18,8,32,68,74,20,3.1471,6.8846,7.9658,2.2496,9.2416,16.49706667,26.40746667,4.458666667,49,88.66666667,102.6666667,4.666666667,1,2,3.333333333,0.666666667,4,10.66666667,12,1.333333333,0.5625,1.145,1.505,0.185,54.76,148,173.230152,22.235076,0,0.653333333,1.446666667,0.56,0,1.333333333,8.666666667,4,0,0,0,0,0,-1.333333333,0.666666667,0.666666667,0,-0.026666667,0.493333333,0.253333333,0,-5.2,1.257186667,1.928593333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LETDEU_clean.cif,,LETDEU_clean,LETDEU,585.8116277,LETDEU.csv,8.56919,8.60977,8.60977,0.242759,0,0.242759269,713.508,1053.75,0.3926,0,0,0.3926,1153.92,2684.03
84.8135,146.6112,210.2672,299.472,1226,2208,2834,1632,11,20,28,36,48,112,126,88,7.2123,14.0316,20.1228,20.482,3.6481,24.7536,29.223,59.1718,784,840,1008,1568,1,4,6,12,16,40,72,96,1.4641,3.5816,5.5902,9.1476,0,-5.32,-3.84,-8.06,0,82,132,280,0,0,0,0,0,6,6,24,0,1.88,2.64,6.96,120.4713,243.9585,371.7702,422.5846,507,1044,1428,1405,18,37,56,67,93,225,304,314,7.7858,18.0565,25.476,27.1459,10.5376,12.138,24.7428,20.0808,56.5,66,105,79.5,1,1.5,3,2.5,2.5,7.5,10,7,0.5477,0.85855,1.4025,1.12085,41.425,113.565,160.962614,120.622614,0,0.935,1.775,1.73,0,2,8,8,0,0,0,0,0,-2,-1,-1,0,-0.04,0.34,0.34,0,-6.9,-4.00711,-3.10711,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,TISGUY_clean.cif,,TISGUY_clean,TISGUY,248.1889248,TISGUY.csv,3.50712,5.93335,5.93065,0,0.107212,0.107212087,0,0,0,539.782,0.1344,0.1344,0,4016.24
100.49495,165.8416,298.3677,419.6384,1256.5,2665,3265,2288,12,22,34,48,56,138,158,104,7.8239,16.0402,23.5624,27.0456,3.5344,31.584,29.2246,64.5874,729,1053,985.5,2160,1,5,6,11.5,25,55,87.5,150,1.5876,4.6242,5.8086,10.8801,0,-7.4,-4.265,-12.735,0,96,125.5,230.5,0,0,0,0,0,14,12.5,27.5,0,2.63,2.95,5.855,164.4663333,324.2189333,516.1111333,607.6168,875,1808.666667,2517.333333,2617.333333,23,47.33333333,74,90.66666667,121.3333333,297.3333333,412.6666667,433.3333333,10.60436667,24.60926667,36.1906,40.588,11.3152,10.26736,22.80464,18.97216,61,55.9,123.2,85.9,1,1.2,2.3,2.3,1.6,4.6,6.8,6.6,0.53882,0.67918,1.27125,1.12211,33.424,78.474,111.602,121.3115684,0,0.859,0.761,1.928,0,1.9,1.7,6.8,0,0,0,0,0,-1.9,-2,-2.7,0,-0.038,-0.034,0.164,0,-5.97,-5.19,-7.864266,9.934613333,16.92565333,26.89909333,35.55925333,112.2,201.2666667,210.1333333,238.2,1,2.133333333,3.133333333,4.733333333,6.266666667,13.33333333,19.2,26.13333333,0.674153333,1.44012,1.985046667,2.665966667,126.296,255.8606971,340.1773333,481.4154781,0,0.338,1.014,2.513333333,0,7.133333333,12.86666667,31.86666667,0,0,0,0,0,1,-0.933333333,0.2,0,0.230666667,0.222666667,0.922666667,0,4.311437333,1.98,11.591468,IBABOF_clean.cif,,IBABOF_clean,IBABOF,339.7447553,IBABOF.csv,4.54405,5.9349,5.91539,0.327056,0,0.327054872,1162.66,1791.13,0.3603,0,0,0.3603,1280.84,4971.23
127.8988,244.928,456.1952,525.632,2338,4480,4832,6016,14,32,48,64,80,192,256,320,10.4436,25.112,34.0544,43.0992,3.61,26.144,19.38,45.524,841,928,696,1624,1,4,4,8,16,32,48,80,1.9044,4.0296,4.2504,8.28,0,-6.16,-2.6,-8.76,0,84,92,176,0,0,0,0,0,8,4,12,0,2.6,2.44,5.04,692.2384,1367.621,2187.9464,2846.582,3226,6392,9824,11120,94,198,312,420,510,1278,1864,2180,44.379,102.3046,154.956,191.37,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,10.5376,15.482,26.4716,39.134,56.5,69.5,143,167,1,2,3,5,5,12,18,26,0.5477,0.9973,1.6948,2.4107,41.425,130.241307,194.595,302.3714555,0,1.355,1.18,3.775,0,5,2.5,14.5,0,0,0,0,0,0,-1,-1,0,0.15,-0.05,0.46,0,-5.453555,-8.85,-13.510665,FAMQAO_clean.cif,,FAMQAO_clean,FAMQAO,273.5483516,FAMQAO.csv,6.54408,14.22306,14.21026,1.01944,0,1.019443978,3265.04,8321.23,0.6797,0,0,0.6797,2176.92,12242.5
91.9491,154.8,373.368,210.528,4588,6720,4224,1152,10,24,36,24,72,192,192,96,7.8322,21.5496,23.7948,13.4904,1.44,24.768,9.18,7.92,4096,3072,1152,192,1,6,3,3,36,72,54,18,2.8561,7.4022,3.9039,1.8759,0,-13.44,-4.05,-3,0,336,174,189,0,0,0,0,0,24,9,15,0,5.76,2.76,3.96,35.0097,46.308,53.9392,0,165,204,160,0,4,6,6,0,12,18,6,0,1.7956,2.8182,2.1462,0,11.8336,8.772,19.4016,0,64,48,72,0,1,1,2,0,1,3,2,0,0.5329,0.5621,0.803,0,28.09,59.89,51.977683,0,0,0.89,1.24,0,0,2,7,0,0,0,0,0,0,-2,0,0,0,-0.04,0.36,0,0,-6,0.79289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUGGUX_clean.cif,,RUGGUX_clean,RUGGUX,315.6890996,RUGGUX.csv,2.92059,3.79766,3.79766,0,0,0,0,0,0,0,0,0,0,254.918
530.1798,996.766,3935.4844,3271.7184,20668,43920,57464,52752,62,172,420,496,708,2472,3268,3180,56.8874,166.2776,321.5952,421.0076,1.0562,22.333,12.23175,43.5009,2228.5,2526,3534.5,3711,1,6,5.75,14.75,48.5,126.5,128.75,204.75,3.34885,7.699275,11.76455,20.43595,0,-13.2475,-5.5375,-31.4375,0,281.25,161.25,421.25,0,0,0,0,0,32.5,15.5,36,0,6.0675,3.7875,16.4275,239.5824,450.84,712.9418,870.159,1158,2184,3320,3570,31,64,98,124,162,396,554,612,15.1039,33.6336,49.493,57.7052,11.00431778,11.14803333,19.42328444,18.677475,59.64444444,61.06666667,105.7777778,97.3,1,1.311111111,2,2.311111111,2.244444444,4.866666667,6.177777778,9.433333333,0.542233333,0.741766667,1.109124444,1.254928889,43.58333333,89.06911111,114.02,164.8207372,0,0.474666667,0.751555556,1.575055556,0,1.066666667,1.688888889,4.405555556,0,0,0,0,0,-1.066666667,-1.688888889,-2.966666667,0,-0.021333333,-0.033777778,0.014666667,0,-3.2,-5.066666667,-8.737017056,11.8336,17.544,35.088,65.36,64,96,192,224,1,2,4,8,4,12,24,32,0.5329,1.1242,2.2484,3.3288,28.09,119.78,239.56,335.110732,0,1.78,3.56,8.52,0,4,8,36,0,0,0,0,0,-2,-4,0,0,-0.08,-0.16,1.28,0,-12,-24,-20.82844,ATUYAR_clean.cif,,ATUYAR_clean,ATUYAR,463.2386228,ATUYAR.csv,2.56035,4.18124,4.14817,0,0.01526,0.01526002,0,0,0,54.5884,0.0267,0.0267,0,2044.51
