compatible_nets,n_compatible_nets,n_testable_nets,name,rmsds,rounded_determinant,testable_nets,match_name,X_count,alias
"['wjn', 'wjo', 'wjl', 'wjm', 'wjz', 'wjx', 'wjv', 'wjw', 'wjt', 'wju', 'wjr', 'wjp', 'wjy', 'wgl', 'xfy', 'xfx', 'xfz', 'xfu', 'xft', 'wlp', 'vbc', 'vbg', 'vbf', 'vbe', 'vbd', 'vbk', 'vbi', 'vbh', 'cds-f', 'fee', 'wka', 'ooa', 'wke', 'wkd', 'pcu-i', 'cab', 'wls', 'wjq', 'wjk', 'pts-e', 'yfc', 'wlj', 'wgn', 'ghw', 'wle', 'yfw', 'ttw', 'vmc', 'vma', 'noo', 'wgq', 'yfm', 'noy', 'noz', 'zga', 'nov', 'nbo-h', 'wge', 'vcd', 'vce', 'ftb', 'wlr', 'wlq', 'wlt', 'wlu', 'wjs', 'wlh', 'wlk', 'wll', 'wlm', 'wln', 'wla', 'wlb', 'wlc', 'wld', 'wlf', 'wlg', 'wgh', 'wgr', 'sth', 'fcp', 'fcq', 'fcr', 'fcs', 'fcx', 'fca', 'fce', 'fcf', 'fcg', 'fch', 'fci', 'fcj', 'fcl', 'fcm', 'fcn', 'zfy', 'zfx', 'zfs', 'zfr', 'zfq', 'zfp', 'zfw', 'zfv', 'zfu', 'zft', 'zfk', 'zfj', 'zfi', 'zfh', 'zfo', 'zfn', 'lcy-a-x', 'zfl', 'zfc', 'wgd', 'zfa', 'zfg', 'zff', 'zfe', 'wgj', 'yfd', 'yff', 'yfg', 'yfa', 'yfb', 'yfl', 'yfn', 'yfo', 'yfh', 'yfj', 'yfk', 'yft', 'yfu', 'yfq', 'yfr', 'yfs', 'yfx', 'yfy', 'yfz', 'acs-i', 'acs-h', 'wgc', 'wgb', 'bcs-a', 'wgm', 'fnw', 'fnv', 'fnu', 'fnt', 'fns', 'fnr', 'fnq', 'fnp', 'fnz', 'fny', 'fng', 'fne', 'fno', 'fnl', 'fnk', 'fnj', 'fni', 'fnh', 'crs-a', 'wgo', 'wgf', 'xfw', 'zfd', 'wgi', 'gan', 'srs-f', 'vbj', 'wkc', 'wkb', 'wkx', 'fnd', 'xbj', 'fnc', 'wgu', 'fna', 'wga', 'wgt', 'bcu-l', 'bcu-i', 'bcu-j', 'wli', 'zfb', 'bnn', 'skc', 'skb', 'wgp', 'vmb', 'bor-e', 'wgs', 'vdb', 'fob', 'ctn-e', 'soe', 'sog', 'sof', 'soi', 'soh', 'loh', 'fda', 'fdc', 'ubt', 'zfm', 'sqp', 'vcb', 'srs-g', 'fst']",211,227,BEQFEK_clean_sbu_0,"[0.16639793517592597, 0.2923816486577826, 0.28694810339597576, 0.24317442989660637, 0.16733378880539593, 0.0965553936700614, 0.1583225610092213, 0.1565310394804505, 0.22045131249818462, 0.15934383599654334, 0.1872432403763431, 0.27122962796289996, 0.18951630472526187, 0.12989710559023585, 0.2281454445476721, 0.2255059634439027, 0.13869906397299936, 0.1404950666375386, 0.2689304295028633, 0.1383524978496072, 0.165047517615684, 0.2164292723294107, 0.13173138206817872, 0.11351164352075621, 0.17025028404540152, 0.12399481193516446, 0.2629385262248731, 0.26458881117662536, 0.12461781832479234, 0.1352074083065633, 0.21670338898409036, 0.2583930681910443, 0.17807730861131796, 0.138546290812787, 0.19209912442698046, 0.2515871231520547, 0.09463601346769976, 0.5135146849593469, 0.15537199935037693, 0.18628377095819487, 0.1994312364302338, 0.1779299486702366, 0.1404343797590372, 0.17480015494586218, 0.2996356306605836, 0.1680384469610541, 0.17333003387836718, 0.19159199807795882, 0.25879405390542537, 0.11765743299261323, 0.1523307149159106, 0.1726858615341388, 0.1669324659002926, 0.0993160562473274, 0.13837498393463443, 0.21888944136673133, 0.1481028718242922, 0.12461795055968174, 0.23939948693404434, 0.13776743112382472, 0.2240210026215337, 0.2675214254340923, 0.10622687674278991, 0.15976527752280106, 0.17635738799392905, 0.18591823920176886, 0.24671336274064176, 0.1647174888500561, 0.1258396247226229, 0.27100676992564626, 0.08990553219347525, 0.2270649357468198, 0.16936535600795435, 0.22389713806097755, 0.2411836622199775, 0.24310592754528762, 0.23664629224340006, 0.17434860164102062, 0.13383605303828855, 0.2630890639226134, 0.33332328048482285, 0.16772124512308173, 0.30948459236039044, 0.2513928264919089, 0.2449080039517708, 0.2165573374775979, 0.2586036473383645, 0.32524688146351516, 0.16952858148274952, 0.3589803435762947, 0.32565500957183513, 0.26541350561517135, 0.43457081291591304, 0.31489816032495627, 0.2671820837402219, 0.2413654312792889, 0.1603285121773817, 0.19100237399850006, 0.29482997582182563, 0.21991309677847115, 0.27015787848396905, 0.23994968954256835, 0.19636240446117845, 0.16464509133908142, 0.17566592177074294, 0.2348620786198577, 0.20612591245190603, 0.2375536637593043, 0.166144147660875, 0.20950296066745935, 0.13606821631819752, 0.12652550114530098, 0.17840824279324088, 0.17178974552586962, 0.15626181658442853, 0.2235332604028551, 0.21597731402187614, 0.187695269513551, 0.17285871897202149, 0.22593094765483843, 0.2735339402629301, 0.17950229802852263, 0.20067235138671768, 0.18508570301979066, 0.11630792283751827, 0.15377183728428534, 0.13619066572230876, 0.21965710167455488, 0.24712872787264958, 0.27632746492494764, 0.164280184180168, 0.2974656750197648, 0.16794472946025418, 0.21069900157844984, 0.2948968858647488, 0.20161055329287655, 0.27199447168312646, 0.372355706917078, 0.19929231385200402, 0.18697825037266852, 0.16995809097190986, 0.11955961150625187, 0.49380901214852513, 0.15474631952520324, 0.1519576229545846, 0.16344267719627154, 0.2402687853704406, 0.12868852060834338, 0.1642411919620831, 0.22803317072859758, 0.21996224569521552, 0.14164750963892353, 0.15324409220792914, 0.23404149095382218, 0.13490851977024124, 0.15074735055199656, 0.29014958226783666, 0.20294719043520135, 0.25689212652125176, 0.2839406362190908, 0.12021959342702444, 0.2755728238329019, 0.17821349993841082, 0.29067244554523386, 0.13322811199571793, 0.24802007684122326, 0.24407109002840066, 0.35295911764988364, 0.14977224653438734, 0.37147421641923933, 0.19943600854918064, 0.16295912844435625, 0.17444432485709946, 0.20598513513166378, 0.1190378173219829, 0.2331227140169244, 0.21292191485792816, 0.17438885244222135, 0.14870811416260457, 0.10194775057544804, 0.16527493373258273, 0.20233133275091486, 0.220093258661706, 0.17645223644771643, 0.23064151648903095, 0.16193209868387126, 0.24645599097092466, 0.2083446481787292, 0.19158324934106746, 0.2839361187156303, 0.25344952803593945, 0.2743946586536213, 0.13246762410895077, 0.2159625164254506, 0.0923947784823061, 0.22433999505340077, 0.23295193029363945, 0.17009697552907604, 0.18882278806073377, 0.2023250413850097, 0.2822469680930014, 0.12832606019864531, 0.17896479275222787, 0.18068544419909763, 0.26589265810936985, 0.23732106167277087, 0.22391451073057875, 0.36545619843225646, 0.3401921223292773, 0.32903083878365386, 0.20682048199775252, 0.26975677850015806, 0.22274325738827822, 0.21003041458991462, 0.1814344520475018, 0.22476477088723934, 0.1865309436334735, 0.20172226898685097, 0.10065473789016509, 0.1570221496671799, 0.39681205717192825, 0.21696796287164097, 0.23121102032211213, 0.1397598840132206, 0.12739175816536039, 0.2160422092937378, 0.08491470701198739]",9.111872000000001e+57,"['wjn', 'wjo', 'wjl', 'wjm', 'wjz', 'wjx', 'wjv', 'wjw', 'wjt', 'wju', 'wjr', 'wjp', 'wjy', 'wgl', 'xfy', 'xfx', 'xfz', 'xfu', 'xft', 'wlp', 'vbc', 'vbg', 'vbf', 'vbe', 'vbd', 'vbk', 'vbi', 'vbh', 'cds-f', 'fee', 'wka', 'ooa', 'wke', 'wkd', 'pcu-i', 'cab', 'wls', 'yfe', 'wjq', 'wjk', 'pts-e', 'yfc', 'wlj', 'wgn', 'ghw', 'wle', 'yfw', 'ttw', 'vmc', 'vma', 'noo', 'wgq', 'yfm', 'noy', 'noz', 'zga', 'nov', 'nbo-h', 'wge', 'vcd', 'vce', 'ftb', 'wlr', 'wlq', 'wlt', 'wlu', 'wjs', 'wlh', 'wlk', 'wll', 'wlm', 'wln', 'wla', 'wlb', 'wlc', 'wld', 'wlf', 'wlg', 'wgh', 'wgr', 'zfz', 'sth', 'wgk', 'fcp', 'fcq', 'fcr', 'fcs', 'fcv', 'fcx', 'fcy', 'fcz', 'fca', 'fcb', 'fcd', 'fce', 'fcf', 'fcg', 'fch', 'fci', 'fcj', 'fcl', 'fcm', 'fcn', 'zfy', 'zfx', 'zfs', 'zfr', 'zfq', 'zfp', 'zfw', 'zfv', 'zfu', 'zft', 'zfk', 'zfj', 'zfi', 'zfh', 'zfo', 'zfn', 'lcy-a-x', 'zfl', 'zfc', 'wgd', 'zfa', 'zfg', 'zff', 'zfe', 'wgj', 'yfd', 'yff', 'yfg', 'yfa', 'yfb', 'yfl', 'yfn', 'yfo', 'yfh', 'yfi', 'yfj', 'yfk', 'yft', 'yfu', 'yfv', 'yfq', 'yfr', 'yfs', 'yfx', 'yfy', 'yfz', 'acs-i', 'acs-h', 'wgc', 'wgb', 'bcs-a', 'wgm', 'fnw', 'fnv', 'fnu', 'fnt', 'fns', 'fnr', 'fnq', 'fnp', 'fnz', 'fny', 'fng', 'fne', 'fnb', 'fno', 'fnn', 'fnl', 'fnk', 'fnj', 'fni', 'fnh', 'crs-a', 'wgo', 'wgf', 'xfw', 'zfd', 'wgi', 'gan', 'srs-f', 'vbj', 'wkc', 'wkb', 'wkx', 'fnd', 'xbj', 'fnc', 'wgu', 'fna', 'wga', 'wgt', 'bcu-l', 'bcu-i', 'bcu-j', 'wli', 'zfb', 'bnn', 'skc', 'skb', 'wgp', 'vmb', 'bor-e', 'wgs', 'vdb', 'fct', 'est', 'foa', 'fob', 'ctn-e', 'soe', 'sog', 'sof', 'soi', 'soh', 'loh', 'fda', 'fdc', 'fdb', 'ubt', 'zfm', 'sqp', 'vcb', 'srs-g', 'fst']",BEQFEK_clean_sbu_0,5,N0
"['hcp', 'fcu', 'rgd']",3,5,BOTCEU_clean_sbu_0,"[0.38778532993380044, 0.3399801239696501, 0.2584794770471262, 0.18473561782246836, 0.2924938300882464]",-1.7404670000000066e+305,"['xii', 'thp-x', 'hcp', 'fcu', 'rgd']",BOTCEU_clean_sbu_0,12,N1
"['thp-x', 'hcp', 'fcu']",3,5,ENOWUB_clean_sbu_0,"[0.37421780594293086, 0.28902038080489106, 0.2739112960354671, 6.882551541204759e-08, 0.3177282812177547]",2.3647900000000015e+117,"['xii', 'thp-x', 'hcp', 'fcu', 'rgd']",ENOWUB_clean_sbu_0,12,N2
['fcu'],1,5,FANWIC_clean_sbu_0,"[0.3485159029128951, 0.379393020082759, 0.30113136193719886, 0.2959521938345135, 0.32455090294939676]",-1.567656000000002e+98,"['xii', 'thp-x', 'hcp', 'fcu', 'rgd']",FANWIC_clean_sbu_0,12,N3
"['uno', 'unc', 'umd', 'umc', 'wjh', 'wji', 'wjf', 'vba', 'fau', 'wse', 'upb', 'dia', 'umj', 'wfa', 'ulj', 'neb', 'rho', 'wje', 'mer', 'vbb', 'hbo', 'ulf', 'cha', 'msp', 'dei', 'ulh', 'uli', 'can', 'ull', 'cag', 'ulg', 'afi', 'wjg', 'afw', 'npo', 'zni', 'uos', 'uoq', 'uop', 'uow', 'uov', 'uou', 'uoz', 'uoy', 'uox', 'uoc', 'uob', 'uoa', 'uog', 'uof', 'pcl', 'uod', 'pcb', 'uoj', 'uoi', 'uoh', 'uon', 'uol', 'nfb', 'mdf', 'upc', 'upa', 'crb', 'mmt', 'atn', 'ato', 'lta', 'ukv', 'kfi', 'uky', 'ukx', 'ukw', 'dft', 'uku', 'ukt', 'ukr', 'ukp', 'ukn', 'ukm', 'ukk', 'ukj', 'uki', 'ukh', 'ukg', 'uke', 'ukd', 'ukc', 'ukb', 'uka', 'ukf', 'rac', 'ure', 'unp', 'acs-a', 'qtz', 'irl', 'uns', 'unx', 'uny', 'uot', 'una', 'ung', 'unj', 'unu', 'gme', 'ana', 'uoe', 'unr', 'unt', 'unv', 'unw', 'tzs', 'une', 'unh', 'uni', 'unl', 'unm', 'gsi', 'lcy-a', 'hjm', 'hal', 'lcs', 'mok', 'mon', 'unb', 'umu', 'umw', 'ums', 'umr', 'umy', 'umx', 'umz', 'ume', 'pem', 'umg', 'umf', 'uma', 'umb', 'umm', 'uml', 'umo', 'umn', 'umh', 'umk', 'ict', 'und', 'sra', 'unf', 'sod', 'sow', 'gis', 'lon', 'gie', 'dmp', 'cbo', 'umv', 'umq', 'unn']",158,184,ICAMEG_clean_sbu_1,"[0.25564400383723834, 0.0884527742051341, 0.1852257706150156, 0.19679092027380143, 0.10240978592321708, 0.21362930742121272, 0.11076352828633795, 0.2928120387620987, 0.1083898749314087, 0.2548274469037556, 0.31009356591695175, 0.2493231582410271, 0.28712747846153835, 0.2316628746165785, 0.18755136383649054, 0.34574892933039236, 0.2999847264921032, 0.1461473158549064, 0.09607542197153518, 0.12559751527006305, 0.11426624922467225, 0.22825300933274806, 0.23855022746127008, 0.26907328533942293, 0.34574830292885167, 0.17201725684593477, 0.20937121720164784, 0.34574704850167143, 0.20284047363458302, 0.18001875061138944, 0.19322441078966718, 0.2155525947620086, 0.07799062942798443, 0.32668617243476444, 0.2386287049462164, 0.18393330018522625, 0.21685465179644225, 0.24066572089594643, 0.12623389929720036, 0.251172930529399, 0.22303218588300855, 0.35918048541530306, 0.14758911350531428, 0.24465621921254724, 0.25661030064153517, 0.08416515257531586, 0.13990831816977187, 0.15130206705007415, 0.24066770549111852, 0.14477449291201344, 0.13628472554553056, 0.18142687863670212, 0.13583934820773774, 0.17538709733382232, 0.14547048437837487, 0.20015800302272455, 0.16295789832152846, 0.12487229956812758, 0.2857838394262155, 0.18355613633084866, 0.16068985015055162, 0.13835853973121898, 0.3119473356434404, 0.2947591758498072, 0.3394621663483553, 0.11708790325170947, 0.4353995913835621, 0.41720383121369925, 0.1208921856627632, 0.41720385931687115, 0.18776757883617234, 0.2152783432569824, 0.20249127866150415, 0.23858904778833087, 0.14886976593266005, 0.12495451252940276, 0.18120826224354186, 0.25425050111893893, 0.17673255413412198, 0.18101648450487712, 0.23243851437050486, 0.15264695159738748, 0.29579813707286284, 0.24257986079883573, 0.23242823556135941, 0.16865257640064743, 0.3449015778501159, 0.20711547660067045, 0.2079498335896347, 0.32507580610159537, 0.09775270015984232, 0.2593590135527271, 0.32798474637453634, 0.19056927066891644, 0.20664926092323302, 0.1252998039410117, 0.13310794368598797, 0.11432451541116781, 0.13499588517558525, 0.11228067851227118, 0.1544317689231943, 0.1127606351859267, 0.14392265487036385, 0.11354879191017708, 0.18581857140778962, 0.37466602373651225, 0.28402824646949576, 0.34574893017919367, 0.345748930179193, 0.34574892933039236, 0.41720385745612715, 0.20502564135493653, 0.24750417814157966, 0.16059132524015976, 0.078955575079807, 0.15897375304491249, 0.16855290240719004, 0.20913502380872764, 0.0599736396527105, 0.08779263784229543, 0.13789522035788304, 0.22148151189746917, 0.0743808197625874, 0.1637244517998711, 0.2030952905977346, 0.13587504746443824, 0.17340197011411793, 0.2073959154393778, 0.15670486904999742, 0.2294280225701708, 0.23374395683691734, 0.30185991467378487, 0.34935586346089176, 0.33793130320738773, 0.27505782303270493, 0.13750469018936168, 0.22939643476216398, 0.08108238483194843, 0.2642097689995763, 0.2829522473702692, 0.2288278319048705, 0.2755660757993599, 0.26846987545845663, 0.3206580267168312, 0.11658873833233245, 0.20628259168110483, 0.2339097495070568, 0.25340722766879337, 0.19625740276185816, 0.19637723106436905, 0.24325926698681502, 0.19240382302715417, 0.11105073624628534, 0.09425321572349415, 0.23560821386882808, 0.17489807542446895, 0.2834263328311455, 0.2066319665671432, 0.23132935089382886, 0.1767719956129302, 0.15364451291519726, 0.1774498399174017, 0.1772676514510862, 0.12353935699683134, 0.12184154828399742, 0.24805858629301047, 0.11851627887839275, 0.2105395110210237, 0.09968717236322741, 0.37467144642908917, 0.16194596362799568, 0.2156711922504065, 0.24197369083475506, 0.18686233597640342, 0.11265070219986766, 0.2871229570177923, 0.1445453479635432, 0.3296932786325862, 0.3746713379052916, 0.13804356843188662, 0.13472280105994167, 0.21233096328156803, 0.15881587542686496, 0.19614820522844853]",3.132442000000002e+86,"['uno', 'unc', 'umd', 'umc', 'wjh', 'wji', 'wjf', 'vba', 'fau', 'wse', 'upd', 'upb', 'dia', 'umj', 'wfa', 'nbo', 'ulj', 'neb', 'rho', 'wje', 'mer', 'vbb', 'hbo', 'ulf', 'qzd', 'cha', 'msp', 'qdl', 'dei', 'ulh', 'uli', 'can', 'ull', 'ula', 'cag', 'ulg', 'afi', 'wjg', 'afw', 'npo', 'zni', 'dia-a', 'uos', 'uoq', 'uop', 'uow', 'uov', 'uou', 'uoz', 'uoy', 'uox', 'uoc', 'uob', 'uoa', 'uog', 'uof', 'pcl', 'uod', 'pcb', 'uoj', 'uoi', 'uoh', 'uoo', 'uon', 'uom', 'uol', 'yyz', 'nfc', 'nfb', 'nfa', 'mdf', 'upc', 'upa', 'crb', 'mmt', 'atn', 'ato', 'lta', 'ukv', 'kfi', 'uky', 'ukx', 'ukw', 'dft', 'uku', 'ukt', 'uks', 'ukr', 'ukp', 'uko', 'ukn', 'ukm', 'ukl', 'ukk', 'ukj', 'uki', 'ukh', 'ukg', 'uke', 'ukd', 'ukc', 'ukb', 'uka', 'ukf', 'rac', 'rhr', 'ure', 'cdl', 'cds', 'sst', 'crr', 'unp', 'acs-a', 'qtz', 'irl', 'uns', 'unx', 'uny', 'uot', 'una', 'ung', 'unj', 'unu', 'gme', 'ana', 'uoe', 'unr', 'unt', 'unv', 'unw', 'tzs', 'lcv-a', 'sod-a', 'qtz-a', 'une', 'unh', 'uni', 'unl', 'unm', 'gsi', 'lcy-a', 'hjm', 'hal', 'lcv', 'lcs', 'mok', 'mon', 'unb', 'umu', 'umw', 'ums', 'umr', 'umy', 'umx', 'umz', 'ume', 'pem', 'umg', 'umf', 'uma', 'umb', 'umm', 'uml', 'umo', 'umn', 'umh', 'umk', 'ict', 'und', 'usf', 'sra', 'unf', 'sod', 'sow', 'gis', 'lon', 'gie', 'lcs-a', 'lvt', 'dmp', 'cbo', 'umv', 'umq', 'unn']",ICAMEG_clean_sbu_1,4,N4
"['teo', 'oof', 'lhb', 'tsi', 'reo', 'ecf', 'ecc', 'ech', 'ecv', 'hex', 'pyc', 'ilc', 'bcg', 'bcu']",14,72,LIZSOE_clean_sbu_0,"[0.37542104573585094, 0.3646818477041022, 0.36875025634763076, 0.24366778175702886, 0.3259045144446938, 0.33115600171926385, 0.38103515587979087, 0.368873720857218, 0.34620236518240805, 0.2607735571597503, 0.32097145111799563, 0.26411102909655193, 0.3473558666667907, 0.337309672906846, 0.3766595487716516, 0.36871313521925925, 0.44366982916111347, 0.3458807887461658, 0.28954816965209534, 0.3746492549704192, 0.25795051552722525, 0.3454605873324035, 0.23523917808984168, 0.4222141162401282, 0.33400787870318377, 0.23404927573521134, 0.31845333787050956, 0.38189262545335917, 0.3297923446475938, 0.3346538916283862, 0.3781753163582074, 0.3930425018726101, 0.3430132454997645, 0.3286772858894163, 0.27679490642999915, 0.26046070907447066, 0.35591892246064455, 0.38630456119666645, 0.31414176767709506, 0.37934301280085414, 0.39598624872375837, 0.3857884518288019, 0.2869165109187993, 0.38341398274528143, 0.2601945158669381, 0.3631550780892232, 0.38795174214572287, 0.37271411022775386, 0.14138242971622833, 0.32808711004172764, 0.39088279482089655, 0.32123263722665774, 0.37267592806482186, 0.4119543199890196, 0.3738755008069281, 0.3910803106039958, 0.39342472686925534, 0.36431309625323605, 0.4280066773292055, 0.3285181608575868, 0.3656497371093635, 0.4092378336531197, 0.4136165929656381, 0.3643264471174999, 0.5164448901745001, 0.3826569255780796, 0.3065146158450707, 0.369729279722218, 0.37465985409293545, 0.42044265985682944, 0.2802485389368392, 0.20373272627103706]",-5.3288220000000024e+76,"['osb', 'osd', 'wfo', 'teo', 'tes', 'ecn', 'ith-e', 'vcs', 'vcu', 'oof', 'wkw', 'lhb', 'vmz', 'vmv', 'vmw', 'vmu', 'lsz', 'vms', 'tsi', 'vct', 'reo', 'ecg', 'ecf', 'ece', 'ecd', 'ecc', 'ecb', 'eca', 'eco', 'ecm', 'ecl', 'eck', 'ecj', 'eci', 'ech', 'ecv', 'ecu', 'ect', 'ecs', 'ecr', 'ecq', 'ecp', 'hex', 'vcv', 'pyc', 'vmx', 'vmy', 'vmt', 'ilc', 'wfj', 'wfk', 'wfh', 'wfi', 'wfn', 'wfl', 'wfm', 'wff', 'wfg', 'wfd', 'wfe', 'wfp', 'dgq', 'thp', 'lcx', 'icc', 'sos', 'sou', 'sot', 'nsp', 'naz', 'bcg', 'bcu']",LIZSOE_clean_sbu_0,8,N5
