,filename,uptake_low_p (cm3 methane/g framework),uptake_low_p (cm3 methane/cm3 framework),uptake_high_p (cm3 methane/g framework),uptake_high_p (cm3 methane/cm3 framework)
0,MOF_net-eea_node1-N49_node2-orgN8_edge1-E1.cif,90.1058292565,15.3949759925,712.0212873596,121.6519587634
1,MOF_net-ptr_node1-N55_node2-orgN20_edge1-E1.cif,127.1465502142,9.034360571,1236.5559515511,87.8631179036
2,MOF_net-ctn_node1-N42_node2-orgN5_edge1-E1.cif,94.3719015619,11.7967273913,856.5595204275,107.0721156369
3,MOF_net-eea_node1-N45_node2-orgN23_edge1-E14.cif,75.3502156831,13.7823213112,647.4874179231,118.4320384202
4,MOF_net-ssa_node1-N41_node2-orgN20_edge1-E7.cif,110.9665922226,10.6884881813,1009.2163942248,97.209414888
5,MOF_net-ctn_node1-N73_node2-orgN5_edge1-E15.cif,100.2452883287,9.1365190163,1035.874754283,94.4113139761
6,MOF_net-eea_node1-N45_node2-orgN3_edge1-E1.cif,94.0460447868,13.4492154555,753.1695862519,107.708304618
7,MOF_net-nom_node1-N79_node2-orgN19_edge1-E5.cif,126.8253168684,8.8827807777,1254.8226009396,87.8871376333
8,MOF_net-eea_node1-N47_node2-orgN23_edge1-none.cif,79.1877159882,73.9289830185,189.4045886284,176.8265246901
9,MOF_net-apo_node1-N46_node2-orgN8_edge1-E13.cif,75.5928240355,12.6658579251,693.4934163191,116.1973930089
10,MOF_net-eea_node1-N20_node2-orgN14_edge1-E7.cif,90.0011774605,11.5479332488,816.1475938059,104.7188292464
11,MOF_net-rtl_node1-N48_node2-orgN17_edge1-none.cif,69.2878766856,39.7805978791,348.0602214189,199.8335692807
12,MOF_net-ptr_node1-N73_node2-orgN15_edge1-E8.cif,89.7776186921,10.8272591557,866.3258585676,104.4796545137
13,MOF_net-pts_node1-N79_node2-orgN19_edge1-E1.cif,133.2182179279,8.4548791299,1339.0697817038,84.9859225479
14,MOF_net-ptr_node1-N18_node2-orgN18_edge1-E3.cif,85.9679064747,12.5986563056,773.872330349,113.4115266297
15,MOF_net-eea_node1-N58_node2-orgN26_edge1-E1.cif,107.0452139508,10.9385395018,965.4283039537,98.6534124154
16,MOF_net-pth_node1-N10_node2-orgN19_edge1-E4.cif,106.2254855098,12.1347072826,958.2796192903,109.4694236427
17,MOF_net-zzz_node1-N45_node2-orgN17_edge1-E15.cif,81.5513795859,14.0780521043,687.6395596954,118.7058465412
18,MOF_net-nom_node1-N79_node2-orgN15_edge1-E1.cif,118.6226836102,9.6477041843,1127.067521723,91.6655542973
19,MOF_net-ctn_node1-N73_node2-orgN26_edge1-E8.cif,98.1716980631,9.7984644015,979.132102821,97.7266487506
20,MOF_net-bpr_node1-N83_node2-orgN22_edge1-none.cif,49.1501899897,14.3121116798,465.521967352,135.5559843723
21,MOF_net-nom_node1-N42_node2-orgN21_edge1-E10.cif,69.540557568,15.2582329739,570.5240723068,125.1814698778
22,MOF_net-bwt_node1-N83_node2-orgN3_edge1-E7.cif,76.065876353,12.1327578953,693.5586617427,110.6248916407
23,MOF_net-pts_node1-N73_node2-orgN19_edge1-E1.cif,114.4114420138,9.3097524191,1128.4498735385,91.8228872484
24,MOF_net-eea_node1-N20_node2-orgN2_edge1-E13.cif,106.6540359238,9.2215387445,1074.410794512,92.8958823099
25,MOF_net-rtl_node1-N46_node2-orgN9_edge1-E3.cif,73.0711127295,41.7928575618,358.2658694436,204.9093532535
26,MOF_net-pto_node1-N41_node2-orgN26_edge1-E13.cif,130.062854448,8.7932038089,1315.2006256379,88.9172177558
27,MOF_net-csq_node1-N76_node2-orgN10_edge1-E14.cif,87.9487000163,18.9368435008,650.8613690391,140.1414675136
28,MOF_net-ssa_node1-N57_node2-orgN15_edge1-E15.cif,104.1914570383,10.6166135797,993.1666615689,101.1989559016
29,MOF_net-ptr_node1-N18_node2-orgN15_edge1-E7.cif,95.1186745177,13.4426899156,785.6297468558,111.0294811086
30,MOF_net-eea_node1-N58_node2-orgN26_edge1-E5.cif,86.5598899839,13.8649038128,747.7791517853,119.7770239157
31,MOF_net-eea_node1-N45_node2-orgN23_edge1-E5.cif,77.376846897,19.267010537,560.8292697813,139.6477613613
32,MOF_net-ssb_node1-N41_node2-orgN19_edge1-E3.cif,100.6937444484,12.9273425704,864.4163956052,110.9761776236
33,MOF_net-ssa_node1-N41_node2-orgN19_edge1-E14.cif,113.4228578016,8.8787194451,1168.7275267194,91.4877655057
34,MOF_net-pto_node1-N41_node2-orgN26_edge1-E0.cif,102.7022314808,11.9875618176,920.99407598,107.4998396849
35,MOF_net-pth_node1-N10_node2-orgN19_edge1-E15.cif,118.7593822218,8.7155574119,1249.9633344576,91.732770922
36,MOF_net-eea_node1-N20_node2-orgN9_edge1-E15.cif,92.6680665908,11.0476415133,867.6573574474,103.4398125926
37,MOF_net-anh_node1-N16_node2-orgN8_edge1-E13.cif,84.2367618634,11.8595194647,805.5317172941,113.4091442897
38,MOF_net-ptr_node1-N29_node2-orgN21_edge1-E13.cif,143.9614185022,8.1429711799,1492.7373741536,84.4345488075
39,MOF_net-ctn_node1-N78_node2-orgN14_edge1-E7.cif,103.3626499889,10.1223096572,1009.0411807063,98.8154549933
40,MOF_net-ptr_node1-N74_node2-orgN20_edge1-E14.cif,105.9821478767,9.0220734575,1044.7630763115,88.9388393139
41,MOF_net-ptr_node1-N55_node2-orgN21_edge1-E2.cif,76.6461892437,13.3863511587,672.9981643487,117.5399565986
42,MOF_net-eea_node1-N43_node2-orgN5_edge1-E8.cif,77.3847138023,14.0426059194,660.3021945727,119.8216424217
43,MOF_net-ftw_node1-N27_node2-orgN19_edge1-E13.cif,80.1679577803,15.1334702698,679.6816449447,128.304902002
44,MOF_net-zzz_node1-N14_node2-orgN9_edge1-E15.cif,80.8268415164,18.910976622,637.3373286651,149.1171880106
45,MOF_net-ptr_node1-N10_node2-orgN18_edge1-E2.cif,79.72672511,13.6006994929,690.9716598211,117.8738734141
46,MOF_net-ptr_node1-N74_node2-orgN10_edge1-E8.cif,89.6701353629,10.7773151858,861.2132449118,103.5078908378
47,MOF_net-zzz_node1-N19_node2-orgN14_edge1-E1.cif,87.6742396921,14.81779117,713.1974800979,120.5372451498
48,MOF_net-ptr_node1-N29_node2-orgN10_edge1-E13.cif,130.0382332978,9.0548132089,1298.8114452393,90.4387481433
49,MOF_net-rtl_node1-N49_node2-orgN8_edge1-E13.cif,93.614586638,11.385023638,893.6569691842,108.6829102582
50,MOF_net-anh_node1-N17_node2-orgN9_edge1-none.cif,65.7066182248,85.047295862,112.3004847873,145.3560206443
51,MOF_net-pts_node1-N79_node2-orgN18_edge1-E8.cif,108.5190297562,9.3523643538,1084.4730926191,93.461833531
52,MOF_net-pyr_node1-N30_node2-orgN23_edge1-E7.cif,77.7103256149,19.9159582607,595.9097753139,152.7224872423
53,MOF_net-pts_node1-N79_node2-orgN19_edge1-E10.cif,88.2251458135,10.615617489,837.5879115249,100.7820706918
54,MOF_net-ptr_node1-N55_node2-orgN19_edge1-E15.cif,157.4235275995,7.7465722455,1647.1599832921,81.0542363336
55,MOF_net-eea_node1-N43_node2-orgN3_edge1-E14.cif,69.8963874489,13.0194336622,628.3350422188,117.0384722074
56,MOF_net-eea_node1-N45_node2-orgN3_edge1-E15.cif,97.0913726484,11.0502042446,877.9250883324,99.9187803499
57,MOF_net-zzz_node1-N45_node2-orgN26_edge1-E8.cif,77.1104087868,22.8867904633,530.5777340997,157.4783692093
58,MOF_net-tbo_node1-N24_node2-orgN8_edge1-E8.cif,88.5079474428,11.6152296969,849.5592316949,111.4908423745
59,MOF_net-tbo_node1-N24_node2-orgN2_edge1-E10.cif,72.2682689555,12.7229623546,669.6346633628,117.8904204629
60,MOF_net-eea_node1-N33_node2-orgN14_edge1-E14.cif,91.9304646121,9.9239946233,919.4770488012,99.2585572915
61,MOF_net-ptr_node1-N73_node2-orgN1_edge1-E3.cif,71.7774894408,14.2803670428,602.5178058873,119.8728944818
62,MOF_net-ctn_node1-N55_node2-orgN14_edge1-E13.cif,148.0725941931,7.7183386917,1584.4535281138,82.590225679
63,MOF_net-ssa_node1-N41_node2-orgN21_edge1-E7.cif,103.8997865439,11.3749115832,938.5159571303,102.7483923388
64,MOF_net-csq_node1-N77_node2-orgN1_edge1-E0.cif,85.6606603534,21.4784316476,584.7868133667,146.628610467
65,MOF_net-llk_node1-N27_node2-orgN5_edge1-E13.cif,75.9971479071,16.7861105311,616.8740532659,136.2540085657
66,MOF_net-eea_node1-N47_node2-orgN5_edge1-E15.cif,97.9372656276,11.0740755248,884.5771655039,100.0219301152
67,MOF_net-nom_node1-N18_node2-orgN19_edge1-E1.cif,136.6866441819,8.8682366853,1328.8642761569,86.2167843404
68,MOF_net-ptr_node1-N78_node2-orgN20_edge1-E0.cif,109.4907011721,10.1444762208,1028.753765051,95.3155655678
69,MOF_net-ctn_node1-N78_node2-orgN17_edge1-E7.cif,99.309434173,9.9207892422,983.8557551906,98.2849783936
70,MOF_net-llk_node1-N27_node2-orgN5_edge1-E15.cif,80.4793405022,18.8567220761,593.0066864527,138.9445068252
71,MOF_net-eea_node1-N58_node2-orgN3_edge1-E1.cif,95.4861445067,12.0520608181,837.0777140006,105.6541927701
72,MOF_net-rtl_node1-N49_node2-orgN2_edge1-E13.cif,101.0425560613,9.9049063975,1019.4261849048,99.9313688636
73,MOF_net-ctn_node1-N42_node2-orgN23_edge1-E13.cif,104.3796195288,9.3996496731,1058.5054152555,95.3210993234
74,MOF_net-tbo_node1-N24_node2-orgN23_edge1-E8.cif,100.3883106088,11.1358766922,964.8739306202,107.031556261
75,MOF_net-ssa_node1-N41_node2-orgN18_edge1-E2.cif,85.6914000548,15.4847472267,673.560555013,121.7148387072
76,MOF_net-pts_node1-N10_node2-orgN20_edge1-E15.cif,126.8034839842,8.7987972796,1257.4040932233,87.2503133767
77,MOF_net-ptr_node1-N73_node2-orgN1_edge1-E1.cif,108.0049422133,10.0009074607,1007.9211104851,93.3302268127
78,MOF_net-ptr_node1-N73_node2-orgN10_edge1-E15.cif,115.1867766363,9.0392197812,1152.4523268612,90.4380708803
79,MOF_net-eea_node1-N58_node2-orgN26_edge1-E13.cif,117.1170714011,9.2996282613,1153.060154739,91.5582218177
80,MOF_net-ptr_node1-N18_node2-orgN15_edge1-E0.cif,96.4934991949,13.433768664,806.8093362819,112.3235251079
81,MOF_net-tbo_node1-N83_node2-orgN18_edge1-none.cif,69.7749195229,10.7406581807,680.4515386847,104.7439027593
82,MOF_net-eea_node1-N20_node2-orgN2_edge1-E0.cif,85.6025049393,13.3849286377,729.6762496392,114.0932095035
83,MOF_net-ptr_node1-N29_node2-orgN1_edge1-E2.cif,74.4632423961,16.9745384995,556.0858227812,126.7645606622
84,MOF_net-anh_node1-N16_node2-orgN14_edge1-E5.cif,84.4489445346,13.3878865219,770.6001417255,122.1650229974
85,MOF_net-anh_node1-N17_node2-orgN14_edge1-E0.cif,89.41885227,13.2161851204,789.6101464786,116.7050750919
86,MOF_net-bwt_node1-N83_node2-orgN2_edge1-E14.cif,82.6138379476,10.2105876394,806.9025271248,99.7284374424
87,MOF_net-ptr_node1-N79_node2-orgN21_edge1-E15.cif,152.1231980289,7.8299269553,1572.706905253,80.9487333274
88,MOF_net-eea_node1-N58_node2-orgN2_edge1-E5.cif,80.3169577916,13.7011522061,708.4802486975,120.8586080616
89,MOF_net-ctn_node1-N79_node2-orgN17_edge1-E7.cif,120.9423999093,8.7723739694,1219.5547839519,88.458560844
90,MOF_net-rtl_node1-N28_node2-orgN8_edge1-E8.cif,82.3239177838,14.9390030926,719.5185442677,130.5682485405
91,MOF_net-nom_node1-N10_node2-orgN10_edge1-E0.cif,98.4959407064,13.3758698574,850.9663871323,115.5622817107
92,MOF_net-ssa_node1-N41_node2-orgN15_edge1-E3.cif,93.7430450767,21.7246406293,620.0969259892,143.7054115474
93,MOF_net-eea_node1-N43_node2-orgN23_edge1-E8.cif,81.0616534264,14.2501555673,679.2909764197,119.4153052678
94,MOF_net-zzz_node1-N20_node2-orgN8_edge1-E1.cif,75.0344146925,20.3206836761,528.4923476696,143.1253361039
95,MOF_net-llk_node1-N72_node2-orgN8_edge1-E13.cif,75.0208701487,18.0470094661,608.5778710906,146.3994029749
96,MOF_net-csq_node1-N76_node2-orgN19_edge1-E13.cif,109.5154832351,10.2817647724,1062.7538875268,99.7757135309
97,MOF_net-zzz_node1-N33_node2-orgN8_edge1-E1.cif,82.9965167904,23.6712897717,527.1780584702,150.3555217246
98,MOF_net-dag_node1-N61_node2-orgN8_edge1-E13.cif,87.8496586908,11.138669258,858.6920286875,108.8756250691
99,MOF_net-eea_node1-N21_node2-orgN2_edge1-E0.cif,88.4261789606,13.1266262734,760.7144714752,112.9259986716
100,MOF_net-tbo_node1-N83_node2-orgN20_edge1-none.cif,85.8911817537,9.7430765694,833.9308746228,94.5970494195
101,MOF_net-llk_node1-N27_node2-orgN8_edge1-E15.cif,75.0990006769,20.7736979186,533.3255481203,147.5271805094
102,MOF_net-sqc_node1-N77_node2-orgN10_edge1-E5.cif,96.0123309663,38.6665793119,520.3006650463,209.5381575323
103,MOF_net-pts_node1-N73_node2-orgN19_edge1-E0.cif,99.6841870166,10.2032220929,968.7710936479,99.1590233269
104,MOF_net-ptr_node1-N42_node2-orgN19_edge1-E5.cif,106.1667965135,10.2368815754,1005.2385487207,96.9277431005
105,MOF_net-pto_node1-N41_node2-orgN8_edge1-E0.cif,79.1728465765,16.542131783,664.0313994836,138.7406843796
106,MOF_net-pyr_node1-N36_node2-orgN26_edge1-none.cif,95.7407780608,65.0938515016,298.8955048155,203.2181062138
107,MOF_net-apo_node1-N48_node2-orgN8_edge1-E15.cif,76.7330000937,13.4347154149,679.6951841316,119.003705792
108,MOF_net-bwt_node1-N83_node2-orgN8_edge1-E8.cif,69.442507094,11.9427116278,655.6522590458,112.7589740865
109,MOF_net-eea_node1-N21_node2-orgN5_edge1-E15.cif,104.0612335486,10.1439562287,996.1764030136,97.1079189015
110,MOF_net-tbo_node1-N83_node2-orgN10_edge1-E1.cif,133.9431467141,8.1502679057,1346.3645119626,81.9245459019
111,MOF_net-zzz_node1-N17_node2-orgN14_edge1-E7.cif,87.0908951614,21.4653160146,614.1111793446,151.3601451481
112,MOF_net-ptr_node1-N18_node2-orgN18_edge1-E13.cif,139.3698566761,8.0441336645,1450.7118697502,83.7320240347
113,MOF_net-ctn_node1-N10_node2-orgN17_edge1-E1.cif,121.9913574251,8.9812188802,1227.1810345204,90.3472320438
114,MOF_net-ptr_node1-N79_node2-orgN18_edge1-E2.cif,88.4451919966,10.9518114381,822.0014203674,101.7851208695
115,MOF_net-tbo_node1-N83_node2-orgN19_edge1-E3.cif,121.2282670143,7.8812276403,1264.633937534,82.2157091644
116,MOF_net-nom_node1-N18_node2-orgN19_edge1-E3.cif,94.4066585941,10.3052641316,925.9408663199,101.0740697715
117,MOF_net-tbo_node1-N24_node2-orgN17_edge1-E10.cif,81.2437966988,11.5245539649,767.2287630563,108.8325465152
118,MOF_net-ptr_node1-N79_node2-orgN15_edge1-E2.cif,84.07487618,15.2610569624,643.0975704506,116.7334297823
119,MOF_net-zzz_node1-N47_node2-orgN9_edge1-E3.cif,69.8785680721,74.4544771357,133.7744214604,142.5344691335
120,MOF_net-ptr_node1-N78_node2-orgN19_edge1-E0.cif,119.2385362864,9.4766979468,1158.7037837012,92.0900751544
121,MOF_net-ctn_node1-N42_node2-orgN26_edge1-E2.cif,69.8939439698,16.0799454665,583.8193853539,134.3146966042
122,MOF_net-ptr_node1-N42_node2-orgN15_edge1-E7.cif,92.0950891952,14.871027478,716.7416514818,115.7356476545
123,MOF_net-pts_node1-N79_node2-orgN21_edge1-E7.cif,104.7936218355,10.2502562633,994.3617023271,97.2622387574
124,MOF_net-eea_node1-N21_node2-orgN14_edge1-E13.cif,121.7231259033,8.6786712774,1244.8221742639,88.7539025072
125,MOF_net-anh_node1-N30_node2-orgN26_edge1-E1.cif,99.9158415542,12.1945513707,866.1724824174,105.7148162734
126,MOF_net-apo_node1-N46_node2-orgN14_edge1-E1.cif,89.0695791352,12.8257007066,766.0185360639,110.3039283966
127,MOF_net-eea_node1-N47_node2-orgN5_edge1-E0.cif,78.7622241302,16.3575064919,604.5037523758,125.5446270474
128,MOF_net-csq_node1-N76_node2-orgN10_edge1-E5.cif,100.251963846,27.8134924572,561.5794044256,155.8022798749
129,MOF_net-tbo_node1-N66_node2-orgN18_edge1-E5.cif,91.1166537648,9.3849121572,917.7233754892,94.5244684451
130,MOF_net-rtl_node1-N46_node2-orgN14_edge1-E1.cif,94.0642659517,12.0904716295,815.9110201253,104.8724395091
131,MOF_net-eea_node1-N43_node2-orgN3_edge1-E15.cif,98.0794017214,11.1263296459,883.9330456021,100.2751880383
132,MOF_net-pth_node1-N42_node2-orgN19_edge1-E15.cif,111.2857393198,8.9686705138,1153.3669135462,92.9514229976
133,MOF_net-eea_node1-N58_node2-orgN3_edge1-E13.cif,102.4612990108,9.4056880913,1037.2679362518,95.2185729601
134,MOF_net-ptr_node1-N74_node2-orgN19_edge1-E10.cif,78.9887915446,10.4318246139,755.8442399019,99.8221949202
135,MOF_net-eea_node1-N43_node2-orgN26_edge1-E0.cif,90.5142606901,13.9482263605,735.6942739035,113.3703151997
136,MOF_net-anh_node1-N13_node2-orgN8_edge1-E15.cif,77.6705074453,12.6030145645,728.9421420752,118.2800104621
137,MOF_net-apo_node1-N44_node2-orgN9_edge1-E5.cif,70.8669451475,30.3866356998,466.0024406644,199.8145449929
138,MOF_net-nom_node1-N79_node2-orgN20_edge1-E2.cif,95.7859613205,10.2387821254,898.6551276136,96.0593173643
139,MOF_net-pyr_node1-N16_node2-orgN8_edge1-E0.cif,69.8759935519,24.2571828515,479.6949670666,166.5242658828
140,MOF_net-ctn_node1-N10_node2-orgN26_edge1-E13.cif,140.5881451769,8.3068833395,1446.7345314624,85.4827052516
141,MOF_net-eea_node1-N21_node2-orgN17_edge1-E15.cif,118.4080538133,9.0164832696,1174.2889660559,89.4192284658
142,MOF_net-zzz_node1-N36_node2-orgN23_edge1-E15.cif,89.4042906085,17.7799673189,676.4883898153,134.5342754877
143,MOF_net-tbo_node1-N83_node2-orgN15_edge1-E1.cif,131.0846306204,8.1519910738,1325.8030596528,82.4500527385
144,MOF_net-bwt_node1-N83_node2-orgN23_edge1-E14.cif,76.6044460051,10.599871353,765.1592124186,105.8762204959
145,MOF_net-ssa_node1-N41_node2-orgN21_edge1-E13.cif,132.8852803522,8.5354551599,1367.2441856179,87.8204975604
146,MOF_net-zzz_node1-N46_node2-orgN23_edge1-E7.cif,83.4677463939,31.9836422233,412.5972713859,158.1013514853
147,MOF_net-zzz_node1-N30_node2-orgN14_edge1-E5.cif,81.1203275475,19.8016257872,631.4199151241,154.1307986777
148,MOF_net-tbo_node1-N83_node2-orgN1_edge1-E15.cif,148.0323443046,7.3512904581,1558.3635804656,77.3883800403
149,MOF_net-eea_node1-N21_node2-orgN14_edge1-E7.cif,95.9905756358,11.7473714466,858.192577861,105.02600821
150,MOF_net-bwt_node1-N66_node2-orgN8_edge1-E8.cif,63.8608168582,13.0342145016,609.5945740165,124.4203696046
151,MOF_net-ptr_node1-N55_node2-orgN19_edge1-E10.cif,87.2779094697,10.9761182485,813.0833971381,102.2538184876
152,MOF_net-ftw_node1-N27_node2-orgN21_edge1-E15.cif,81.0695597143,18.689233414,613.6596381791,141.4689836121
153,MOF_net-ctn_node1-N78_node2-orgN26_edge1-E7.cif,101.2772276968,11.1746686641,934.9856707633,103.1639126985
154,MOF_net-eea_node1-N20_node2-orgN2_edge1-E14.cif,79.7445635926,11.0934035774,764.2982733551,106.3228490808
155,MOF_net-hwx_node1-N61_node2-orgN23_edge1-E7.cif,90.0889309258,18.3280497545,675.6507947178,137.4570799652
156,MOF_net-zzz_node1-N70_node2-orgN8_edge1-E1.cif,82.4265804175,23.3653296327,536.6205835763,152.1149701888
157,MOF_net-llk_node1-N27_node2-orgN23_edge1-E15.cif,82.3694386501,18.4380707915,620.0034755312,138.7853087283
158,MOF_net-pts_node1-N10_node2-orgN20_edge1-E4.cif,104.2012678959,11.1667191568,959.6177799202,102.837349896
159,MOF_net-zzz_node1-N30_node2-orgN14_edge1-E7.cif,83.0987625308,17.5853462587,663.8701537995,140.4880911563
160,MOF_net-anh_node1-N12_node2-orgN8_edge1-E15.cif,80.3194946906,12.0992816479,763.1009214015,114.9530759544
161,MOF_net-ptr_node1-N18_node2-orgN19_edge1-E2.cif,90.7798048414,11.2652986794,816.1330138512,101.277835739
162,MOF_net-ptr_node1-N78_node2-orgN20_edge1-E14.cif,109.059905427,9.2510644062,1070.1945635371,90.7798222978
163,MOF_net-ptr_node1-N55_node2-orgN19_edge1-E7.cif,123.3082034647,9.5822988782,1178.5384568139,91.5843992152
164,MOF_net-pts_node1-N79_node2-orgN1_edge1-E15.cif,113.0797036039,8.6248441371,1152.1203930732,87.8748219237
165,MOF_net-ptr_node1-N74_node2-orgN10_edge1-E7.cif,89.3661092003,12.9811690792,757.1377778051,109.9805462929
166,MOF_net-ptr_node1-N42_node2-orgN21_edge1-E8.cif,99.0105499091,9.8244749064,985.3495300672,97.772830684
167,MOF_net-ptr_node1-N42_node2-orgN1_edge1-E7.cif,91.2513591734,13.0313857974,756.6401915195,108.0539548652
168,MOF_net-pto_node1-N41_node2-orgN22_edge1-E0.cif,88.4503576932,15.1085595541,760.8361611997,129.961469373
169,MOF_net-ptr_node1-N42_node2-orgN21_edge1-E1.cif,114.5242104228,9.9312118508,1073.228435572,93.067299208
170,MOF_net-anh_node1-N16_node2-orgN26_edge1-E7.cif,85.5975203787,14.040796521,735.1360916381,120.5863935345
171,MOF_net-ptr_node1-N29_node2-orgN1_edge1-E0.cif,99.911560956,12.5637663078,856.7138031755,107.7307962435
172,MOF_net-ssa_node1-N41_node2-orgN19_edge1-E1.cif,136.014490391,9.5118208233,1273.4264489954,89.0537778709
173,MOF_net-llk_node1-N27_node2-orgN14_edge1-E15.cif,84.8732225815,15.2054965679,692.4818807455,124.0618718215
174,MOF_net-ctn_node1-N73_node2-orgN14_edge1-E15.cif,128.8134366639,8.0064522663,1366.5470903617,84.9382978354
175,MOF_net-eea_node1-N47_node2-orgN5_edge1-E1.cif,94.9066348364,13.4647330527,757.8884838637,107.5242646265
176,MOF_net-pth_node1-N10_node2-orgN20_edge1-E0.cif,92.9706283366,12.1263576689,847.397204418,110.5278276832
177,MOF_net-csq_node1-N77_node2-orgN10_edge1-E1.cif,100.752502735,20.4163314068,660.1863947399,133.7791504865
178,MOF_net-tbo_node1-N66_node2-orgN18_edge1-E3.cif,75.1700282097,10.1302752561,749.634834652,101.0244029093
179,MOF_net-pts_node1-N79_node2-orgN18_edge1-E5.cif,99.7521698825,10.9362819681,937.1638286722,102.745513133
180,MOF_net-ptr_node1-N42_node2-orgN18_edge1-E15.cif,127.713944726,8.5977693479,1286.770649369,86.6260710265
181,MOF_net-pyr_node1-N70_node2-orgN9_edge1-E5.cif,78.5637618919,29.6662764748,505.8820578727,191.024928429
182,MOF_net-zzz_node1-N46_node2-orgN26_edge1-E13.cif,82.8104550921,14.3379653943,707.396241421,122.4799793491
183,MOF_net-ptr_node1-N79_node2-orgN20_edge1-E10.cif,95.4367332165,10.3687186679,885.5969056803,96.2156274499
184,MOF_net-tbo_node1-N24_node2-orgN22_edge1-E7.cif,97.4994530777,12.5341116559,867.2878065273,111.4948018849
185,MOF_net-nom_node1-N79_node2-orgN18_edge1-E3.cif,94.0787533189,10.3568451306,926.0395362772,101.9448889758
186,MOF_net-eea_node1-N58_node2-orgN8_edge1-E1.cif,90.1406099426,13.4144806374,745.7735426138,110.9839921608
187,MOF_net-nom_node1-N73_node2-orgN19_edge1-E7.cif,109.9387265203,9.2597801478,1076.5552085654,90.6747318606
188,MOF_net-ptr_node1-N18_node2-orgN1_edge1-E13.cif,118.5903294891,8.6332859164,1199.073332554,87.2916279032
189,MOF_net-csq_node1-N76_node2-orgN19_edge1-E5.cif,98.0458884983,15.9047736488,772.1079501411,125.2495374108
190,MOF_net-eea_node1-N43_node2-orgN9_edge1-none.cif,38.6778643547,61.6788659336,52.2947069688,83.3933898363
191,MOF_net-ctn_node1-N78_node2-orgN17_edge1-E15.cif,133.6170912069,7.9364429574,1420.9752810947,84.4015474396
192,MOF_net-pry_node1-N49_node2-orgN8_edge1-E0.cif,76.0169819015,22.8656083671,577.4244234093,173.6869893674
193,MOF_net-apo_node1-N44_node2-orgN9_edge1-E7.cif,72.8810164915,25.1921174445,495.9797782674,171.4408144356
194,MOF_net-ctn_node1-N42_node2-orgN14_edge1-E14.cif,95.05499119,9.31497225,978.8347737916,95.9215149151
195,MOF_net-tbo_node1-N24_node2-orgN23_edge1-E13.cif,126.1085072762,8.9347024314,1279.9077635798,90.680599225
196,MOF_net-ptr_node1-N42_node2-orgN20_edge1-E10.cif,81.3850698111,13.5386089068,675.2059053179,112.3221827405
197,MOF_net-rtl_node1-N46_node2-orgN8_edge1-E13.cif,80.1393396235,12.2052213262,732.2434590111,111.5206779074
198,MOF_net-ctn_node1-N73_node2-orgN17_edge1-E13.cif,130.5953879804,7.877158904,1386.4920063118,83.6294299651
199,MOF_net-zzz_node1-N20_node2-orgN23_edge1-E3.cif,74.8115128554,34.1810623002,415.105210456,189.6598066018
200,MOF_net-eea_node1-N47_node2-orgN22_edge1-E13.cif,96.0347333894,10.4562919551,906.0329943503,98.6491571903
201,MOF_net-anh_node1-N14_node2-orgN17_edge1-none.cif,70.0113947602,35.3379771056,385.0131532716,194.3338801102
202,MOF_net-ptr_node1-N79_node2-orgN21_edge1-E8.cif,122.7702064074,8.559227862,1253.8045920901,87.4120807659
203,MOF_net-anh_node1-N16_node2-orgN26_edge1-E0.cif,88.3332271759,13.5914616686,778.9669912633,119.8563704889
204,MOF_net-anh_node1-N70_node2-orgN23_edge1-E3.cif,76.7137508909,34.5440630218,431.0337113929,194.0936992123
205,MOF_net-ptr_node1-N18_node2-orgN18_edge1-E5.cif,96.6604103493,11.0305734681,911.0660989174,103.9679171867
206,MOF_net-ctn_node1-N42_node2-orgN26_edge1-E1.cif,112.6685848554,9.9945688426,1060.1303841412,94.0417075444
207,MOF_net-nom_node1-N42_node2-orgN19_edge1-E7.cif,112.106874643,10.0536088523,1045.1549565026,93.7282317095
208,MOF_net-pyr_node1-N13_node2-orgN9_edge1-E0.cif,72.6596487772,22.1734705817,552.9801949703,168.7523996025
209,MOF_net-anh_node1-N17_node2-orgN8_edge1-E13.cif,84.52626643,11.9653262461,801.847579479,113.507531958
210,MOF_net-eea_node1-N33_node2-orgN26_edge1-E13.cif,116.451772624,9.1940249774,1155.6679873852,91.2415509203
211,MOF_net-pth_node1-N10_node2-orgN20_edge1-E8.cif,99.2624470188,11.3872894172,924.5722102887,106.0660064493
212,MOF_net-eea_node1-N21_node2-orgN8_edge1-E13.cif,93.5926237029,10.295086549,914.254730377,100.5670233905
213,MOF_net-ssa_node1-N24_node2-orgN15_edge1-E0.cif,98.0725198241,15.2432308692,773.5143764175,120.2259128403
214,MOF_net-ptr_node1-N10_node2-orgN10_edge1-E9.cif,119.9303497643,9.7268859671,1174.0625251518,95.2217042878
215,MOF_net-ctn_node1-N79_node2-orgN14_edge1-E2.cif,87.9413793496,10.2400059783,860.7112435157,100.2223110936
216,MOF_net-eea_node1-N20_node2-orgN26_edge1-E14.cif,87.0803077927,11.2735844505,817.2540363613,105.8032823951
217,MOF_net-nom_node1-N55_node2-orgN10_edge1-E7.cif,95.5939400033,13.261650555,822.600914874,114.1185924432
218,MOF_net-anh_node1-N14_node2-orgN14_edge1-E1.cif,101.8468956274,11.661725516,903.3832782171,103.4396557834
