,filename,uptake_low_p (cm3 methane/g framework),uptake_low_p (cm3 methane/cm3 framework),uptake_high_p (cm3 methane/g framework),uptake_high_p (cm3 methane/cm3 framework)
227,MOF_net-gar_node1-N78_node2-N69_edge1-E1.cif,73.449379994,17.22178626,579.6170958578,135.9036895661
228,MOF_net-gar_node1-N18_node2-N47_edge1-E14.cif,54.0245854558,18.8496501068,431.0359671592,150.3922167261
229,MOF_net-eea_node1-N83_node2-N58_edge1-E15.cif,104.2286450167,8.2849256211,1072.624010536,85.2607279436
230,MOF_net-gar_node1-N79_node2-N69_edge1-E5.cif,65.6642351194,17.2165175727,540.3957951197,141.6864703587
231,MOF_net-soc_node1-N24_node2-N43_edge1-E1.cif,76.0574521642,18.4348344853,554.3870863342,134.3725550432
232,MOF_net-gar_node1-N29_node2-N16_edge1-E7.cif,71.9476938192,22.1044572613,499.2551954907,153.3859467257
233,MOF_net-gar_node1-N74_node2-N53_edge1-E15.cif,71.674575342,12.9985589091,656.6715697608,119.0908218538
234,MOF_net-iac_node1-N73_node2-N49_edge1-E8.cif,58.1904781308,15.9319221382,511.9469021069,140.1655123875
235,MOF_net-gar_node1-N73_node2-N30_edge1-E8.cif,55.1048499581,16.7203938878,480.1311457575,145.6855772398
236,MOF_net-zzz_node1-N83_node2-N17_edge1-E1.cif,76.2002071481,14.0857075301,640.6195935107,118.4193661669
237,MOF_net-gar_node1-N73_node2-N20_edge1-E8.cif,51.9123451803,16.8032658388,453.3741525391,146.750573165
238,MOF_net-iac_node1-N74_node2-N28_edge1-E15.cif,76.2598716931,13.984196327,670.9782097626,123.0410018813
239,MOF_net-gar_node1-N18_node2-N30_edge1-E5.cif,60.1626815688,24.5609259596,416.5602454285,170.057335858
240,MOF_net-gar_node1-N55_node2-N12_edge1-E15.cif,73.9179049053,13.287722966,666.9718998391,119.8970377007
241,MOF_net-gar_node1-N74_node2-N48_edge1-E7.cif,60.3575586434,22.0880945804,412.6658570012,151.0167522416
242,MOF_net-iac_node1-N55_node2-N19_edge1-E7.cif,64.9924951892,21.3985563063,463.4542633626,152.5907279156
243,MOF_net-gar_node1-N79_node2-N33_edge1-E14.cif,64.5698446524,12.8137209302,607.274040442,120.5119839497
244,MOF_net-ctn_node1-N83_node2-N79_edge1-E8.cif,110.3780549096,7.7426788014,1174.7952715896,82.4082509228
245,MOF_net-ibd_node1-N18_node2-N61_edge1-E0.cif,74.9553075867,34.8155141659,432.9451332762,201.0959317748
246,MOF_net-gar_node1-N42_node2-N70_edge1-E13.cif,70.5211948184,13.5158633272,637.6469419344,122.2093434518
247,MOF_net-gar_node1-N55_node2-N13_edge1-E15.cif,70.5978669849,13.8529632592,637.7384784908,125.1393007869
248,MOF_net-eea_node1-N66_node2-N21_edge1-E1.cif,86.3922272681,11.0177819594,768.1518800497,97.9640205339
249,MOF_net-gar_node1-N78_node2-N43_edge1-E1.cif,72.461247833,19.0318895751,528.2961521949,138.7565675754
250,MOF_net-gar_node1-N73_node2-N47_edge1-E0.cif,61.731215019,24.1059565597,418.1347778226,163.2810691834
251,MOF_net-gar_node1-N18_node2-N44_edge1-E7.cif,67.9333898804,24.8707031035,428.1429870117,156.7449693669
252,MOF_net-gar_node1-N55_node2-N12_edge1-E1.cif,76.5784789427,17.2969851582,594.0151066522,134.1717754825
253,MOF_net-gar_node1-N79_node2-N14_edge1-E15.cif,83.2783189301,11.6722349758,769.8481515547,107.9014158313
254,MOF_net-gar_node1-N18_node2-N70_edge1-E15.cif,72.8156010162,13.1688075423,661.8540784896,119.6972744723
255,MOF_net-gar_node1-N29_node2-N43_edge1-E0.cif,72.8612409145,27.9070152116,443.8953602333,170.0189897249
256,MOF_net-gar_node1-N55_node2-N17_edge1-E13.cif,75.2445499944,12.3608402822,709.4149962002,116.5395428971
257,MOF_net-ibd_node1-N29_node2-N61_edge1-E13.cif,70.7301406547,16.4275393154,647.7912191178,150.4537616035
258,MOF_net-gar_node1-N42_node2-N53_edge1-E8.cif,62.7534459215,18.9261528659,504.9823156911,152.3003615342
259,MOF_net-gar_node1-N29_node2-N70_edge1-E13.cif,76.047834303,12.5520268619,711.7639530895,117.4797460101
260,MOF_net-gar_node1-N73_node2-N69_edge1-E1.cif,72.4413082005,16.738946943,574.2950456212,132.7018318286
261,MOF_net-ocu_node1-N45_node2-N76_edge1-E13.cif,66.7546586898,22.1755899315,500.8048113611,166.3650500268
262,MOF_net-ocu_node1-N44_node2-N31_edge1-E15.cif,63.3232458547,21.8584313043,465.5509422575,160.7026480183
263,MOF_net-ocu_node1-N58_node2-N9_edge1-E1.cif,76.6653123994,26.3771728354,481.3514229412,165.6119212212
264,MOF_net-iac_node1-N10_node2-N19_edge1-E5.cif,61.9191035111,23.3382470072,449.4976985406,169.4224838998
265,MOF_net-gar_node1-N18_node2-N14_edge1-E0.cif,66.6573285101,22.4957108847,463.5141873333,156.4281284934
266,MOF_net-ctn_node1-N83_node2-N42_edge1-E13.cif,114.6616852381,7.50724279,1234.6145345332,80.8338988172
267,MOF_net-gar_node1-N79_node2-N58_edge1-E13.cif,82.2567097147,10.9554295764,792.7136125016,105.5782341182
268,MOF_net-iac_node1-N74_node2-N81_edge1-E14.cif,51.0462398105,15.7403767227,449.9181748461,138.7346373167
269,MOF_net-gar_node1-N10_node2-N69_edge1-E14.cif,55.7794318778,14.9594965206,511.1372693145,137.0820021724
270,MOF_net-gar_node1-N55_node2-N14_edge1-E7.cif,68.7867901258,21.5073533858,483.2313608817,151.090458307
271,MOF_net-gar_node1-N73_node2-N14_edge1-E1.cif,72.8263528147,16.8004787268,574.1721467466,132.4570923036
272,MOF_net-zzz_node1-N83_node2-N16_edge1-E1.cif,74.2401511538,13.6633376915,634.4489057855,116.7655172173
273,MOF_net-gar_node1-N10_node2-N46_edge1-E15.cif,75.1204958223,14.7045010033,626.486914584,122.6320109207
274,MOF_net-eea_node1-N83_node2-N43_edge1-E15.cif,101.0528801477,8.8157822707,990.9812451758,86.4525076284
275,MOF_net-eea_node1-N83_node2-N58_edge1-E7.cif,83.1604337567,10.5767757061,764.468101974,97.2290220695
276,MOF_net-ctn_node1-N83_node2-N10_edge1-E14.cif,87.1811914404,7.8860169881,948.3495005018,85.7834143812
277,MOF_net-ctn_node1-N66_node2-N78_edge1-E15.cif,95.5762901246,8.2408335535,1006.7184237912,86.8018517448
278,MOF_net-myd_node1-N41_node2-N81_edge1-E5.cif,68.6514031735,18.9732264658,533.7748950546,147.5196645292
279,MOF_net-bcu-b_node1-N77_node2-N76_edge1-E0.cif,110.47310067,62.6226366123,363.4197915321,206.0076652578
280,MOF_net-gar_node1-N18_node2-N14_edge1-E5.cif,58.4259403439,23.5687944309,414.0223047635,167.0149685794
281,MOF_net-ocu_node1-N48_node2-N80_edge1-E13.cif,65.0381993174,20.18910629,503.2010690221,156.2032770638
282,MOF_net-ibd_node1-N18_node2-N49_edge1-E13.cif,69.0819176611,17.4953713145,576.0442117302,145.8863291435
283,MOF_net-gar_node1-N42_node2-N14_edge1-E8.cif,60.6241371542,19.2243526417,475.0210103386,150.632600209
284,MOF_net-gar_node1-N78_node2-N16_edge1-E1.cif,72.1776699686,16.3743623244,585.658244477,132.8635337978
285,MOF_net-gar_node1-N29_node2-N46_edge1-E7.cif,71.8142528958,25.9720998698,444.6279941541,160.8026569018
286,MOF_net-cor_node1-N42_node2-N52_edge1-E8.cif,62.053084877,19.2395830516,488.5718085769,151.4818788856
287,MOF_net-gar_node1-N74_node2-N17_edge1-E7.cif,59.542200894,18.9509965884,450.4968227155,143.3834091147
288,MOF_net-gar_node1-N78_node2-N21_edge1-E14.cif,53.2710568601,15.588047158,469.2677367085,137.315984339
289,MOF_net-ocu_node1-N44_node2-N9_edge1-E15.cif,70.3514968287,22.0175727545,505.6318828137,158.2452011496
290,MOF_net-gar_node1-N79_node2-N17_edge1-E7.cif,73.1868335999,16.0968892536,589.2672625553,129.6048674273
291,MOF_net-gar_node1-N73_node2-N14_edge1-E15.cif,70.661999303,13.2349377098,632.1009185659,118.3920121995
292,MOF_net-iac_node1-N42_node2-N81_edge1-E5.cif,62.8881739873,29.3061162425,390.4117992006,181.9333086715
293,MOF_net-gar_node1-N78_node2-N46_edge1-E0.cif,65.364921293,24.0954567232,435.8595595853,160.6708146758
294,MOF_net-myd_node1-N41_node2-N28_edge1-E13.cif,92.958109191,11.4196960685,872.2606310391,107.1552701069
295,MOF_net-gar_node1-N78_node2-N17_edge1-E1.cif,75.0133814371,17.1121161943,585.1994005482,133.4961835768
296,MOF_net-ocu_node1-N45_node2-N9_edge1-E15.cif,70.9127123717,23.5724796396,500.1540002684,166.2589061067
297,MOF_net-bwt_node1-N83_node2-N83_edge1-E13.cif,105.2138862273,7.9060721392,1101.0315557849,82.7346581305
298,MOF_net-tbo_node1-N83_node2-N24_edge1-E2.cif,65.3042896616,9.8855133001,649.7899411175,98.362713054
299,MOF_net-ctn_node1-N66_node2-N73_edge1-E1.cif,83.3481895079,10.0191890624,809.3382326054,97.2896089982
300,MOF_net-gar_node1-N29_node2-N70_edge1-E7.cif,73.4003821548,23.5642978101,498.5003627507,160.0374638587
301,MOF_net-ocu_node1-N21_node2-N9_edge1-E15.cif,70.6482014789,20.1928018146,541.7170359468,154.8345820203
302,MOF_net-ocu_node1-N48_node2-N31_edge1-E15.cif,67.1596768943,22.4992860481,478.7850838173,160.3986656057
303,MOF_net-gar_node1-N18_node2-N70_edge1-E14.cif,53.8621606783,16.3073311178,470.0505320377,142.3127028608
304,MOF_net-gar_node1-N73_node2-N70_edge1-E14.cif,51.120845536,15.9221179118,453.3586635433,141.2032610491
305,MOF_net-iac_node1-N18_node2-N81_edge1-E13.cif,71.7436111947,13.4674521204,657.9872336287,123.5149920269
306,MOF_net-gar_node1-N78_node2-N44_edge1-E0.cif,66.4463187834,24.5761715217,438.0123458782,162.0054615217
307,MOF_net-ocu_node1-N48_node2-N9_edge1-E1.cif,76.7275547554,29.1793331598,450.4682931007,171.3121764952
308,MOF_net-gar_node1-N79_node2-N69_edge1-E8.cif,68.5718222729,13.605255818,625.0458216469,124.0146173689
309,MOF_net-gar_node1-N10_node2-N36_edge1-E14.cif,56.0416172709,15.4064016799,498.2028029795,136.9609385764
310,MOF_net-gar_node1-N79_node2-N14_edge1-E3.cif,61.6584810373,21.0588793435,459.6952909512,157.0046407901
311,MOF_net-gar_node1-N78_node2-N46_edge1-E15.cif,70.876692696,14.4252847307,600.759052001,122.2703832533
312,MOF_net-gar_node1-N78_node2-N58_edge1-E15.cif,73.2163402005,13.2435991491,666.2094669835,120.5060387597
313,MOF_net-gar_node1-N29_node2-N69_edge1-E1.cif,77.079472748,17.4931255595,606.5090654404,137.6467541419
314,MOF_net-gar_node1-N42_node2-N14_edge1-E1.cif,73.9527421995,18.1886693307,557.0956306614,137.0176130095
315,MOF_net-gar_node1-N79_node2-N43_edge1-E14.cif,62.8603480605,15.521254454,535.1311851437,132.1326964798
316,MOF_net-gar_node1-N18_node2-N47_edge1-E15.cif,70.6019018605,15.0907884905,590.6888504817,126.2566626593
317,MOF_net-ctn_node1-N83_node2-N78_edge1-E0.cif,85.6967775858,8.8035820674,885.6593749688,90.9832926154
318,MOF_net-iac_node1-N10_node2-N19_edge1-E13.cif,75.8878027756,13.3560004413,690.9136831397,121.5985062081
319,MOF_net-ibd_node1-N74_node2-N61_edge1-E7.cif,73.812347062,35.3094008867,404.7258191513,193.6075299926
320,MOF_net-ibd_node1-N29_node2-N61_edge1-E15.cif,74.0603323803,18.2264372498,633.218894026,155.8367896333
321,MOF_net-gar_node1-N55_node2-N14_edge1-E8.cif,60.9013642891,16.5001008107,520.826312676,141.1082783506
322,MOF_net-ocu_node1-N44_node2-N9_edge1-E1.cif,75.8287620988,29.6478684613,439.2253145606,171.7302774112
323,MOF_net-ocu_node1-N70_node2-N76_edge1-E3.cif,70.692045279,53.5292642002,241.5097953146,182.8754789779
324,MOF_net-gar_node1-N78_node2-N20_edge1-E15.cif,68.1549462993,13.9580223104,610.1023345324,124.9479672341
325,MOF_net-gar_node1-N73_node2-N58_edge1-E0.cif,61.2458629269,20.0861098261,465.9647480168,152.8171644007
326,MOF_net-soc_node1-N24_node2-N14_edge1-E13.cif,74.7666202394,12.5884327995,703.7755262435,118.4944683828
327,MOF_net-iac_node1-N78_node2-N19_edge1-E14.cif,55.244840753,16.8534830795,471.851315874,143.9471642917
328,MOF_net-gar_node1-N79_node2-N48_edge1-E0.cif,71.6104190947,17.7509303805,541.7497870761,134.2899940485
329,MOF_net-gar_node1-N79_node2-N20_edge1-E2.cif,60.1578701732,27.0874207975,367.25556065,165.3649951851
330,MOF_net-iac_node1-N10_node2-N28_edge1-E0.cif,78.1267261812,24.1843889479,533.8027612739,165.2404270747
331,MOF_net-gar_node1-N74_node2-N20_edge1-E1.cif,67.2113414888,17.7436883639,518.1279369105,136.7849598228
332,MOF_net-iac_node1-N29_node2-N81_edge1-E14.cif,58.290147954,17.5712576879,501.4530785613,151.1603859497
333,MOF_net-gar_node1-N10_node2-N48_edge1-E5.cif,68.6651770203,29.1793213255,418.9307897403,178.0249706973
334,MOF_net-gar_node1-N42_node2-N45_edge1-E15.cif,69.555752116,16.2760182024,559.6004676526,130.9462858281
335,MOF_net-gar_node1-N78_node2-N45_edge1-E7.cif,65.40080261,25.6414528513,408.2684748068,160.0683237771
336,MOF_net-gar_node1-N78_node2-N16_edge1-E7.cif,66.3945697748,21.1328829178,477.0627134624,151.8454069697
337,MOF_net-iac_node1-N10_node2-N49_edge1-E13.cif,78.277563301,12.69487045,733.3099422867,118.9264755369
338,MOF_net-eea_node1-N83_node2-N20_edge1-E14.cif,72.9735479037,8.9935105902,740.4281701441,91.2529098663
339,MOF_net-gar_node1-N42_node2-N70_edge1-E5.cif,60.1378799495,26.7066600382,389.8095510548,173.1107110592
340,MOF_net-gar_node1-N18_node2-N14_edge1-E14.cif,53.4296595569,15.8493153114,470.2793459808,139.5031467673
341,MOF_net-eea_node1-N83_node2-N20_edge1-E8.cif,75.8231382203,9.2142355288,768.0038690644,93.32993467
342,MOF_net-tbo_node1-N83_node2-N24_edge1-E1.cif,125.8230404527,8.0017995449,1282.0522418486,81.5329609621
343,MOF_net-gar_node1-N18_node2-N69_edge1-E13.cif,71.9198601333,12.1872167027,679.9880486642,115.2277227591
344,MOF_net-ocu_node1-N46_node2-N9_edge1-E1.cif,78.4970616465,29.8604804865,449.2795687031,170.9070825435
345,MOF_net-soc_node1-N24_node2-N15_edge1-E13.cif,75.8458351642,11.8944754946,735.2975011237,115.3125691009
346,MOF_net-tph_node1-N38_node2-N76_edge1-E15.cif,71.398042946,21.1547417576,552.1456327195,163.5968969293
347,MOF_net-gar_node1-N55_node2-N58_edge1-E14.cif,56.4905083303,16.2953844173,491.7919602964,141.8634613716
348,MOF_net-gar_node1-N29_node2-N30_edge1-E14.cif,57.5387835436,17.0657544085,495.3560455366,146.920461248
349,MOF_net-gar_node1-N74_node2-N12_edge1-E1.cif,70.7488147764,16.5567017915,560.4072285859,131.1470078312
350,MOF_net-gar_node1-N55_node2-N45_edge1-E15.cif,71.3424103488,15.2735065342,597.0802593879,127.8273217661
351,MOF_net-myd_node1-N41_node2-N81_edge1-E7.cif,79.9980648678,18.8408083691,577.8550928578,136.0940053691
352,MOF_net-myd_node1-N41_node2-N28_edge1-E8.cif,79.1784904559,15.1497051505,676.2575188085,129.3924897628
353,MOF_net-gar_node1-N79_node2-N44_edge1-E1.cif,81.837342093,14.7738775532,651.0803159135,117.5377965434
354,MOF_net-gar_node1-N42_node2-N13_edge1-E14.cif,52.9808252484,19.5590554799,418.7803360883,154.6021185788
355,MOF_net-gar_node1-N29_node2-N45_edge1-E8.cif,63.3646695796,21.7256806808,474.7185420248,162.765521003
356,MOF_net-gar_node1-N74_node2-N33_edge1-E7.cif,61.9754729341,19.3914786012,464.1909024417,145.2404882998
357,MOF_net-ibd_node1-N74_node2-N61_edge1-E5.cif,68.2111015031,38.9693361439,356.0551019579,203.4160224391
358,MOF_net-ocu_node1-N45_node2-N9_edge1-E13.cif,67.4382882909,21.1320257931,511.9114525187,160.4092614535
359,MOF_net-gar_node1-N10_node2-N48_edge1-E15.cif,75.1768094059,14.5845177717,628.7955125557,121.9881423553
360,MOF_net-gar_node1-N42_node2-N53_edge1-E14.cif,58.6991255039,18.5143325803,475.3152558788,149.9195201338
361,MOF_net-gar_node1-N78_node2-N36_edge1-E15.cif,71.3387520001,13.0319616115,647.7565179608,118.3303301364
362,MOF_net-zzz_node1-N83_node2-N49_edge1-E1.cif,78.8864014702,13.0487661502,679.8720819071,112.4590758799
363,MOF_net-iac_node1-N74_node2-N28_edge1-E0.cif,66.6795105745,21.7376557925,486.9637040525,158.7511559538
364,MOF_net-gar_node1-N73_node2-N48_edge1-E14.cif,52.9135970538,17.9868059096,431.4655729849,146.6671696891
365,MOF_net-gar_node1-N55_node2-N17_edge1-E5.cif,60.4020084823,21.7661795338,457.5433746708,164.8781470649
366,MOF_net-gar_node1-N73_node2-N36_edge1-E13.cif,69.1787785508,12.0399742646,652.6059424722,113.5804782465
367,MOF_net-gar_node1-N79_node2-N43_edge1-E2.cif,59.6469781171,27.4385987186,366.1591390331,168.4392738781
368,MOF_net-gar_node1-N74_node2-N47_edge1-E1.cif,73.3741538106,19.2740451183,519.0137600346,136.335400252
369,MOF_net-gar_node1-N73_node2-N36_edge1-E7.cif,60.2447961259,19.636441489,448.1327333237,146.0662623676
370,MOF_net-iac_node1-N42_node2-N49_edge1-E8.cif,64.5297686995,19.5448327657,501.374386981,151.8567127084
371,MOF_net-gar_node1-N55_node2-N48_edge1-E15.cif,74.6256551218,14.5526874446,626.5449290662,122.1820097632
372,MOF_net-iac_node1-N55_node2-N81_edge1-E8.cif,62.5154873182,17.6506832926,531.5735399955,150.084988595
373,MOF_net-gar_node1-N74_node2-N17_edge1-E1.cif,71.812459034,16.3099007312,570.7204525016,129.620877084
374,MOF_net-gar_node1-N42_node2-N48_edge1-E0.cif,67.4571996025,27.0568062021,409.2776323577,164.1595803979
375,MOF_net-gar_node1-N18_node2-N45_edge1-E0.cif,66.8391139604,26.3477347994,421.1249296375,166.0059104027
376,MOF_net-eea_node1-N83_node2-N20_edge1-E5.cif,68.1088151672,10.8284859703,633.6706171495,100.7460395654
377,MOF_net-ocu_node1-N45_node2-N76_edge1-E15.cif,70.3631628122,24.5063463659,491.0149852544,171.012541486
378,MOF_net-ocu_node1-N48_node2-N31_edge1-E13.cif,63.7570065816,20.4837356807,490.2834969614,157.5173945393
379,MOF_net-gar_node1-N55_node2-N33_edge1-E8.cif,61.5290903756,16.2172735983,537.9495701935,141.7878162778
380,MOF_net-bpr_node1-N83_node2-N66_edge1-none.cif,37.0585352792,9.5959897053,395.6051036107,102.4385468289
381,MOF_net-gar_node1-N73_node2-N44_edge1-E1.cif,75.0061116014,18.5952240378,541.9314737085,134.3535473526
382,MOF_net-iac_node1-N18_node2-N39_edge1-E0.cif,74.3598131131,24.6032449317,496.9599261674,164.4278848059
383,MOF_net-gar_node1-N79_node2-N36_edge1-E1.cif,82.2471944404,13.9336147759,686.2504762427,116.2586741199
384,MOF_net-gar_node1-N74_node2-N13_edge1-E5.cif,50.4327483875,22.9527150873,369.8226426713,168.3119405832
385,MOF_net-ocu_node1-N48_node2-N9_edge1-E13.cif,66.9380196035,18.8771757819,534.9861697764,150.8713288438
386,MOF_net-gar_node1-N18_node2-N44_edge1-E1.cif,74.9049394414,18.7822667366,541.2329458805,135.7131002572
387,MOF_net-gar_node1-N29_node2-N70_edge1-E14.cif,57.7538063927,16.5013391115,508.3613595111,145.2483170964
388,MOF_net-tph_node1-N52_node2-N76_edge1-E8.cif,67.3480058607,30.3120740048,429.3488650958,193.241869694
389,MOF_net-ibd_node1-N29_node2-N19_edge1-E0.cif,70.4251190853,32.1663475914,427.4645581177,195.2424609004
390,MOF_net-gar_node1-N73_node2-N53_edge1-E7.cif,64.3870495594,21.0186188039,470.7502474368,153.6725175395
391,MOF_net-gar_node1-N73_node2-N69_edge1-E5.cif,54.9973891899,22.257499524,412.0366859376,166.7516672375
392,MOF_net-bcu-b_node1-N76_node2-N31_edge1-E0.cif,87.409756642,51.1979852301,354.9508233845,207.9031873692
393,MOF_net-ocu_node1-N46_node2-N9_edge1-E8.cif,68.8685790531,32.383178322,400.6651984943,188.3995974458
394,MOF_net-gar_node1-N79_node2-N53_edge1-E14.cif,66.6125188196,13.5956963639,608.191296606,124.1325856812
395,MOF_net-gar_node1-N55_node2-N12_edge1-E0.cif,65.0949806246,20.6443551766,489.2446701505,155.1600544611
396,MOF_net-gar_node1-N79_node2-N36_edge1-E0.cif,70.9556080331,15.89364786,583.6178307366,130.7270354478
397,MOF_net-gar_node1-N29_node2-N33_edge1-E5.cif,64.141983471,23.6131378199,468.0618236454,172.3116085888
398,MOF_net-ibd_node1-N29_node2-N38_edge1-E8.cif,67.2500534156,24.8945045995,522.0925682818,193.2672939624
399,MOF_net-iac_node1-N79_node2-N19_edge1-E8.cif,69.1242403807,14.3899060863,615.4733990808,128.125884098
400,MOF_net-gar_node1-N73_node2-N20_edge1-E0.cif,58.0726017144,22.2144331266,426.2473908212,163.0518330375
401,MOF_net-gar_node1-N74_node2-N58_edge1-E15.cif,69.632679493,12.8324955771,638.9763233034,117.7559287155
402,MOF_net-gar_node1-N42_node2-N16_edge1-E14.cif,55.4328177816,17.0640910154,465.1018103733,143.174024725
403,MOF_net-ctn_node1-N83_node2-N79_edge1-E10.cif,73.9701586983,8.9284832664,755.8003273736,91.2280126805
404,MOF_net-ibd_node1-N29_node2-N49_edge1-E13.cif,77.1143822266,17.7528457444,642.3567933038,147.879821314
405,MOF_net-eea_node1-N66_node2-N33_edge1-E13.cif,89.8533431786,8.6057658231,927.7588209254,88.8567400025
406,MOF_net-gar_node1-N79_node2-N69_edge1-E10.cif,58.8095350473,23.5275746175,391.8739436374,156.7746359866
407,MOF_net-gar_node1-N79_node2-N43_edge1-E8.cif,68.2910696132,15.9532558003,563.5028191345,131.6380702301
408,MOF_net-iac_node1-N42_node2-N28_edge1-E8.cif,67.672381029,20.8681271819,508.8840703307,156.9245434996
409,MOF_net-gar_node1-N74_node2-N17_edge1-E13.cif,70.2318796366,12.1424273458,660.9829459768,114.2776961101
410,MOF_net-gar_node1-N79_node2-N33_edge1-E0.cif,71.5613141555,15.4635767338,597.5335280672,129.1201212736
411,MOF_net-bcu-b_node1-N76_node2-N77_edge1-E1.cif,92.8086933264,41.7306257691,447.9133696733,201.4003703414
412,MOF_net-cor_node1-N42_node2-N52_edge1-E15.cif,74.078023179,14.5139027845,642.7244550406,125.9272299311
413,MOF_net-gar_node1-N55_node2-N36_edge1-E7.cif,68.4398087686,21.6107900837,480.6140215203,151.7603411996
414,MOF_net-gar_node1-N74_node2-N44_edge1-E1.cif,71.7456896733,17.9176437404,532.2719479954,132.9286704275
415,MOF_net-gar_node1-N29_node2-N33_edge1-E14.cif,58.5814867268,16.4119623042,511.2719234266,143.235960767
416,MOF_net-gar_node1-N73_node2-N13_edge1-E14.cif,46.7860084556,15.5697577024,426.3224190449,141.87439764
417,MOF_net-ocu_node1-N46_node2-N9_edge1-E15.cif,69.8326453275,21.7516886226,509.1666052093,158.5967909649
418,MOF_net-iac_node1-N18_node2-N81_edge1-E14.cif,54.3031409793,16.939149493,467.5903259914,145.8586426239
419,MOF_net-gar_node1-N78_node2-N58_edge1-E5.cif,60.84650598,25.3033444204,416.8920073568,173.3667673827
420,MOF_net-eea_node1-N83_node2-N43_edge1-E7.cif,79.1089682856,11.1256707744,694.7636939093,97.7096818723
421,MOF_net-gar_node1-N79_node2-N12_edge1-E5.cif,65.5725482942,17.2949467428,534.887179911,141.0780201563
422,MOF_net-gar_node1-N29_node2-N13_edge1-E8.cif,60.1595847089,18.3148440119,506.0145897379,154.049904494
423,MOF_net-iac_node1-N29_node2-N81_edge1-E0.cif,75.2998787883,25.8461784266,504.164089705,173.0509428232
424,MOF_net-gar_node1-N10_node2-N21_edge1-E15.cif,76.5519347291,13.3876001533,688.0117421279,120.3212712644
425,MOF_net-gar_node1-N18_node2-N14_edge1-E7.cif,68.1699110097,22.7113687378,460.0046460148,153.2543461186
426,MOF_net-gar_node1-N29_node2-N43_edge1-E14.cif,56.7275805731,19.6557078636,452.18241459,156.6780277329
427,MOF_net-gar_node1-N55_node2-N17_edge1-E1.cif,75.8278007425,16.7553221923,603.790416835,133.416805863
428,MOF_net-ibd_node1-N42_node2-N61_edge1-E14.cif,64.5873501633,29.971662035,413.6964594253,191.9752155121
429,MOF_net-gar_node1-N18_node2-N33_edge1-E1.cif,75.5293188421,16.9477778414,593.1517181442,133.095382025
430,MOF_net-ibd_node1-N74_node2-N61_edge1-E1.cif,70.9949812575,24.8154361204,510.3514279154,178.387162502
431,MOF_net-gar_node1-N73_node2-N69_edge1-E15.cif,70.921602926,13.0083630993,643.8399486613,118.0924215543
432,MOF_net-gar_node1-N29_node2-N47_edge1-E15.cif,73.7762252062,15.6006388165,611.1490707514,129.2329051697
433,MOF_net-iac_node1-N78_node2-N28_edge1-E14.cif,62.0862768117,17.5001581021,519.2765166033,146.3676291433
434,MOF_net-gar_node1-N18_node2-N43_edge1-E7.cif,66.1795069345,25.6957882109,411.4124705775,159.7408049856
435,MOF_net-gar_node1-N29_node2-N69_edge1-E14.cif,57.4441971715,16.4187973863,508.4641731215,145.3300881154
436,MOF_net-fgl_node1-N24_node2-N29_edge1-E7.cif,89.9667001117,14.2074371717,730.4726633302,115.3553976865
437,MOF_net-gar_node1-N42_node2-N53_edge1-E7.cif,69.5493217269,24.8674370134,443.5851942488,158.6043775004
438,MOF_net-myd_node1-N57_node2-N52_edge1-E1.cif,81.5240361951,17.5113150711,591.4198739434,127.036641404
439,MOF_net-gar_node1-N74_node2-N53_edge1-E13.cif,70.2970832067,12.0772187282,676.0393680327,116.1452928654
440,MOF_net-eea_node1-N83_node2-N43_edge1-E8.cif,79.5871375105,10.2639214713,738.7227352745,95.2690645888
441,MOF_net-gar_node1-N74_node2-N46_edge1-E15.cif,68.8997928223,14.0449815047,586.0761567951,119.4695723366
442,MOF_net-gar_node1-N79_node2-N13_edge1-E13.cif,79.3461386183,11.6147436568,747.0168576575,109.3488537698
443,MOF_net-iac_node1-N74_node2-N81_edge1-E15.cif,68.8198303925,13.4877464915,626.009339971,122.6892776502
444,MOF_net-ctn_node1-N83_node2-N78_edge1-E13.cif,122.7591188393,7.3438766443,1325.7082779712,79.3084713521
445,MOF_net-gar_node1-N18_node2-N46_edge1-E13.cif,70.3607785766,13.6633950684,615.6849611827,119.5601730466
446,MOF_net-ocu_node1-N43_node2-N80_edge1-E13.cif,64.7121088038,20.3358802478,497.203893692,156.2470923565
447,MOF_net-iac_node1-N74_node2-N49_edge1-E0.cif,63.5266697905,21.7171993412,459.0146374119,156.9185416784
448,MOF_net-iac_node1-N74_node2-N81_edge1-E0.cif,63.0097202931,22.6072415363,451.5075440007,161.9962770064
449,MOF_net-ctn_node1-N83_node2-N78_edge1-E7.cif,86.2175916434,8.8861321274,879.1709749729,90.6129398564
450,MOF_net-gar_node1-N29_node2-N47_edge1-E8.cif,65.1229055453,21.2077713398,484.3908692201,157.7455844069
451,MOF_net-gar_node1-N42_node2-N53_edge1-E0.cif,69.3012413592,24.5386472018,457.2676165291,161.9123770186
452,MOF_net-gar_node1-N10_node2-N21_edge1-E0.cif,66.9379657146,21.0018166575,494.66071561,155.2000205862
453,MOF_net-gar_node1-N79_node2-N46_edge1-E2.cif,61.9241205772,26.7705807397,378.3352894635,163.5591320288
454,MOF_net-gar_node1-N78_node2-N15_edge1-E15.cif,72.4648895954,12.997683573,655.8258672977,117.6323754813
