,filename,uptake_low_p (cm3 methane/g framework),uptake_low_p (cm3 methane/cm3 framework),uptake_high_p (cm3 methane/g framework),uptake_high_p (cm3 methane/cm3 framework)
18,MOF_net-csq_node1-N57_node2-N76_edge1-E0.cif,80.964924798,25.8966763225,477.2219167991,152.6396960682
19,MOF_net-gar_node1-N79_node2-N14_edge1-E8.cif,70.0281520502,13.8934037123,626.6022770125,124.3162663405
20,MOF_net-soc_node1-N24_node2-N69_edge1-E1.cif,74.7824586311,15.7927974511,616.1222211882,130.1146501794
21,MOF_net-gar_node1-N74_node2-N44_edge1-E8.cif,57.8195313007,18.6137665183,454.4413982978,146.2977283603
22,MOF_net-gar_node1-N74_node2-N17_edge1-E15.cif,70.3430612549,12.735012544,639.6419511593,115.8017312068
23,MOF_net-gar_node1-N55_node2-N43_edge1-E14.cif,56.3348277892,19.4052726919,443.9970042237,152.9406102665
24,MOF_net-gar_node1-N42_node2-N20_edge1-E5.cif,61.3106140764,31.4773681719,353.4860653632,181.4826223923
25,MOF_net-gar_node1-N79_node2-N45_edge1-E1.cif,78.7449910189,15.2230515067,620.8393622673,120.0212161672
26,MOF_net-gar_node1-N79_node2-N20_edge1-E14.cif,61.5946950125,14.2070301193,553.6813494742,127.7085243604
27,MOF_net-gar_node1-N73_node2-N69_edge1-E0.cif,62.1439368753,20.4232077692,469.599566645,154.3308969494
28,MOF_net-myd_node1-N41_node2-N49_edge1-E5.cif,76.8948627013,20.9146322636,552.467483671,150.2656205196
29,MOF_net-gar_node1-N55_node2-N43_edge1-E1.cif,75.8979044406,19.5893550681,540.029280902,139.3823111291
30,MOF_net-gar_node1-N79_node2-N70_edge1-E0.cif,71.2276997523,16.0358854925,586.8879669151,132.1293298412
31,MOF_net-iac_node1-N74_node2-N19_edge1-E8.cif,56.588871179,16.8796361983,473.668469813,141.2884067564
32,MOF_net-ctn_node1-N83_node2-N79_edge1-E13.cif,147.3041886585,7.0588417028,1589.7022986246,76.1788037583
33,MOF_net-ibd_node1-N29_node2-N38_edge1-E14.cif,59.5376587452,22.9342966199,489.6168355315,188.603616145
34,MOF_net-gar_node1-N29_node2-N58_edge1-E1.cif,77.7508897829,17.6601917357,605.2912174911,137.4847154378
35,MOF_net-gar_node1-N29_node2-N44_edge1-E13.cif,74.0879531065,13.9818185828,644.8385218556,121.6934042544
36,MOF_net-iac_node1-N74_node2-N19_edge1-E15.cif,70.9042541485,13.3877247156,628.8095096266,118.7281174389
37,MOF_net-eea_node1-N83_node2-N21_edge1-E8.cif,79.3029777061,9.1498467326,807.898700196,93.2140191466
38,MOF_net-iac_node1-N74_node2-N19_edge1-E1.cif,70.7385916611,17.9713658981,532.3598170291,135.2477174989
39,MOF_net-gar_node1-N29_node2-N53_edge1-E15.cif,79.1637638529,13.8764403134,709.3670875474,124.3433810058
40,MOF_net-gar_node1-N55_node2-N17_edge1-E15.cif,76.4795983936,13.3448752613,684.1312616558,119.3736178133
41,MOF_net-ocu_node1-N48_node2-N76_edge1-none.cif,9.3970586528,19.2439591824,14.183118588,29.0451901251
42,MOF_net-tbo_node1-N66_node2-N24_edge1-E5.cif,66.5140341276,10.2253910812,663.0684658802,101.9353955322
43,MOF_net-eea_node1-N83_node2-N43_edge1-E3.cif,58.3944151506,13.1241228946,507.3021738896,114.015973234
44,MOF_net-iac_node1-N74_node2-N28_edge1-E8.cif,63.4589235708,17.4463673791,526.9448010692,144.8696585231
45,MOF_net-ctn_node1-N83_node2-N78_edge1-E8.cif,87.9443872875,8.0786201648,947.5853660942,87.0457169862
46,MOF_net-iac_node1-N74_node2-N81_edge1-E5.cif,55.6058508428,23.0920746955,406.2155194975,168.693743132
47,MOF_net-gar_node1-N29_node2-N48_edge1-E14.cif,59.4822800505,19.3197791429,472.5660526652,153.4889341866
48,MOF_net-gar_node1-N73_node2-N16_edge1-E7.cif,63.6628766071,20.5821158534,462.9568389129,149.6732758787
49,MOF_net-gar_node1-N79_node2-N14_edge1-E2.cif,59.5260824222,23.180388886,404.700727753,157.5968024442
50,MOF_net-ctn_node1-N83_node2-N79_edge1-E14.cif,107.142270951,7.5643141054,1150.99407666,81.260931395
51,MOF_net-gar_node1-N10_node2-N14_edge1-E13.cif,74.9353935635,12.5101810286,699.0816027966,116.7090341276
52,MOF_net-gar_node1-N10_node2-N53_edge1-E0.cif,73.0613412611,22.1493632815,526.8052915175,159.7069199529
53,MOF_net-gar_node1-N73_node2-N46_edge1-E15.cif,69.7073619139,14.3558784776,587.3893430389,120.9698630987
54,MOF_net-eea_node1-N66_node2-N47_edge1-E14.cif,59.8387600637,11.0555171181,557.1341848426,102.9333915186
55,MOF_net-gar_node1-N78_node2-N33_edge1-E0.cif,64.1379045044,20.0380881612,484.1782515526,151.2679056998
56,MOF_net-ocu_node1-N44_node2-N76_edge1-E15.cif,69.5564759247,22.2921057341,499.7878316036,160.17664838
57,MOF_net-soc_node1-N24_node2-N53_edge1-E1.cif,80.0689588999,16.9546817242,640.3923398847,135.6037152295
58,MOF_net-csq_node1-N57_node2-N77_edge1-E0.cif,80.2004353363,25.6985592263,475.220446783,152.2744950946
59,MOF_net-gar_node1-N79_node2-N36_edge1-E5.cif,65.6276688496,17.0712173937,537.5006436733,139.8158809877
60,MOF_net-gar_node1-N10_node2-N21_edge1-E7.cif,68.1829309706,21.456810448,483.067094089,152.0186786336
61,MOF_net-gar_node1-N74_node2-N48_edge1-E15.cif,69.5250065107,14.0608925948,589.4763816946,119.2170199781
62,MOF_net-myd_node1-N41_node2-N81_edge1-E13.cif,86.3126625561,11.1356210444,822.385540152,106.1000026689
63,MOF_net-ctn_node1-N66_node2-N42_edge1-E13.cif,89.2122826383,8.4243582368,935.909083737,88.3783394544
64,MOF_net-gar_node1-N73_node2-N20_edge1-E13.cif,64.8089444855,12.6592658266,613.7616290179,119.8873346509
65,MOF_net-gar_node1-N79_node2-N70_edge1-E7.cif,74.1265995562,17.1824706161,573.437683826,132.9222736707
66,MOF_net-gar_node1-N79_node2-N36_edge1-E8.cif,67.7016327087,13.4325294795,619.6069438916,122.9348275155
67,MOF_net-gar_node1-N79_node2-N14_edge1-E5.cif,66.3308125685,17.5572413879,538.5547925199,142.5511934306
68,MOF_net-gar_node1-N29_node2-N14_edge1-E7.cif,72.9557952413,23.6999044965,489.785925137,159.10839723
69,MOF_net-gar_node1-N29_node2-N69_edge1-E0.cif,71.3924436807,22.2203489433,511.7445268303,159.2765476251
70,MOF_net-gar_node1-N18_node2-N70_edge1-E13.cif,71.8734321056,12.3398444059,677.1764804296,116.263439202
71,MOF_net-iac_node1-N42_node2-N28_edge1-E14.cif,62.1818558421,20.0047327782,474.4250376951,152.6288653477
72,MOF_net-csq_node1-N57_node2-N76_edge1-E1.cif,84.0707376698,19.9747538565,570.4169919999,135.5280009023
73,MOF_net-gar_node1-N18_node2-N44_edge1-E8.cif,60.3773306456,19.4785974814,466.7916472803,150.5937163472
74,MOF_net-bcu-b_node1-N76_node2-N76_edge1-E8.cif,83.3832068983,39.1674389191,438.7354264489,206.0863770572
75,MOF_net-gar_node1-N73_node2-N47_edge1-E8.cif,58.2979935198,19.7234467775,447.8031368366,151.5012919472
76,MOF_net-gar_node1-N55_node2-N58_edge1-E7.cif,70.3296776927,22.0771468501,489.1191695776,153.539104518
77,MOF_net-ocu_node1-N33_node2-N9_edge1-E15.cif,74.2364679035,20.9626208123,554.5173914174,156.5825818281
78,MOF_net-gar_node1-N78_node2-N14_edge1-E13.cif,72.2991949682,12.6001486571,668.6435555693,116.5297649922
79,MOF_net-iac_node1-N18_node2-N28_edge1-E0.cif,74.6972846791,24.0813894436,504.1064704047,162.5170752457
80,MOF_net-gar_node1-N73_node2-N14_edge1-E14.cif,51.2737423141,15.4880380739,457.4634398183,138.1840071261
81,MOF_net-gar_node1-N18_node2-N58_edge1-E7.cif,67.7692451248,22.9517069412,458.6569736456,155.3353652716
82,MOF_net-iac_node1-N10_node2-N49_edge1-E0.cif,70.7086896503,22.0204822486,509.5265184133,158.6795019031
83,MOF_net-myd_node1-N57_node2-N81_edge1-E15.cif,78.9836742541,12.3376734996,726.5058376569,113.4841080166
84,MOF_net-gar_node1-N74_node2-N20_edge1-E5.cif,49.3935621881,22.7770276098,366.4778854084,168.9952403619
85,MOF_net-gar_node1-N78_node2-N14_edge1-E14.cif,53.7376752387,15.9524702804,471.1782072594,139.8731209472
86,MOF_net-gar_node1-N55_node2-N53_edge1-E14.cif,57.8978253695,15.433818486,524.416752185,139.7937299472
87,MOF_net-iac_node1-N29_node2-N19_edge1-E14.cif,56.8052231598,16.5501961311,495.4132006745,144.3385868594
88,MOF_net-gar_node1-N10_node2-N16_edge1-E14.cif,56.0838991961,14.7858936378,517.8507965254,136.5255787749
89,MOF_net-gar_node1-N74_node2-N69_edge1-E8.cif,55.9647643981,15.7774688417,489.0858500043,137.8820556532
90,MOF_net-cor_node1-N18_node2-N52_edge1-E15.cif,74.2966116713,13.1631233419,673.989219843,119.4106034225
91,MOF_net-gar_node1-N10_node2-N58_edge1-E7.cif,67.1138550886,20.6041802519,489.6425533945,150.3219181171
92,MOF_net-gar_node1-N18_node2-N45_edge1-E7.cif,65.3991155552,25.7317216887,408.2320653246,160.6216506164
93,MOF_net-fgl_node1-N24_node2-N74_edge1-E13.cif,99.5317570192,8.5354675679,1044.6390136817,89.5842963942
94,MOF_net-iac_node1-N79_node2-N19_edge1-E14.cif,64.9293144763,13.937596395,587.5765865314,126.1280113653
95,MOF_net-gar_node1-N42_node2-N13_edge1-E13.cif,66.9665455168,14.2012690921,597.2561277475,126.6571975846
96,MOF_net-soc_node1-N24_node2-N43_edge1-E15.cif,74.3550062632,14.5083701828,629.934038851,122.9146050239
97,MOF_net-fgl_node1-N24_node2-N78_edge1-E15.cif,102.9311874677,9.2214178867,1032.7555228174,92.5226890407
98,MOF_net-gar_node1-N78_node2-N12_edge1-E13.cif,70.8115047218,12.3918924592,662.3101915494,115.9031530335
99,MOF_net-gar_node1-N78_node2-N45_edge1-E8.cif,60.8132690924,20.937752197,454.695552496,156.5497620063
100,MOF_net-gar_node1-N79_node2-N46_edge1-E15.cif,81.2345913031,12.2845914449,720.0477777741,108.8882534997
101,MOF_net-gar_node1-N42_node2-N69_edge1-E13.cif,69.957272747,13.3505166923,636.2956826996,121.4294925971
102,MOF_net-gar_node1-N79_node2-N44_edge1-E8.cif,68.6818508548,15.1375570568,581.6407475408,128.1942739295
103,MOF_net-gar_node1-N42_node2-N14_edge1-E7.cif,68.491953523,24.5228314129,439.0802332312,157.2081096018
104,MOF_net-myd_node1-N57_node2-N81_edge1-E13.cif,77.5191728218,11.3904933874,744.3699749821,109.3760545837
105,MOF_net-gar_node1-N79_node2-N44_edge1-E0.cif,72.0840709478,17.8665719413,542.2912301656,134.4109058978
106,MOF_net-gar_node1-N42_node2-N48_edge1-E5.cif,64.8939359668,32.2092121349,367.5328583922,182.4198767748
107,MOF_net-gar_node1-N10_node2-N17_edge1-E8.cif,64.4145593016,16.9890566806,544.6876362657,143.6589681913
108,MOF_net-gar_node1-N29_node2-N58_edge1-E15.cif,76.2971425533,13.4633402346,688.1151407659,121.4243148654
109,MOF_net-iac_node1-N73_node2-N39_edge1-E14.cif,57.3124740389,16.7290370578,489.3231619172,142.8293830654
110,MOF_net-gar_node1-N29_node2-N70_edge1-E3.cif,60.2666328961,31.9702030369,365.1370385458,193.6976515469
111,MOF_net-eea_node1-N83_node2-N33_edge1-E15.cif,104.8859631459,8.2796712571,1075.6218882571,84.909318317
112,MOF_net-gar_node1-N74_node2-N58_edge1-E13.cif,68.6916294914,11.9342169086,654.0990012522,113.6406199478
113,MOF_net-iac_node1-N74_node2-N28_edge1-E7.cif,67.5935367548,21.9378280697,480.7407772504,156.0268780681
114,MOF_net-gar_node1-N73_node2-N16_edge1-E14.cif,52.3172242749,15.128005678,467.3902724263,135.1501879755
115,MOF_net-csq_node1-N41_node2-N76_edge1-E7.cif,92.6462418234,25.3037972461,533.151274585,145.6157474722
116,MOF_net-gar_node1-N78_node2-N46_edge1-E1.cif,74.7829480996,18.7003617733,545.8621331859,136.4992906583
117,MOF_net-gar_node1-N73_node2-N48_edge1-E7.cif,63.9800338264,23.5941569215,417.9453296438,154.1272659995
118,MOF_net-ibd_node1-N78_node2-N19_edge1-E13.cif,64.8316463649,17.5503771458,546.6943981389,147.9939722156
119,MOF_net-iac_node1-N42_node2-N19_edge1-E1.cif,75.1502245503,19.813010991,533.5900113807,140.67855184
120,MOF_net-ocu_node1-N48_node2-N76_edge1-E13.cif,67.3230517148,20.8093465684,516.4077016469,159.6200195989
121,MOF_net-iac_node1-N74_node2-N28_edge1-E1.cif,74.6044903729,17.8255369207,579.9933748148,138.5800407567
122,MOF_net-gar_node1-N79_node2-N13_edge1-E3.cif,61.9073523318,24.2365894534,418.6996463789,163.9199715602
123,MOF_net-bcu-b_node1-N77_node2-N77_edge1-E8.cif,74.8866951744,33.2532493422,455.6634848987,202.3362286745
124,MOF_net-gar_node1-N73_node2-N36_edge1-E5.cif,54.4161103067,21.7992158094,410.097973751,164.2861678723
125,MOF_net-myd_node1-N57_node2-N81_edge1-E1.cif,80.0160717858,16.1382526265,628.8808287728,126.8374897716
126,MOF_net-bcu-b_node1-N77_node2-N77_edge1-E5.cif,98.4999312873,59.6521152092,346.3526070085,209.753096741
127,MOF_net-ibd_node1-N74_node2-N61_edge1-E13.cif,64.3668494125,16.7539549198,576.1725220011,149.971119415
128,MOF_net-gar_node1-N73_node2-N30_edge1-E0.cif,61.5365079325,21.0076871625,459.9447332901,157.0185795981
129,MOF_net-iac_node1-N10_node2-N39_edge1-E13.cif,82.7366078924,13.8657419047,740.1818283778,124.0463013441
130,MOF_net-iac_node1-N18_node2-N81_edge1-E15.cif,72.1920931268,14.2466332643,639.4435111496,126.1899579578
131,MOF_net-ctn_node1-N66_node2-N79_edge1-E8.cif,87.6348143066,8.3794000352,923.8701121635,88.3379203987
132,MOF_net-iac_node1-N18_node2-N39_edge1-E15.cif,80.5605502967,14.7749600186,686.934944435,125.9851912877
133,MOF_net-gar_node1-N73_node2-N45_edge1-E8.cif,57.7823432011,20.1373073851,438.357782805,152.7689070393
134,MOF_net-gar_node1-N29_node2-N46_edge1-E8.cif,64.958030526,20.5536322143,490.6257066186,155.2408570127
135,MOF_net-bcu-b_node1-N77_node2-N77_edge1-E1.cif,95.1432068522,40.6532866647,471.1814454735,201.3288705274
136,MOF_net-gar_node1-N42_node2-N14_edge1-E0.cif,66.668936339,24.7808201644,432.1396535069,160.6261570609
137,MOF_net-tph_node1-N61_node2-N76_edge1-E13.cif,70.5790477228,18.7794602376,585.7549760063,155.855918092
138,MOF_net-gar_node1-N42_node2-N46_edge1-E13.cif,69.6054677961,14.5185124327,594.7865268935,124.0623166384
139,MOF_net-ctn_node1-N66_node2-N10_edge1-E15.cif,97.111859739,8.379316911,1021.8122900894,88.1672848732
140,MOF_net-myd_node1-N41_node2-N19_edge1-E13.cif,83.812441298,11.3189357035,799.4844962739,107.9710060838
141,MOF_net-eea_node1-N66_node2-N20_edge1-E1.cif,80.196294343,11.5405639019,703.7992455981,101.2794947005
142,MOF_net-myd_node1-N41_node2-N49_edge1-E8.cif,74.5767761694,15.0297335661,646.2834244286,130.247889172
143,MOF_net-ctn_node1-N66_node2-N79_edge1-E7.cif,84.2048803799,9.2128121564,846.3295289101,92.596473471
144,MOF_net-gar_node1-N29_node2-N69_edge1-E5.cif,64.1548172137,24.7504093482,458.2555684303,176.7912901534
145,MOF_net-gar_node1-N10_node2-N69_edge1-E0.cif,68.7472238747,21.1401032343,509.4025573698,156.6437456477
146,MOF_net-ocu_node1-N44_node2-N76_edge1-E13.cif,66.3866811336,20.044463407,515.4734831512,155.639492649
147,MOF_net-gar_node1-N79_node2-N33_edge1-E2.cif,60.6366619631,22.6468997008,419.5738574348,156.7046529075
148,MOF_net-myd_node1-N41_node2-N52_edge1-E8.cif,72.636212806,15.8125131175,612.3619631138,133.3079080026
149,MOF_net-gar_node1-N73_node2-N47_edge1-E1.cif,69.9035924393,18.4247038977,517.6973991286,136.4510886308
150,MOF_net-gar_node1-N79_node2-N70_edge1-E8.cif,68.7484273087,13.8962004779,618.2001135322,124.9575161123
151,MOF_net-ctn_node1-N83_node2-N10_edge1-E13.cif,127.556728006,7.2792911594,1386.4799444759,79.122374494
152,MOF_net-gar_node1-N29_node2-N30_edge1-E13.cif,75.3978795447,13.1483435483,695.3767729554,121.2640562507
153,MOF_net-gar_node1-N42_node2-N70_edge1-E15.cif,71.106983117,14.2838952207,619.7615350041,124.4970386839
154,MOF_net-ibd_node1-N74_node2-N61_edge1-E0.cif,71.3295938171,34.7290096066,406.9088227421,198.116092603
155,MOF_net-gar_node1-N74_node2-N12_edge1-E7.cif,58.4686861625,19.3565787853,435.0002355368,144.010698434
156,MOF_net-ctn_node1-N83_node2-N78_edge1-E15.cif,118.0832168589,7.4406130797,1272.301321697,80.1697489907
157,MOF_net-eea_node1-N83_node2-N21_edge1-E10.cif,53.4650364485,12.1145528814,484.0444091964,109.6788103345
158,MOF_net-myd_node1-N41_node2-N19_edge1-E0.cif,82.6258519519,20.4819129822,569.0346914542,141.0565671506
159,MOF_net-gar_node1-N29_node2-N16_edge1-E13.cif,76.8992846379,12.6478228786,715.1360916107,117.6202699854
160,MOF_net-bcu-b_node1-N80_node2-N77_edge1-E0.cif,90.9612625994,51.0684140875,375.7195686544,210.9403713682
161,MOF_net-gar_node1-N78_node2-N48_edge1-E7.cif,66.5871035281,24.2145255009,431.8608005328,157.0469927852
162,MOF_net-gar_node1-N55_node2-N14_edge1-E13.cif,74.6153629003,12.5656878795,693.8893824503,116.8552569313
163,MOF_net-ibd_node1-N74_node2-N61_edge1-E8.cif,58.9467791662,23.4834091536,456.6928475025,181.9387784562
164,MOF_net-gar_node1-N73_node2-N14_edge1-E5.cif,53.5550904827,21.6353602561,404.9704989193,163.6013039699
165,MOF_net-apo_node1-N83_node2-N44_edge1-E1.cif,80.2110696925,11.5363524878,712.3719190516,102.4568503084
166,MOF_net-gar_node1-N29_node2-N12_edge1-E13.cif,74.8556799186,12.7239082801,692.2549952366,117.6689474385
167,MOF_net-gar_node1-N10_node2-N70_edge1-E1.cif,76.7318219771,17.3467545844,600.1273121436,135.6707156813
168,MOF_net-gar_node1-N74_node2-N70_edge1-E5.cif,53.768927941,21.5664104945,407.3666263209,163.392431678
169,MOF_net-gar_node1-N73_node2-N58_edge1-E14.cif,51.1438700821,14.9860290131,461.464567012,135.21701386
170,MOF_net-gar_node1-N18_node2-N14_edge1-E15.cif,73.8997648156,13.6773856026,650.4351987627,120.3826973628
171,MOF_net-fgl_node1-N24_node2-N42_edge1-E13.cif,98.2727834956,9.3144742954,989.4149896343,93.7785637139
172,MOF_net-cor_node1-N78_node2-N52_edge1-E15.cif,73.5787173725,13.3661870165,667.6405597295,121.2824699836
173,MOF_net-iac_node1-N18_node2-N81_edge1-E0.cif,68.5664954823,24.0534612937,469.7257839044,164.7820977628
174,MOF_net-iac_node1-N79_node2-N19_edge1-E7.cif,70.1861286213,16.7214273235,557.5006984945,132.821222595
175,MOF_net-ctn_node1-N83_node2-N73_edge1-E14.cif,81.5460191403,7.9563668508,876.0017550651,85.4706507896
176,MOF_net-gar_node1-N10_node2-N46_edge1-E13.cif,73.2368005443,13.7232074553,639.5016384133,119.8306532607
177,MOF_net-cor_node1-N74_node2-N52_edge1-E13.cif,71.2936080444,12.1051321392,671.0470469444,113.938870506
178,MOF_net-gar_node1-N10_node2-N45_edge1-E1.cif,75.4806523305,19.8633179238,539.7679769547,142.0441212454
179,MOF_net-csq_node1-N57_node2-N77_edge1-E7.cif,79.9864858564,26.0358747951,458.3657556874,149.1996216318
180,MOF_net-gar_node1-N74_node2-N45_edge1-E15.cif,67.9948808471,14.7424365687,570.9576757818,123.793250518
181,MOF_net-iac_node1-N29_node2-N28_edge1-E5.cif,76.0562614728,27.9390583318,501.9433945285,184.3875245434
182,MOF_net-gar_node1-N10_node2-N16_edge1-E7.cif,67.9731654656,20.5138281374,499.6562780114,150.7927863107
183,MOF_net-gar_node1-N55_node2-N14_edge1-E5.cif,60.2624005427,23.2127125322,433.2992450385,166.9042508253
184,MOF_net-gar_node1-N29_node2-N58_edge1-E13.cif,75.6338264902,12.4038258005,715.5119440653,117.3428071037
185,MOF_net-ibd_node1-N29_node2-N61_edge1-E14.cif,61.1408950253,22.9452818554,495.8937921758,186.1016726543
186,MOF_net-iac_node1-N29_node2-N39_edge1-E5.cif,76.3886961404,28.8644337326,499.5079604097,188.7453923242
187,MOF_net-gar_node1-N73_node2-N47_edge1-E5.cif,60.7195071508,29.3754225399,372.8699262786,180.390325133
188,MOF_net-gar_node1-N79_node2-N45_edge1-E2.cif,60.7648958242,27.9918293658,362.2464294677,166.8716798491
189,MOF_net-gar_node1-N74_node2-N14_edge1-E15.cif,68.0353240976,12.4693388516,627.7205935982,115.0470125559
190,MOF_net-gar_node1-N79_node2-N14_edge1-E7.cif,72.519595028,16.4600505125,575.2141746079,130.5585664938
191,MOF_net-gar_node1-N18_node2-N46_edge1-E1.cif,75.3590221878,18.9924663388,544.017485619,137.1067920383
192,MOF_net-gar_node1-N55_node2-N70_edge1-E7.cif,70.6107288963,22.2818299247,492.4515218882,155.3973628139
193,MOF_net-gar_node1-N29_node2-N53_edge1-E0.cif,75.8906219394,23.4606554574,531.0297680018,164.1613430793
194,MOF_net-gar_node1-N55_node2-N53_edge1-E8.cif,64.7539838521,16.4649501088,560.5477399639,142.5300811323
195,MOF_net-gar_node1-N29_node2-N14_edge1-E3.cif,63.5400944673,35.3549463925,354.4009494435,197.1955923908
196,MOF_net-gar_node1-N74_node2-N69_edge1-E1.cif,72.2964192929,16.647336935,571.0371534413,131.4898855115
197,MOF_net-iac_node1-N74_node2-N39_edge1-E14.cif,56.2240989072,16.4647740397,483.038951478,141.45406228
198,MOF_net-gar_node1-N29_node2-N13_edge1-E3.cif,58.0407129587,35.6678792559,324.6253062215,199.4926601599
199,MOF_net-gar_node1-N29_node2-N14_edge1-E8.cif,62.6797559253,17.2263239941,535.1057622566,147.063515096
200,MOF_net-gar_node1-N55_node2-N69_edge1-E5.cif,59.1166746735,21.1559504224,453.0748146617,162.1408573736
201,MOF_net-gar_node1-N79_node2-N47_edge1-E10.cif,61.1067853072,27.8716563883,355.4667746857,162.1333498678
202,MOF_net-ibd_node1-N18_node2-N61_edge1-E15.cif,68.2034109985,17.599763928,596.2733945486,153.8672454493
203,MOF_net-gar_node1-N10_node2-N13_edge1-E8.cif,59.1708262031,17.6163482016,502.2196693861,149.5209233552
204,MOF_net-iac_node1-N55_node2-N39_edge1-E8.cif,70.7372220524,18.5145692697,577.9425661236,151.269124853
205,MOF_net-gar_node1-N73_node2-N30_edge1-E1.cif,71.6536460689,16.6635696348,569.8249659792,132.516885339
206,MOF_net-gar_node1-N10_node2-N16_edge1-E1.cif,76.4106284749,16.8230762337,607.8372540206,133.8255248798
207,MOF_net-gar_node1-N18_node2-N69_edge1-E5.cif,57.3522557422,21.7794343229,425.3854607008,161.5394997692
208,MOF_net-gar_node1-N10_node2-N20_edge1-E15.cif,70.2279551086,13.8847485876,633.1651463389,125.1828970063
209,MOF_net-gar_node1-N55_node2-N13_edge1-E13.cif,69.8188567235,13.0375463713,654.4679481964,122.2113426597
210,MOF_net-gar_node1-N29_node2-N69_edge1-E15.cif,77.6146117532,13.6215742024,690.683863501,121.2168853849
211,MOF_net-gar_node1-N55_node2-N46_edge1-E1.cif,76.2029316772,18.6898579131,553.8380818047,135.8367037587
212,MOF_net-gar_node1-N55_node2-N13_edge1-E8.cif,57.3559594401,17.2204337035,496.1817501958,148.9725743857
213,MOF_net-iac_node1-N10_node2-N39_edge1-E8.cif,73.36958443,19.0591205754,585.3564897262,152.0572864626
214,MOF_net-ctn_node1-N83_node2-N42_edge1-E7.cif,83.6069374827,9.6180868665,812.5959864066,93.4805055647
215,MOF_net-gar_node1-N73_node2-N15_edge1-E15.cif,69.5068176307,12.5903421636,639.5740924634,115.8513213175
216,MOF_net-eea_node1-N66_node2-N47_edge1-E8.cif,64.950105351,11.6288058699,585.7744142151,104.8783048107
217,MOF_net-gar_node1-N42_node2-N14_edge1-E15.cif,71.9037338618,14.5489210194,620.6285206487,125.5772801266
218,MOF_net-gar_node1-N79_node2-N69_edge1-E1.cif,81.0363943697,13.7736932647,687.8418352329,116.9119446491
219,MOF_net-gar_node1-N79_node2-N69_edge1-E3.cif,62.0590968416,21.3324756223,456.4023924797,156.885829911
220,MOF_net-gar_node1-N10_node2-N44_edge1-E15.cif,73.2091653201,14.3442460611,620.9394847676,121.6638479568
221,MOF_net-gar_node1-N29_node2-N20_edge1-E15.cif,72.5859851367,14.4329555082,637.8615845368,126.8320303525
222,MOF_net-ocu_node1-N45_node2-N76_edge1-none.cif,1.1542527612,2.4607772721,2.0065247099,4.2777548973
223,MOF_net-gar_node1-N73_node2-N16_edge1-E1.cif,71.4822740143,16.0265138727,579.3436156268,129.8903626243
224,MOF_net-gar_node1-N73_node2-N21_edge1-E1.cif,71.5156378978,16.4425452981,565.8262656188,130.092162732
225,MOF_net-ctn_node1-N83_node2-N42_edge1-E1.cif,104.8803212175,8.7152274862,1041.0793963583,86.5104498641
226,MOF_net-myd_node1-N41_node2-N21_edge1-E1.cif,85.2847388329,13.7769643244,713.9955531294,115.339407705
