,filename,uptake_low_p (cm3 methane/g framework),uptake_low_p (cm3 methane/cm3 framework),uptake_high_p (cm3 methane/g framework),uptake_high_p (cm3 methane/cm3 framework)
0,MOF_net-rho_node1-N18_edge1-E0.cif,82.3059778094,12.3254163691,722.4952717716,108.194511338
1,MOF_net-unl_node1-N10_edge1-E3.cif,64.3449602578,27.4415235433,418.1889458364,178.3471736829
2,MOF_net-wiv_node1-N70_edge1-E8.cif,60.9829761012,28.7849541254,406.7193140775,191.9781149777
3,MOF_net-deh_node1-N83_edge1-E8.cif,134.3092391825,6.7170612357,1488.0245832573,74.4189476971
4,MOF_net-fcm_node1-N0_edge1-E8.cif,77.6524889895,13.7200262104,676.4611265253,119.5205009785
5,MOF_net-umq_node1-N29_edge1-E15.cif,99.5575035393,10.1567081112,971.0691279781,99.0670249655
6,MOF_net-dei_node1-N29_edge1-E7.cif,100.9042052849,13.6141384547,806.1881606232,108.7720497697
7,MOF_net-bcg_node1-N84_edge1-E0.cif,96.6307328055,76.124561493,240.7542283232,189.663366163
8,MOF_net-snl_node1-N12_edge1-E8.cif,55.0580844262,21.1166697153,449.071315711,172.2343003992
9,MOF_net-umq_node1-N74_edge1-E1.cif,79.933710977,10.7661095412,762.6693602842,102.7223905428
10,MOF_net-wkl_node1-N38_edge1-E1.cif,84.6857789069,18.9472068294,580.5702783989,129.8941249148
11,MOF_net-eci_node1-N77_edge1-E3.cif,74.1446775128,54.224207684,241.7449810625,176.795294004
12,MOF_net-ums_node1-N55_edge1-E7.cif,80.124097022,14.588555723,668.2234126757,121.6664505878
13,MOF_net-uox_node1-N4_edge1-E14.cif,61.7155096598,15.436899839,514.7311840479,128.7497061262
14,MOF_net-smn_node1-N81_edge1-E15.cif,67.032479757,17.3329655314,569.2708891997,147.1995775225
15,MOF_net-wkj_node1-N21_edge1-E13.cif,70.7740009586,15.7052864795,558.5985219287,123.9572398774
16,MOF_net-wjc_node1-N32_edge1-E14.cif,67.4569373616,22.9883952705,466.2107725822,158.8782108808
17,MOF_net-wim_node1-N38_edge1-E13.cif,75.5920626598,14.5371460755,654.4123826494,125.8503613406
18,MOF_net-ukv_node1-N29_edge1-E15.cif,89.6088697202,11.972966156,835.6729176287,111.6572900816
19,MOF_net-yfm_node1-N0_edge1-E5.cif,80.3521211104,21.3459323508,525.0307357891,139.4769722735
20,MOF_net-unl_node1-N73_edge1-E8.cif,54.0570941885,12.9986462125,529.3597387814,127.2906001864
21,MOF_net-wne_node1-N28_edge1-E14.cif,67.4284354326,20.2729702297,529.6745861085,159.2514648562
22,MOF_net-vby_node1-N48_edge1-E8.cif,58.9894918693,25.9481253273,399.1927893767,175.5957578251
23,MOF_net-wlk_node1-N0_edge1-E1.cif,83.1846215504,14.8572104306,698.2806592295,124.7165942509
24,MOF_net-som_node1-N36_edge1-E13.cif,63.5221769604,14.6218934812,583.9071155579,134.407037906
25,MOF_net-wgl_node1-N85_edge1-E8.cif,76.5349491251,16.7927591523,660.4966109497,144.9215114844
26,MOF_net-vbm_node1-N47_edge1-E1.cif,71.0744855596,26.3425846878,451.251829547,167.2490408024
27,MOF_net-wgo_node1-N0_edge1-E0.cif,73.0788562665,26.1615806712,509.52057323,182.4038341756
28,MOF_net-uoe_node1-N73_edge1-E15.cif,78.6412973414,10.1144231735,783.1262222859,100.7215073785
29,MOF_net-vbm_node1-N16_edge1-E13.cif,64.9867210147,14.2379678806,605.9281949373,132.7530615914
30,MOF_net-rho_node1-N10_edge1-E13.cif,115.6670340685,8.5089805341,1196.0337799228,87.9855546868
31,MOF_net-nfb_node1-N29_edge1-E8.cif,73.5068630177,16.2512353701,635.2688871007,140.4481674735
32,MOF_net-wga_node1-N0_edge1-E5.cif,71.2563837598,17.6524792018,576.4623072184,142.8081015602
33,MOF_net-sxb_node1-N43_edge1-none.cif,0.0224565053,0.0477874183,0.1646213932,0.3503141423
34,MOF_net-wmt_node1-N30_edge1-E14.cif,62.2893816207,19.0129067285,425.0908941772,129.7526691041
35,MOF_net-wmi_node1-N46_edge1-E15.cif,67.0861456108,17.8348240035,510.9718087072,135.8416435477
36,MOF_net-wgb_node1-N0_edge1-E1.cif,78.0061282267,16.8148291277,639.1097635759,137.7650924698
37,MOF_net-srs-g_node1-N86_edge1-E2.cif,86.5021189626,16.0863058644,541.1169172963,100.6284278862
38,MOF_net-fcm_node1-N86_edge1-E2.cif,71.018308401,25.7410543653,402.7455932234,145.9777970493
39,MOF_net-uks_node1-N57_edge1-E1.cif,92.9222985473,11.1629899172,835.937381751,100.4232644883
40,MOF_net-uow_node1-N10_edge1-E13.cif,91.9171504519,10.8013326237,889.0581085362,104.4746524982
41,MOF_net-vmh_node1-N61_edge1-E3.cif,49.2505677039,26.5380959323,324.6821248713,174.9511889715
42,MOF_net-rkf_node1-N12_edge1-E1.cif,70.2830484023,24.6933780055,448.4491247553,157.5589563278
43,MOF_net-fcm_node1-N85_edge1-E3.cif,84.4925590578,28.2445295134,490.273712903,163.8907675203
44,MOF_net-nfc_node1-N41_edge1-E15.cif,78.8361576747,16.6962010558,678.0037238717,143.5900331042
45,MOF_net-bcs_node1-N30_edge1-E15.cif,66.2496049565,20.3151121919,537.4628985887,164.8103274126
46,MOF_net-sin_node1-N66_edge1-E2.cif,52.279108799,8.7364004424,534.8229367681,89.3746555504
47,MOF_net-cbo_node1-N74_edge1-E15.cif,83.8116339723,9.1786223855,855.4462305159,93.6841050446
48,MOF_net-snk_node1-N15_edge1-E8.cif,58.446215828,23.8367089853,446.8221218815,182.2319672295
49,MOF_net-wmi_node1-N14_edge1-E13.cif,68.0547001645,13.433229856,618.3619330518,122.0576677405
50,MOF_net-uka_node1-N4_edge1-E5.cif,70.6082696735,25.5514130218,424.675380829,153.6796766997
51,MOF_net-neb_node1-N10_edge1-E1.cif,81.3248584395,13.7174882257,727.967478444,122.7900731201
52,MOF_net-vbd_node1-N85_edge1-E14.cif,71.5791234867,16.4262298412,619.7335024488,142.2186310147
53,MOF_net-uky_node1-N74_edge1-E8.cif,58.4224042075,11.4517772552,571.1243724803,111.9500162199
54,MOF_net-vby_node1-N15_edge1-E7.cif,65.9341200697,23.2528022813,480.8751873553,169.5889115032
55,MOF_net-wiq_node1-N38_edge1-E8.cif,66.3203725611,24.1559437576,457.1125318042,166.4946106716
56,MOF_net-wmc_node1-N6_edge1-E8.cif,65.9802123457,26.0609989531,483.4165639792,190.9408612051
57,MOF_net-ukr_node1-N10_edge1-E1.cif,99.3885959762,11.4782733247,866.665341168,100.0901720085
58,MOF_net-bcs_node1-N14_edge1-E8.cif,63.8060917568,34.4086679117,368.1717727514,198.5437426784
59,MOF_net-smm_node1-N36_edge1-E1.cif,72.8089254241,16.7555336917,577.1271005703,132.8143839741
60,MOF_net-smm_node1-N17_edge1-E7.cif,75.7082797944,23.4316522462,489.6196302842,151.536885277
61,MOF_net-rob_node1-N48_edge1-E3.cif,43.1323200302,56.9841850018,67.0279831269,88.5538961996
62,MOF_net-vbm_node1-N28_edge1-E13.cif,83.0635137878,16.5558590299,693.503009407,138.226009676
63,MOF_net-ukc_node1-N4_edge1-E5.cif,65.6953132918,21.3643919744,452.6312514312,147.1975851991
64,MOF_net-pcu_node1-N46_edge1-E8.cif,70.848901957,35.6406948048,399.2285976585,200.832817637
65,MOF_net-ubt_node1-N86_edge1-E5.cif,83.8132892077,17.5098818854,636.4620209818,132.9666800731
66,MOF_net-smu_node1-N61_edge1-E0.cif,70.1242782988,29.0263675189,439.4125818725,181.8849534469
67,MOF_net-uks_node1-N41_edge1-E5.cif,87.8960661099,13.0651295299,758.0829539477,112.6836777357
68,MOF_net-wjc_node1-N59_edge1-E1.cif,73.570832974,23.7467679959,490.3073470805,158.2585699677
69,MOF_net-yfj_node1-N0_edge1-E1.cif,86.3346665725,14.9578012231,683.9584104551,118.4983316039
70,MOF_net-sxg_node1-N69_edge1-E8.cif,55.809987148,18.1059280069,463.2900757051,150.3009978267
71,MOF_net-oof_node1-N77_edge1-E7.cif,87.3451989749,48.8876337799,333.2904878959,186.5446928485
72,MOF_net-ukn_node1-N18_edge1-E0.cif,78.3871816457,12.6280430517,685.1879341357,110.3826231419
73,MOF_net-fcu_node1-N8_edge1-E0.cif,84.1103029061,83.8169626523,200.0048842146,199.3073539305
74,MOF_net-ukj_node1-N18_edge1-E13.cif,72.4975998123,12.1383960698,705.251046282,118.0813785637
75,MOF_net-fnl_node1-N0_edge1-E1.cif,92.2814631502,13.1888406811,755.8345154861,108.0236557344
76,MOF_net-uky_node1-N18_edge1-E14.cif,59.8585970012,12.829553271,553.5660397385,118.6463657963
77,MOF_net-wjc_node1-N59_edge1-E15.cif,70.8757037421,17.8850915959,567.040654081,143.0895709159
78,MOF_net-snk_node1-N20_edge1-E5.cif,55.9280551529,33.5157867167,336.918600602,201.9038911294
79,MOF_net-umu_node1-N79_edge1-E3.cif,75.2671329998,11.2690411322,714.0413915614,106.9067133412
80,MOF_net-toc-e_node1-N59_edge1-E15.cif,76.0259437696,15.7040489412,599.5426976388,123.8425647777
81,MOF_net-cds-f_node1-N0_edge1-E1.cif,81.1471267832,16.3272038312,663.8214578834,133.5641652392
82,MOF_net-vbm_node1-N30_edge1-E0.cif,63.7244812836,22.2444833206,487.3791419611,170.1308033548
83,MOF_net-uoa_node1-N73_edge1-E13.cif,79.8568385033,9.5902734571,811.8127408781,97.4932933343
84,MOF_net-uno_node1-N41_edge1-E14.cif,89.3361274949,11.2647144669,799.4475706752,100.8052270393
85,MOF_net-whw_node1-N6_edge1-E15.cif,84.5690625995,14.7901417992,650.6263348453,113.7869506275
86,MOF_net-uml_node1-N18_edge1-E15.cif,91.4024464937,9.7154240196,901.4225279157,95.8147447416
87,MOF_net-uml_node1-N57_edge1-E13.cif,102.2454690257,8.8442549703,1040.7588554697,90.0258639143
88,MOF_net-gme_node1-N18_edge1-E1.cif,84.9263507486,11.4322909331,783.4091088327,105.4579735605
89,MOF_net-uod_node1-N18_edge1-E13.cif,82.2195467716,10.4366032739,814.5631171708,103.3972142792
90,MOF_net-qtz-x_node1-N44_edge1-E7.cif,84.59896717,68.8130710889,216.5233713494,176.1208043491
91,MOF_net-wne_node1-N33_edge1-E14.cif,53.8821160565,17.2837539616,446.3641772815,143.1801343753
92,MOF_net-uos_node1-N29_edge1-E0.cif,82.0458132834,17.4865697202,654.2472024733,139.4408667846
93,MOF_net-zfo_node1-N85_edge1-E1.cif,85.4905531667,21.3978833003,613.9655629615,153.6726922453
94,MOF_net-unr_node1-N10_edge1-E7.cif,75.5955063829,12.6019023052,648.9585773826,108.182522793
95,MOF_net-vbb_node1-N41_edge1-E0.cif,92.558811687,13.1875343384,775.7955929223,110.5333013114
96,MOF_net-wgf_node1-N0_edge1-E14.cif,66.6759646611,16.6330263901,553.9429646209,138.1869463157
97,MOF_net-wlu_node1-N86_edge1-E7.cif,87.3929997817,20.6213402972,613.1845083989,144.6876345275
98,MOF_net-rob_node1-N19_edge1-E7.cif,90.06911264,57.0490917869,310.1055575956,196.4185046389
99,MOF_net-son_node1-N30_edge1-E14.cif,50.7415542912,16.6222024021,464.0990221287,152.03215566
100,MOF_net-pcl_node1-N42_edge1-E1.cif,80.5186610547,12.7610824803,698.4040944303,110.6872883488
101,MOF_net-umv_node1-N79_edge1-E2.cif,69.838006792,12.0292972886,641.4077958143,110.4797432444
102,MOF_net-sml_node1-N15_edge1-E0.cif,78.7351346523,45.7268044736,335.2470111059,194.7005564273
103,MOF_net-zfw_node1-N85_edge1-E1.cif,86.6072190832,18.0997306606,647.3258500099,135.2822970053
104,MOF_net-qtz-e_node1-N49_edge1-E0.cif,68.5007249135,28.3443559853,393.9074089364,162.9917323976
105,MOF_net-ske_node1-N49_edge1-E0.cif,78.2591240212,31.3198548592,479.1294792205,191.7510058494
106,MOF_net-bcs_node1-N13_edge1-E15.cif,61.5730488296,23.1642125437,478.1809918519,179.8950407712
107,MOF_net-uke_node1-N29_edge1-E5.cif,71.1020033254,23.6483007124,549.0404813329,182.6091220867
108,MOF_net-snk_node1-N45_edge1-E1.cif,69.2448777687,27.6988571173,434.0103733128,173.6098279788
109,MOF_net-vbc_node1-N0_edge1-E8.cif,65.6910715623,17.6574528648,549.2978204829,147.6486856319
110,MOF_net-uoi_node1-N73_edge1-E15.cif,73.8056827716,10.9601232154,719.1451974248,106.7928603542
111,MOF_net-snl_node1-N36_edge1-E13.cif,63.2942069036,14.5048165347,582.1589422264,133.410450405
112,MOF_net-unn_node1-N54_edge1-E10.cif,165.185757584,6.9178620858,1687.5346980706,70.6727533716
113,MOF_net-sou_node1-N60_edge1-E0.cif,84.3896389132,44.7367284016,377.2724964084,200.0001116555
114,MOF_net-soq_node1-N59_edge1-E0.cif,69.9039295793,30.1894043895,409.3325354925,176.7784088555
115,MOF_net-sop_node1-N59_edge1-E8.cif,59.6608793095,19.1896738155,428.1860726227,137.7242702599
116,MOF_net-yfs_node1-N0_edge1-E8.cif,74.6060229095,14.6400997238,640.7095344892,125.7278047148
117,MOF_net-wgi_node1-N86_edge1-E8.cif,75.7085654977,18.5242031253,633.4673661321,154.9953837634
118,MOF_net-wnd_node1-N14_edge1-E8.cif,57.4487538188,18.4994141699,465.628643675,149.9398430103
119,MOF_net-lcs_node1-N10_edge1-E15.cif,88.843348831,10.6977229706,877.0149757303,105.6023143528
120,MOF_net-zfy_node1-N86_edge1-E1.cif,83.9119704809,17.2136755451,666.9043520418,136.8085515078
121,MOF_net-pcu_node1-N30_edge1-E8.cif,65.5535230892,22.9734006977,511.4318570355,179.2326091347
122,MOF_net-uow_node1-N55_edge1-E13.cif,87.1213876397,10.1006666577,884.9899120585,102.603830578
123,MOF_net-ecs_node1-N77_edge1-E5.cif,87.9064856658,39.1102510745,354.7326419249,157.823197969
124,MOF_net-bcg_node1-N76_edge1-E9.cif,82.4654324656,32.3431075101,482.2659257246,189.1456604037
125,MOF_net-cag_node1-N42_edge1-E1.cif,77.799910379,13.492800307,671.5195106264,116.4612994412
126,MOF_net-ukv_node1-N29_edge1-E13.cif,89.2028777562,11.2604601639,858.6954034766,108.396787492
127,MOF_net-ulg_node1-N29_edge1-E3.cif,68.4558149869,14.9553361813,520.7534584069,113.7674431242
128,MOF_net-lcy-e_node1-N16_edge1-E15.cif,74.8802034916,12.8317584696,672.4466616399,115.2330354823
129,MOF_net-why_node1-N49_edge1-E3.cif,65.4319915796,37.8877257206,325.9556150051,188.7412661647
130,MOF_net-wim_node1-N38_edge1-E14.cif,58.6246445847,18.3851043418,455.1571737517,142.7405179279
131,MOF_net-uox_node1-N10_edge1-E0.cif,76.5314017467,15.818861318,652.7935592437,134.9308982624
132,MOF_net-vbm_node1-N69_edge1-E5.cif,60.8188811142,31.1541100633,392.2772001239,200.9416622619
133,MOF_net-pcu_node1-N49_edge1-E3.cif,86.6327517971,54.1397136356,327.6637480504,204.7680711998
134,MOF_net-umn_node1-N73_edge1-E7.cif,69.7792922738,11.9406500012,616.5120785719,105.4977015652
135,MOF_net-unv_node1-N10_edge1-E15.cif,87.3997046595,10.8195246582,847.9165783883,104.9666513597
136,MOF_net-lcs_node1-N42_edge1-E15.cif,76.4628868606,11.6379725903,720.3807640432,109.6449785086
137,MOF_net-wmt_node1-N28_edge1-E15.cif,99.746436168,13.6412636792,768.2965255108,105.0717789122
138,MOF_net-unr_node1-N18_edge1-E8.cif,71.8955030744,12.0422835933,622.3031734354,104.2339364087
139,MOF_net-soq_node1-N59_edge1-E15.cif,71.9044585122,18.6732362082,562.3270991849,146.033597452
140,MOF_net-uns_node1-N41_edge1-E14.cif,69.614922514,18.0067331031,601.8646768052,155.6795038766
141,MOF_net-rhr-a_node1-N83_edge1-E3.cif,188.1385841623,6.1290162641,2106.5055671848,68.6239185817
142,MOF_net-wgf_node1-N0_edge1-E8.cif,72.5086490665,17.4117603281,587.7910045555,141.148348867
143,MOF_net-une_node1-N79_edge1-E8.cif,78.0348627026,11.0706540023,765.6833666131,108.6260080882
144,MOF_net-rho_node1-N10_edge1-E15.cif,112.3975788722,8.7774226914,1144.2872450702,89.3604019864
145,MOF_net-uno_node1-N41_edge1-E13.cif,116.5449230489,9.1447095933,1135.9210037328,89.1301605275
146,MOF_net-fcm_node1-N86_edge1-E5.cif,84.4951113029,19.090779317,606.1989809615,136.9642667994
147,MOF_net-wiv_node1-N20_edge1-E13.cif,61.0609678595,16.1172669541,533.02188198,140.693085377
148,MOF_net-uox_node1-N79_edge1-E3.cif,71.998478162,12.0995778514,673.7579305848,113.2272062159
149,MOF_net-pcu_node1-N12_edge1-E3.cif,87.5546649054,56.3962818242,322.8491930224,207.9557279567
150,MOF_net-whr_node1-N81_edge1-E15.cif,71.0965384202,15.9585874009,596.6661967461,133.9298629938
151,MOF_net-kfi_node1-N18_edge1-E14.cif,70.3659148623,9.8113240032,708.2127106882,98.7481564241
152,MOF_net-hcp_node1-N27_edge1-E7.cif,67.9137381654,69.100022039,163.2657641151,166.1176104177
153,MOF_net-whw_node1-N17_edge1-E8.cif,65.4404855679,26.3092300321,404.8871664182,162.7779730836
154,MOF_net-wjr_node1-N86_edge1-E7.cif,95.7221417907,19.4768462131,630.8885780727,128.3686259297
155,MOF_net-hex_node1-N76_edge1-none.cif,33.0028103208,40.862076693,83.1628475131,102.9671903713
156,MOF_net-uow_node1-N42_edge1-E5.cif,64.9096537126,23.6648562774,439.7576754008,160.3274950642
157,MOF_net-upd_node1-N54_edge1-E15.cif,88.0089139803,11.0637162038,860.5110177244,108.1759705897
158,MOF_net-yfq_node1-N86_edge1-E8.cif,76.7596627916,17.4938479088,627.2892561319,142.9618427501
159,MOF_net-qtz-e_node1-N20_edge1-E3.cif,37.2704002291,30.9107178466,217.957958337,180.7664235202
160,MOF_net-wfa_node1-N41_edge1-E3.cif,83.7106734564,36.3452132133,415.9156004898,180.5808095239
161,MOF_net-dei_node1-N10_edge1-E15.cif,122.058213337,8.1123048444,1275.3319868852,84.7618654455
162,MOF_net-umo_node1-N41_edge1-E5.cif,86.4183660436,13.1640283006,733.7675200302,111.774115179
163,MOF_net-wna_node1-N30_edge1-E14.cif,53.0186876965,18.066452457,443.1378207517,151.0020092598
164,MOF_net-atn_node1-N4_edge1-E1.cif,83.3837894313,12.6291536263,698.9297500781,105.8585997106
165,MOF_net-unl_node1-N79_edge1-E14.cif,76.4882401389,10.6289767119,754.5193640604,104.8496963021
166,MOF_net-vbm_node1-N16_edge1-E7.cif,67.2073625562,27.0232162479,447.4157445428,179.9001174523
167,MOF_net-tfs_node1-N17_edge1-E7.cif,71.1032373836,33.0152046424,373.3799963906,173.3706852714
168,MOF_net-bcg_node1-N34_edge1-E5.cif,92.7756708845,85.8010361238,199.9952939354,184.9601654823
169,MOF_net-whk_node1-N69_edge1-E13.cif,64.3261424464,14.0375472213,562.8049716082,122.8178943252
170,MOF_net-ukn_node1-N10_edge1-E8.cif,83.8458246791,10.2222052413,837.6193525405,102.1197772047
171,MOF_net-ukv_node1-N18_edge1-E14.cif,56.6547542715,12.4131514057,538.6870163537,118.0272261391
172,MOF_net-wip_node1-N53_edge1-E15.cif,77.7561259004,18.8860344126,580.7383211237,141.0544029869
173,MOF_net-snl_node1-N69_edge1-E7.cif,64.5706754373,26.4361651709,441.8567008014,180.9025017185
174,MOF_net-bcs_node1-N16_edge1-E1.cif,73.1265247109,28.6930163345,462.711188424,181.5562785198
175,MOF_net-ukn_node1-N29_edge1-E14.cif,78.9590494248,10.5924831367,779.9361226945,104.6296819369
176,MOF_net-wir_node1-N48_edge1-E13.cif,72.0397297143,19.9365800774,502.6434832739,139.1036875678
177,MOF_net-snk_node1-N30_edge1-E0.cif,63.9616150993,21.2376703742,491.5390180897,163.2095066086
178,MOF_net-dei_node1-N55_edge1-E13.cif,119.7217537549,7.9734282968,1273.0385438968,84.7839363397
179,MOF_net-yfu_node1-N85_edge1-E8.cif,87.1813004084,17.3181527753,663.4570002495,131.7925935529
180,MOF_net-sxf_node1-N61_edge1-E8.cif,70.86938922,23.7820395731,489.5556157659,164.2829316795
181,MOF_net-sxg_node1-N70_edge1-E7.cif,62.0598602948,23.6410431855,423.8228466446,161.4508020632
182,MOF_net-wiv_node1-N12_edge1-E8.cif,59.8764025669,28.2704093558,407.0452004995,192.1847998732
183,MOF_net-wse_node1-N29_edge1-E8.cif,106.4266484294,9.4034547704,1041.0719132783,91.985163432
184,MOF_net-wiv_node1-N20_edge1-E15.cif,65.09922739,18.0939737351,528.1436493288,146.7946349358
185,MOF_net-wgl_node1-N86_edge1-E0.cif,83.6511836016,21.5788557526,605.8330565385,156.2821178889
186,MOF_net-wiv_node1-N6_edge1-E13.cif,77.8448593316,17.6245237215,641.0637877192,145.1405273342
187,MOF_net-whw_node1-N16_edge1-E15.cif,70.8640768695,17.3781181486,545.8778531155,133.8665547516
188,MOF_net-rho_node1-N29_edge1-E0.cif,95.8395522361,13.4027102668,800.6090066942,111.9614011473
189,MOF_net-wmt_node1-N16_edge1-E5.cif,69.8360537841,32.7471691333,335.1713347093,157.1668470886
190,MOF_net-lcs_node1-N4_edge1-E5.cif,61.5682109448,22.6225985986,442.5680835698,162.6170381354
191,MOF_net-uoa_node1-N42_edge1-E0.cif,70.3384084608,20.702556458,491.4865020078,144.6581928539
192,MOF_net-pcu_node1-N48_edge1-E7.cif,81.8553002449,46.0248003753,349.5639764052,196.5494254411
193,MOF_net-umq_node1-N18_edge1-E8.cif,67.1066753842,10.7344950994,673.4018262971,107.7184730564
194,MOF_net-umz_node1-N42_edge1-E1.cif,80.4605035112,15.7354291262,640.2298363518,125.2079066721
195,MOF_net-uos_node1-N73_edge1-E1.cif,78.3840259904,11.648262828,732.1297195383,108.7981803638
196,MOF_net-fcq_node1-N0_edge1-E3.cif,64.4523244961,20.0863875794,464.7797888292,144.8473278576
197,MOF_net-ukp_node1-N54_edge1-E14.cif,74.816727439,10.6963747332,746.8607907189,106.7769623792
198,MOF_net-acs_node1-N61_edge1-E3.cif,63.9368923401,34.5396260617,362.8998863061,196.0437223659
199,MOF_net-rob_node1-N70_edge1-E3.cif,59.0182510842,70.5593852279,113.1049535136,135.2228478402
200,MOF_net-uns_node1-N73_edge1-E8.cif,53.6740588833,13.5919427302,511.7293374558,129.5857997847
201,MOF_net-ukd_node1-N18_edge1-E1.cif,77.4940248509,13.8276050121,679.0080745664,121.1584438055
202,MOF_net-why_node1-N81_edge1-E15.cif,69.7238135389,15.6937485546,598.2438570234,134.655409536
203,MOF_net-ukr_node1-N55_edge1-E15.cif,102.6167205081,9.17736452,1040.5135118891,93.0566845175
204,MOF_net-sne_node1-N61_edge1-E0.cif,70.5316766183,26.8824875663,457.1255941553,174.22913633
205,MOF_net-whz_node1-N21_edge1-E15.cif,70.1352956766,15.7107750714,577.0517920091,129.2634588808
206,MOF_net-pem_node1-N79_edge1-E0.cif,65.614703385,15.3937513159,516.1937818537,121.1033243882
207,MOF_net-uoa_node1-N74_edge1-E0.cif,62.3261318788,15.2675863564,520.6199394951,127.532539651
208,MOF_net-qtz-x_node1-N48_edge1-E8.cif,87.6407166283,60.5280343775,294.8141187344,203.6099178584
209,MOF_net-rho_node1-N73_edge1-E14.cif,68.4548465719,8.7132577314,723.1298332616,92.0433968671
210,MOF_net-und_node1-N79_edge1-E1.cif,102.4404816216,9.5081791797,995.6424949503,92.412170375
211,MOF_net-uko_node1-N18_edge1-E8.cif,58.2717408477,15.7207913848,534.3002000519,144.1457190001
212,MOF_net-uns_node1-N73_edge1-E15.cif,70.5518028325,11.1398521541,692.4355097939,109.3328433243
213,MOF_net-umn_node1-N29_edge1-E7.cif,88.7284448762,16.1375490473,670.6112926057,121.9679060212
214,MOF_net-crs_node1-N47_edge1-E15.cif,77.1475742284,16.2092489054,551.5515757421,115.8848721399
215,MOF_net-lcs-e_node1-N43_edge1-E14.cif,59.2201831882,25.9178608747,371.5067986681,162.5908770205
216,MOF_net-uky_node1-N24_edge1-E5.cif,75.5048230975,13.6802216384,690.1204972653,125.0383879136
217,MOF_net-ukx_node1-N78_edge1-E3.cif,51.9080128354,20.8356876333,378.3567751184,151.8710339634
218,MOF_net-wiu_node1-N33_edge1-E13.cif,64.1750466026,14.8828377755,585.6362734569,135.8149329795
219,MOF_net-uox_node1-N73_edge1-E1.cif,77.9402379014,11.9589027215,718.7063059618,110.2760144147
220,MOF_net-upb_node1-N79_edge1-E1.cif,91.4334103089,10.8533883516,857.8049473185,101.8237227695
221,MOF_net-umu_node1-N74_edge1-E13.cif,80.3833035486,9.1695575731,830.5728775477,94.7458674014
222,MOF_net-bcu_node1-N77_edge1-E1.cif,93.4722916855,40.9062342561,456.1867281637,199.6407794255
223,MOF_net-snl_node1-N13_edge1-E8.cif,50.3366437026,22.0886264041,397.569532434,174.4606756756
224,MOF_net-snk_node1-N17_edge1-E1.cif,67.7609951812,22.0691313723,507.4627003731,165.2759226914
225,MOF_net-rob_node1-N13_edge1-E8.cif,65.1655801526,42.5473027857,310.1750477874,202.5165991601
226,MOF_net-vbp_node1-N61_edge1-E15.cif,74.5484739061,16.108876687,625.9034609409,135.2489345785
227,MOF_net-umv_node1-N79_edge1-E3.cif,73.8589531373,11.3977385615,707.9623452294,109.251070853
228,MOF_net-wlu_node1-N86_edge1-E14.cif,72.2863867722,14.7036990905,649.5490416018,132.1240980314
229,MOF_net-wiq_node1-N51_edge1-E14.cif,47.3333309051,16.3715262177,399.1384114903,138.052928946
230,MOF_net-sog_node1-N0_edge1-E0.cif,76.7784839349,21.7873986135,536.9896686603,152.3813360572
231,MOF_net-uox_node1-N29_edge1-E1.cif,89.7948648084,13.4107737712,782.0392389301,116.79678271
232,MOF_net-yfu_node1-N86_edge1-E14.cif,75.204888679,17.3908920154,598.704391938,138.448492009
233,MOF_net-kfi_node1-N29_edge1-E2.cif,70.5836399067,21.4781200024,476.3879759565,144.9616104924
234,MOF_net-uoh_node1-N74_edge1-E0.cif,63.096146639,14.5975652824,542.1797149303,125.4356122371
235,MOF_net-rob_node1-N48_edge1-E1.cif,81.3450743179,40.8248346495,398.1917510805,199.8413860084
236,MOF_net-rho_node1-N10_edge1-E8.cif,88.6277501275,10.1472526391,873.476698785,100.0069247403
237,MOF_net-ict_node1-N74_edge1-E15.cif,67.3666870056,11.7788789979,660.9960984862,115.573340596
238,MOF_net-yfs_node1-N86_edge1-E7.cif,81.7955398066,24.2968131485,530.4786286286,157.575096998
239,MOF_net-uow_node1-N4_edge1-E13.cif,81.378427877,11.5090076779,740.1057067916,104.6700272309
240,MOF_net-rob_node1-N49_edge1-E8.cif,89.3458006803,43.5538000022,418.5035769136,204.0098241921
241,MOF_net-wna_node1-N6_edge1-E8.cif,68.2514613956,24.8015124016,499.7871661821,181.6148306099
242,MOF_net-wip_node1-N30_edge1-E13.cif,69.4585717763,16.6831910761,557.1224652912,133.8147373827
243,MOF_net-wge_node1-N0_edge1-E13.cif,83.9153477933,12.0658446711,796.5546747813,114.5333390219
244,MOF_net-ukk_node1-N57_edge1-E1.cif,72.6571997883,22.9866747278,567.9850539133,179.6943416838
245,MOF_net-bcg_node1-N77_edge1-E7.cif,84.970266661,53.7022260758,281.8431994087,178.1282771886
246,MOF_net-snk_node1-N44_edge1-E13.cif,60.2180011074,18.6352906953,486.2523067188,150.4774804933
247,MOF_net-snk_node1-N70_edge1-E3.cif,73.4212054457,58.0247240721,253.4723444692,200.3190053671
248,MOF_net-why_node1-N16_edge1-E7.cif,62.879236976,19.8787180101,458.4534135017,144.9360164987
249,MOF_net-wne_node1-N12_edge1-E13.cif,66.586488336,13.6844672748,604.9646696036,124.328815507
250,MOF_net-fcl_node1-N0_edge1-E5.cif,70.2122765524,19.8658663244,531.526437685,150.3901265906
251,MOF_net-ure_node1-N74_edge1-E7.cif,71.6645792938,44.8569563055,306.0490778188,191.5650694717
