name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
temp,temp.cif,4.25618,2.9913,4.25492,2076.4,0.0,0.0,0.0478,0.029489607689507747,0.0,0.0478,0.0,0.0294897,0.0,99.2518
