MOF_name,data_set,water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
HACRAH,CoRE,1,0,0,0,10.71721,4.09696,9.34471,2342.79,2751.21,0.5823,0.6838142815370144,0.5823,0.0,0.683815,0.0,-0.0566666666666667,-0.0577777777777778,1.0266666666666664,2.7777777777777777,-1.0,3.7777777777777777,2.833333333333333,2.888888888888889,20.88888888888889,-11.05,-11.266666666666666,-5.5094288888888885,1.388333333333334,1.415555555555556,4.16888888888889,-0.04,0.2026666666666666,0.2688888888888889,-2.311111111111112,-2.0222222222222217,-3.2,2.0,5.977777777777778,8.777777777777779,-6.400000000000001,-4.969026444444447,-8.061875555555554,0.91,1.505777777777778,2.2944444444444447,0.9444444444444444,2.833333333333333,2.888888888888889,6.4444444444444455,0.53125,1.63625,1.6683333333333334,2.855,8.5,17.166666666666668,29.0,46.66666666666666,46.27777777777778,119.0,121.33333333333331,169.55555555555554,51.717777777777776,236.9233333333333,241.5688888888889,393.6675515555556,8.72817777777778,21.964,22.394666666666662,46.88355555555553,1.222222222222222,2.7555555555555564,2.777777777777777,0.5394777777777776,0.6938555555555557,1.3513333333333333,1.3135444444444446,1.666666666666667,5.622222222222224,8.844444444444443,9.733333333333333,60.66666666666666,56.00000000000002,114.95555555555556,94.88888888888891,34.016666666666666,83.74555555555554,136.37835124444447,150.68232355555548,11.257600000000002,10.268,24.64328888888889,22.174222222222227,2.6299999999999994,2.9400000000000013,7.893333333333335,14.0,10.666666666666666,34.333333333333336,96.0,126.0,287.0,-7.399999999999999,-4.02,-11.443333333333335,23.33333333333333,54.0,92.0,130.66666666666666,14.370933333333335,36.396733333333344,57.42199999999998,76.41506666666666,155.33333333333334,426.66666666666674,582.0,692.0,2406.0,5516.0,7242.666666666668,8570.0,190.5908,388.9689999999998,785.3254666666667,1031.9388666666664,5.0,6.0,13.333333333333336,1.5876,4.624200000000001,5.8212,11.222400000000002,25.0,55.0,96.66666666666669,161.66666666666666,729.0,1053.0,972.0,1971.0,3.5344,31.584,28.764,68.63879999999999,29.83333333333333,65.0,103.0,130.66666666666666,13.288450000000005,31.577700000000004,46.26310000000001,54.465466666666686,178.0,463.33333333333326,615.0,698.0,894.8333333333335,1852.0,2650.6666666666665,2921.0,205.37483333333333,433.4405,683.8675666666664,844.2554999999996
HACREL,CoRE,1,0,0,0,10.64661,3.98725,10.30794,2450.79,2554.06,0.545,0.5679645089920767,0.545,0.0,0.567964,0.0,0.1951851851851852,0.194074074074074,0.6118518518518516,1.851851851851852,-0.037037037037037,-0.037037037037037,5.981481481481483,6.037037037037035,17.55555555555555,-5.639661851851853,-5.25632851851852,-12.62850814814815,1.5520370370370375,1.5492592592592591,4.297777777777778,-0.04,0.2026666666666666,0.2688888888888889,-2.311111111111112,-2.0222222222222217,-3.2,2.0,5.977777777777778,8.777777777777779,-6.400000000000001,-4.969026444444447,-8.061875555555554,0.91,1.505777777777778,2.2944444444444447,0.9444444444444444,2.203703703703704,3.185185185185185,5.037037037037036,0.512612962962963,1.0740537037037037,1.6029851851851855,2.294325925925926,8.5,24.35185185185186,25.0,34.40740740740741,55.72222222222222,74.2962962962963,132.0,156.66666666666666,34.92555555555556,137.68275696296294,164.91483744444446,269.5691748888889,10.360177777777778,17.055407407407408,28.32275555555556,39.80977777777778,1.222222222222222,2.7555555555555564,2.777777777777777,0.5394777777777776,0.6938555555555557,1.3513333333333333,1.3135444444444446,1.666666666666667,5.622222222222224,8.844444444444443,9.733333333333333,60.66666666666666,56.00000000000002,114.95555555555556,94.88888888888891,34.016666666666666,83.74555555555554,136.37835124444445,150.68232355555548,11.257600000000002,10.268,24.64328888888889,22.174222222222227,2.8800000000000003,3.2400000000000007,8.56,14.0,10.666666666666666,34.333333333333336,111.0,144.0,327.0,-8.549999999999999,-5.400000000000001,-14.510000000000003,23.33333333333333,54.0,92.0,130.66666666666666,14.627933333333331,37.13073333333335,58.346,77.1264,155.33333333333334,426.66666666666674,582.0,692.0,2748.0,5984.0,7674.666666666668,9006.0,188.967,373.5129999999999,771.2494666666665,1017.0409999999996,5.0,6.0,13.333333333333336,1.7161000000000002,4.8077000000000005,6.0522,11.667733333333334,25.0,55.0,96.66666666666669,161.66666666666666,900.0,1170.0,1080.0,2190.0,2.7225,27.719999999999995,25.245,60.2415,33.833333333333336,77.0,125.0,164.0,14.628050000000002,36.075700000000026,53.7805,66.90373333333335,224.0,625.3333333333334,848.3333333333335,1010.6666666666664,1024.8333333333333,2096.0,3064.666666666666,3627.0,238.7220333333333,517.7205,839.2939666666666,1079.4075
HADDOI,CoRE,4,1,1,1,5.317819999999998,3.06668,5.317819999999998,274.369,165.02900000000002,0.0613,0.0368710715467204,0.0613,0.0,0.0368712,0.0,-0.0468571428571428,-0.0468571428571428,-0.1382857142857144,-2.3428571428571425,-2.3428571428571425,-5.428571428571428,2.3428571428571425,2.3428571428571425,6.914285714285714,-5.958857142857143,-5.958857142857143,-17.53371428571429,1.1131428571428572,1.1131428571428572,3.2885714285714287,-0.0346666666666666,0.0133333333333333,0.0373333333333332,-1.7333333333333332,-1.7333333333333332,-2.933333333333333,1.7333333333333332,2.666666666666667,4.8,-5.32,-5.454281333333332,-8.828562666666668,0.7773333333333334,0.9546666666666668,1.6480000000000004,0.8,0.8,2.3428571428571425,2.3428571428571425,0.4049257142857144,0.43824,1.21764,1.2826000000000002,0.8,3.1428571428571423,4.685714285714285,7.77142857142857,63.82857142857144,42.85714285714285,166.85714285714292,125.8285714285714,11.995931428571426,34.81691428571429,57.20363428571429,101.0284571428572,12.443359999999998,8.040514285714286,32.25102857142857,23.62028571428571,1.2,2.1333333333333333,1.8666666666666667,0.53882,0.6766800000000001,1.142,0.97336,1.6,4.266666666666667,5.6,5.333333333333334,61.0,57.06666666666666,108.26666666666668,78.66666666666666,33.42400000000001,73.66400000000002,104.43101520000002,104.7180304,11.3152,10.515626666666666,20.67562666666666,15.818666666666664,2.2960000000000003,2.8400000000000007,5.2,6.8,5.2,13.6,89.2,123.2,208.8,-6.68,-5.464,-10.524,37.0,88.0,144.0,212.0,26.53090000000001,65.79680000000003,102.41839999999996,148.2804,232.0,608.0,958.0,1320.0,6122.0,11456.0,15030.0,25148.0,312.76249999999993,626.6947999999996,1195.5276,1673.2088,4.0,5.2,10.4,1.7161000000000004,3.8566400000000014,5.2033200000000015,11.035440000000005,16.0,36.8,62.4,112.0,900.0,924.0,984.0,3096.0,2.7225,21.912,23.1726,45.6786,25.66666666666667,52.66666666666666,86.0,110.0,11.936166666666669,26.935133333333344,42.12193333333335,50.34860000000001,138.66666666666666,346.0,501.33333333333326,584.6666666666666,981.6666666666664,1769.333333333333,3044.666666666666,3272.666666666666,211.22946666666653,378.34913333333344,674.5858666666667,788.9586666666664
HAJQUH,CoRE,4,1,1,0,5.46721,3.3419800000000004,5.31463,1592.39,1859.95,0.2934,0.3426981581434029,0.2934,0.0,0.342698,0.0,-0.03,-0.03,-0.06,0.0,-1.5,-3.0,1.5,1.5,3.0,-5.850000000000001,-5.850000000000001,-11.7,0.7350000000000003,0.7350000000000003,1.4700000000000006,-0.005,0.34,0.36,-1.75,-1.5,-2.0,0.25,8.0,7.0,-0.0750000000000004,-2.207110000000001,0.7928899999999999,0.0774999999999999,1.685,1.2399999999999998,0.75,1.5,1.5,3.0,0.421875,0.86625,0.86625,1.7325,3.0,6.0,9.0,18.0,36.75,63.0,63.0,126.0,41.07000000000001,125.43,125.43,250.86,6.9312000000000005,11.628,11.628,23.256,1.25,2.25,2.5,0.5779,0.714175,0.995825,1.15945,1.75,5.5,8.25,6.5,43.0,55.5,59.0,62.0,102.79,92.66,149.60018300000004,215.422683,7.835275000000001,10.2,16.830875,17.32175,2.4799999999999995,3.1099999999999994,7.089999999999997,7.0,6.0,15.0,90.0,112.0,227.0,-3.49,-4.7200000000000015,-4.450000000000001,20.0,40.0,72.0,98.0,9.3703,22.2196,33.2898,37.949,112.0,292.0,420.0,378.0,1312.0,2264.0,3042.0,2432.0,127.40590000000002,252.517,453.69,597.9636,4.0,5.0,9.0,1.9044,4.1952,5.230199999999999,7.355399999999999,16.0,36.0,56.0,84.0,841.0,754.0,957.0,986.0,3.61,21.071,27.018,40.94499999999999,100.0,210.0,364.0,444.0,37.3412,94.81779999999986,145.90039999999996,189.08119999999985,574.0,1418.0,2076.0,2684.0,1946.0,4728.0,7032.0,8880.0,575.9282000000002,1289.8409999999992,2150.106,2692.901999999999
HEBGUS,CoRE,3,0,0,0,4.6649,2.40647,4.66274,0.0,0.0,0.0725,0.0480399692544196,0.0,0.0725,0.0,0.04804,0.0199999999999999,0.0959999999999999,-0.0840000000000001,-2.2,-1.4,-5.2,4.0,5.2,9.2,-7.029422000000001,-6.450844000000001,-20.68542200000001,1.508,1.6759999999999995,3.992,-0.04,0.0359999999999999,0.1559999999999999,-2.0,-2.0,-3.2,2.0,3.2,7.2,-6.360000000000001,-5.781422000000001,-9.424266,0.908,1.0760000000000003,2.124,1.0,1.4,3.4,3.4,0.5157800000000001,0.7238600000000001,1.69842,1.82958,2.6,8.0,10.8,15.8,74.6,61.4,202.2,164.6,22.14208000000001,73.92812280000003,113.93080560000004,174.99532280000005,14.520639999999997,12.5576,41.08816,31.8968,1.2,2.4,2.6,0.53882,0.6806800000000001,1.275,1.29686,1.6,4.8,7.2,8.8,61.0,55.2,117.6,97.8,33.42399999999999,81.35999999999999,121.4545228,149.2835684,11.3152,10.118399999999998,22.7712,21.1488,2.63,2.9400000000000004,6.460000000000001,14.0,12.0,30.0,96.0,126.0,248.0,-7.4,-4.02,-11.74,20.0,44.0,76.0,112.0,13.3066,32.11040000000001,51.46919999999997,68.92480000000002,120.0,308.0,428.0,512.0,2356.0,5316.0,6976.0,7968.0,172.24079999999995,328.7039999999999,687.0627999999998,929.2671999999995,5.0,6.0,12.0,1.5876,4.6242,5.8212,10.911600000000002,25.0,55.0,90.0,150.0,729.0,1053.0,972.0,2052.0,3.5344,31.584,28.764,64.48399999999998,36.66666666666666,76.0,125.33333333333331,164.66666666666666,16.015933333333336,37.45320000000002,58.18293333333336,70.23886666666668,201.3333333333333,505.33333333333326,729.3333333333335,850.0,1195.3333333333333,2297.333333333333,3801.333333333334,4154.666666666667,274.80333333333334,523.3373333333335,917.1269333333332,1118.9276666666665
HEBHAZ,CoRE,3,0,0,0,2.99804,1.48289,2.99804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0537142857142857,0.0942857142857142,0.0074285714285712,-2.885714285714285,-2.4857142857142853,-5.457142857142856,2.685714285714285,5.285714285714286,9.62857142857143,-7.429714285714287,-7.052558285714286,-18.106272571428573,1.2782857142857147,1.7122857142857146,3.775142857142857,-0.04,0.1119999999999999,0.0079999999999999,-2.0,-1.6,-3.2,2.0,4.4,4.6,-6.360000000000001,-5.202844000000002,-9.801422,0.908,1.2440000000000002,1.6900000000000002,1.0,1.2,3.2857142857142856,3.4857142857142853,0.5190714285714286,0.6701199999999999,1.6488600000000002,1.8231200000000003,1.6,5.885714285714284,8.971428571428572,12.742857142857144,72.65714285714286,59.31428571428571,188.9142857142857,159.85714285714292,23.75378285714286,69.27222857142857,121.73055417142858,175.0931598857143,14.06272,11.06262857142857,38.36461714285714,32.057691428571424,1.2,2.4,2.2,0.53882,0.6806800000000001,1.218,1.1828600000000002,1.6,4.8,6.4,7.2,61.0,55.2,109.2,96.4,33.42399999999999,81.36,117.1730456,130.1705228,11.3152,10.118399999999998,22.260479999999998,18.77152,2.63,2.9400000000000004,7.350000000000001,12.0,12.0,36.0,96.0,126.0,274.0,-7.4,-4.02,-12.060000000000002,18.0,40.0,72.0,96.0,12.2408,29.862,51.447,58.60120000000001,116.0,328.0,480.0,416.0,2228.0,5124.0,8050.0,6420.0,148.57359999999997,293.6159999999999,623.1299999999999,795.1263999999996,5.0,7.0,13.0,1.5876,4.6242,7.408800000000001,11.377800000000002,25.0,65.0,115.0,145.0,729.0,1053.0,1701.0,2079.0,3.5344,31.584,32.2984,68.61999999999999,36.0,74.66666666666667,122.66666666666669,158.0,15.924666666666663,37.08320000000001,57.43333333333336,68.94193333333334,197.3333333333333,492.0,708.0,824.6666666666665,1194.6666666666667,2288.0,3777.333333333334,4134.666666666667,271.5766666666666,514.4200000000002,901.6181333333332,1083.4904666666664
HEBHED,CoRE,3,0,0,0,2.814,1.7305099999999998,2.80678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039999999999999,0.0159999999999998,1.0839999999999996,-1.4,-2.2,0.4,4.8,9.2,30.8,-10.581422,-19.602844,-19.204174,1.7880000000000005,3.3800000000000003,7.376,-0.04,0.0359999999999999,0.1559999999999999,-2.0,-2.0,-3.2,2.0,3.2,7.2,-6.360000000000001,-5.781422000000001,-9.424266,0.908,1.0760000000000003,2.124,1.0,2.2,4.2,7.4,0.53882,1.18586,2.25322,3.1805400000000006,5.0,14.4,25.2,33.4,61.0,95.0,183.0,214.2,33.42399999999999,135.9425228,249.3890456,341.6551084,11.3152,18.473599999999998,35.69472000000001,59.82719999999999,1.2,2.4,2.6,0.53882,0.6806800000000001,1.275,1.29686,1.6,4.8,7.2,8.8,61.0,55.2,117.6,97.8,33.42399999999999,81.35999999999999,121.4545228,149.2835684,11.3152,10.118399999999998,22.7712,21.1488,2.63,2.9400000000000004,6.460000000000001,14.0,12.0,30.0,96.0,126.0,248.0,-7.4,-4.02,-11.740000000000002,20.0,44.0,76.0,112.0,13.3066,32.1104,51.46919999999998,68.9248,120.0,308.0,428.0,512.0,2356.0,5316.0,6976.0,7968.0,172.24079999999995,328.70399999999984,687.0627999999998,929.2671999999995,5.0,6.0,12.0,1.5876,4.6242,5.8212,10.911600000000002,25.0,55.0,90.0,150.0,729.0,1053.0,972.0,2052.0,3.5344,31.584,28.764,64.484,31.33333333333333,65.33333333333333,102.66666666666669,130.0,13.169000000000002,31.41640000000001,45.65960000000001,50.55060000000001,168.0,414.66666666666674,572.0,599.3333333333334,842.0,1801.333333333333,2545.333333333333,2549.333333333333,206.32580000000004,430.8573333333334,677.9657333333333,828.5383333333333
HEBHIH,CoRE,3,0,0,0,4.04857,2.89422,4.03059,405.883,308.383,0.0861,0.0654175784099197,0.0861,0.0,0.0654174,0.0,0.1299999999999999,0.2699999999999999,0.99,-0.5,0.0,2.5,6.0,11.5,25.5,-8.453555000000001,-14.957110000000002,-13.371330000000002,1.8000000000000005,3.3550000000000004,5.835000000000001,-0.04,0.34,0.1399999999999999,-2.0,-1.0,-2.5,2.0,8.0,5.5,-6.900000000000001,-4.007110000000001,-6.503555,0.9350000000000004,1.775,1.5550000000000002,1.0,2.5,4.5,7.0,0.5477,1.27835,2.26795,3.0894000000000004,6.5,18.0,28.5,35.5,56.5,93.5,166.0,206.5,41.425,160.186307,278.56261400000005,353.71797999999984,10.5376,19.867999999999995,35.86,55.6168,1.5,3.0,2.5,0.5477,0.85855,1.4025,1.27085,2.5,7.5,10.0,10.0,56.5,66.0,105.0,97.0,41.425,113.565,160.96261400000003,145.756307,10.5376,12.138,24.742799999999995,20.6128,3.14,2.9400000000000004,6.5,22.0,18.0,38.0,116.0,126.0,230.0,-8.56,-4.02,-5.300000000000002,13.0,28.0,46.0,56.0,8.4016,20.2552,30.2938,31.724000000000004,82.0,224.0,262.0,168.0,1299.0,3204.0,3850.0,2592.0,108.367,206.7904,411.34599999999983,474.9119999999999,6.0,6.0,10.0,1.5876,5.5692,5.8212,7.686,36.0,84.0,108.0,132.0,729.0,1242.0,972.0,1080.0,3.5344,37.2992,28.764,45.30799999999999,33.5,70.0,111.0,141.0,13.723350000000003,33.17220000000001,48.30430000000001,53.76570000000001,181.0,448.0,623.0,663.0,847.0,1862.0,2586.0,2598.0,215.02720000000005,457.73900000000015,721.9797000000003,884.5407
HEBHON,CoRE,3,0,0,0,2.36612,1.38002,2.36051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.144,0.0599999999999999,0.2,1.0,0.4,1.6,2.8,2.0,-0.981422,-0.402844,-2.5414220000000003,0.3640000000000001,0.532,0.5600000000000002,-0.04,0.0359999999999999,0.7639999999999999,-2.0,-2.8,-1.6,2.0,3.2,16.8,-6.360000000000001,-5.781422000000001,-3.3556420000000013,0.908,1.0760000000000003,3.3960000000000004,0.2,0.6,1.0,1.0,0.1125,0.2865,0.4545,0.5175000000000001,1.8,4.8,6.0,7.8,9.8,18.2,29.4,35.0,10.952000000000002,40.11852280000001,57.74104560000002,73.5665228,1.84832,4.4384,7.62432,7.539199999999999,1.2,2.4,3.4,0.53882,0.6806800000000001,1.275,1.27934,1.6,4.8,8.0,8.0,61.0,55.2,117.6,72.2,33.42399999999999,81.35999999999999,121.4545228,139.59186119999998,11.3152,10.118399999999998,22.7712,26.24,3.16,2.9400000000000004,6.44,21.0,18.0,37.0,115.0,126.0,249.0,-8.96,-4.02,-11.34,20.0,48.0,92.0,120.0,13.3066,35.78960000000001,62.16339999999997,73.5224,152.0,456.0,686.0,624.0,2356.0,6180.0,9298.0,8244.0,172.24079999999995,354.57279999999986,854.298,996.4352,6.0,7.0,12.0,1.5876,5.5440000000000005,7.408800000000001,10.936800000000002,36.0,90.0,144.0,210.0,729.0,1269.0,1701.0,2025.0,3.5344,38.0512,32.2984,63.73199999999998,28.0,57.33333333333334,93.33333333333331,118.0,11.232666666666669,26.755333333333343,39.07413333333334,43.47206666666667,150.66666666666666,372.0,504.0,546.0,703.3333333333335,1481.333333333333,2052.0,1966.666666666667,181.09673333333333,372.78533333333337,600.7384000000002,736.5796666666669
HEBHUT,CoRE,3,0,0,0,2.72394,1.29056,2.70054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0866666666666666,0.2066666666666666,0.6866666666666665,-1.0,-0.6666666666666666,0.3333333333333333,4.0,6.333333333333332,15.666666666666664,-5.635703333333335,-5.971406666666668,-4.914219999999999,1.2000000000000002,1.6433333333333338,3.296666666666667,-0.04,0.2133333333333333,0.5733333333333334,-2.0,-2.0,-1.6666666666666667,2.0,6.0,13.0,-6.600000000000001,-4.671406666666667,-3.278516666666667,0.9200000000000004,1.4800000000000002,2.69,1.0,1.6666666666666667,3.0,4.0,0.5427666666666666,0.8522333333333334,1.4925,1.6848666666666663,3.6666666666666665,10.0,14.333333333333336,16.333333333333332,59.0,62.33333333333334,121.33333333333331,105.66666666666669,36.98,106.79087133333331,164.5084093333334,195.88532,10.9696,13.24533333333333,25.94773333333333,31.22986666666667,1.3333333333333333,2.6666666666666665,3.0,0.5427666666666666,0.7597333333333335,1.2999999999999998,1.2073666666666665,2.0,6.0,8.666666666666666,8.0,59.0,60.0,107.33333333333331,75.33333333333333,36.98,95.67333333333336,136.63507600000003,129.02111533333334,10.9696,11.015999999999998,23.36373333333333,23.83253333333333,3.140000000000001,4.7200000000000015,7.030000000000001,21.0,28.0,41.0,116.0,178.0,249.0,-8.56,-4.66,-6.860000000000001,15.0,30.0,52.0,78.0,8.6754,20.2114,32.432399999999994,38.3094,86.0,236.0,300.0,214.0,1301.0,3140.0,3960.0,2840.0,118.047,219.5184,437.57,636.7760000000002,6.0,8.0,11.0,1.5876,5.5692,6.7536000000000005,8.605800000000002,36.0,90.0,120.0,150.0,729.0,1242.0,1026.0,1296.0,3.5344,37.2992,37.036,51.7752,31.0,64.0,104.0,132.0,12.2711,29.676400000000005,43.36520000000001,48.45680000000002,168.0,416.0,572.0,623.0,743.0,1622.0,2216.0,2161.0,196.1054,414.185,664.0591999999998,815.5717000000003
HEBJAB,CoRE,3,0,0,0,4.69189,4.1551,4.69189,842.561,707.1339999999999,0.1765,0.1481313627246099,0.1765,0.0,0.1481309999999999,0.0,-0.0566666666666667,1.1966666666666668,0.8066666666666666,-2.6666666666666665,4.166666666666667,2.333333333333333,2.833333333333333,23.5,18.0,-9.85,-1.9070333333333327,-5.849923333333333,1.3283333333333336,4.41,3.77,-0.04,0.34,0.33,-2.0,-1.0,-1.5,2.0,8.0,8.5,-6.900000000000001,-4.007110000000001,-5.0571100000000015,0.9350000000000004,1.775,1.975,1.0,2.1666666666666665,6.0,5.166666666666666,0.5477,1.2409833333333329,2.434833333333333,2.2532500000000004,5.5,21.333333333333336,30.5,26.16666666666667,56.5,95.0,148.0,147.16666666666669,41.425,165.35666666666668,292.72206966666675,265.5211223333333,10.5376,17.476,45.46920000000002,39.96746666666667,1.5,3.0,2.5,0.5477,0.85855,1.4025,1.12835,2.5,7.5,10.0,8.0,56.5,66.0,105.0,76.0,41.425,113.565,160.96261400000003,135.05261399999998,10.5376,12.138,24.74280000000001,19.336,2.0933333333333337,2.286666666666667,5.366666666666667,8.666666666666666,7.333333333333332,21.33333333333333,77.33333333333333,98.0,192.66666666666663,-5.706666666666668,-3.1266666666666665,-6.060000000000001,9.666666666666666,18.666666666666668,26.0,32.0,6.525533333333333,13.503466666666665,18.253133333333327,18.151466666666668,47.33333333333334,117.33333333333331,130.66666666666666,85.33333333333333,1133.0,2136.0,2420.0,1472.0,77.7578,137.86026666666666,213.2904,269.8239999999999,4.0,4.666666666666667,8.666666666666666,1.5876,3.7128,4.5276000000000005,6.9972,18.0,42.66666666666666,64.0,82.0,729.0,828.0,756.0,1116.0,3.5344,24.86613333333333,22.372,42.024266666666655,36.0,75.0,126.0,162.0,14.4616,35.13510000000001,52.89020000000002,61.21180000000002,201.0,504.0,726.0,818.0,912.5,1986.0,2823.0,2899.0,234.1208,492.4560000000001,825.9902999999997,1013.2051
HEBJEF,CoRE,3,0,0,0,4.94066,1.96974,4.94066,0.0,0.0,0.1261,0.085326079601586,0.0,0.1261,0.0,0.0853261,-0.0733333333333334,1.2933333333333332,0.3733333333333331,-2.6666666666666665,4.666666666666667,-1.3333333333333333,3.6666666666666665,27.0,14.666666666666664,-11.9,-3.4927366666666657,-14.942813333333335,1.6766666666666674,5.259999999999999,4.026666666666666,-0.04,0.0866666666666666,-0.08,-2.0,-2.0,-4.666666666666667,2.0,4.0,4.0,-6.000000000000001,-4.4357033333333336,-12.000000000000002,0.8900000000000002,1.14,1.7800000000000005,1.0,2.333333333333333,6.0,4.0,0.5427666666666665,1.3269666666666666,2.3143333333333342,1.8590666666666664,5.666666666666668,20.33333333333333,22.66666666666667,18.666666666666668,59.0,106.0,141.66666666666666,138.66666666666666,36.98,163.47333333333333,242.52634333333333,191.55691066666668,10.969600000000002,19.448,46.72586666666667,33.48266666666667,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0025333333333335,1.1242,1.0,3.0,4.0,6.666666666666668,64.0,48.0,96.0,96.0,28.09,59.88999999999999,79.68922766666667,119.78,11.8336,8.771999999999998,19.745599999999992,17.543999999999993,3.52,3.306666666666666,9.533333333333331,16.666666666666668,12.666666666666664,42.66666666666666,90.66666666666669,101.33333333333331,256.6666666666667,-10.08,-5.333333333333333,-20.713333333333328,45.0,100.0,190.0,256.0,23.41330000000001,63.11640000000001,107.11660000000003,151.7496,290.0,760.0,1226.0,1624.0,3315.0,8416.0,13456.0,17456.0,337.1510999999998,666.3439999999998,1560.0016,1841.8239999999996,5.333333333333333,6.666666666666668,14.0,1.9321,5.411733333333332,8.284399999999998,13.798066666666664,28.66666666666667,64.66666666666667,126.0,175.33333333333337,625.0,1066.6666666666667,1633.333333333333,2333.333333333333,2.4025000000000003,28.43733333333333,24.28333333333333,65.74066666666668,32.0,66.0,104.0,130.0,14.448800000000002,33.09460000000001,48.68800000000002,55.72820000000002,170.0,416.0,580.0,634.0,1033.0,2028.0,2986.0,3132.0,230.4352,449.412,721.4745999999999,865.5810000000001
