MOF_name,data_set,water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
Ni8_OH_4_H2O_2_L10-CH3_2_6,Burtch,3,0,0,0,19.71643,5.73652,19.70395,2249.58,5087.03,0.7508,1.6978013156377272,0.7508,0.0,1.6978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.34,0.3599999999999999,-1.0,-1.0,1.0,1.0,8.0,7.0,-3.9,-4.907109999999999,-1.00711,0.4900000000000002,1.8200000000000005,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.5625,1.14,1.4325,0.8550000000000001,4.0,10.0,14.0,6.0,49.0,91.0,91.0,49.0,54.76000000000001,138.38,200.59261400000003,116.972614,9.2416,16.9936,22.192,14.44,2.8199999999999954,5.2200000000000095,13.5,-18.27710843373494,26.987951807228928,27.180722891566266,123.0,210.0,588.0,-7.980000000000008,-6.180000000000005,-26.25,80.75,333.0,1053.0,1471.5,62.128475000000016,267.41580000000005,1039.4021999999998,1074.7030499999996,2192.0,14404.0,33139.5,37233.0,18698.0,55578.0,388524.0,191406.0,553.5980749999999,2225.621999999999,5973.802200000001,9917.790450000004,6.0,29.024096385542173,27.0,1.4641000000000013,5.3724000000000105,36.17797951807225,23.19569999999999,36.0,325.6626506024097,882.9397590361446,808.9156626506024,784.0,1260.0,16874.891566265058,4704.0,3.6481,37.1304,117.68660602409632,148.63620000000026,34.0,72.0,112.0,118.0,14.565000000000005,35.05200000000001,49.53920000000002,50.06780000000001,184.0,440.0,592.0,570.0,856.0,1972.0,2636.0,2384.0,212.0914,467.7124000000002,704.8160000000001,728.7950000000003
Ni8_OH_4_H2O_2_L10_6,Burtch,3,0,0,0,19.6928,7.98654,19.23615,1955.38,4774.62,0.8089,1.975162134708548,0.8089,0.0,1.97516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.34,0.3599999999999999,-1.0,-1.0,1.0,1.0,8.0,7.0,-3.9,-4.907109999999999,-1.00711,0.4900000000000002,1.8200000000000005,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.5625,1.14,1.4325,0.8550000000000001,4.0,10.0,14.0,6.0,49.0,91.0,91.0,49.0,54.76000000000001,138.38,200.59261400000003,116.972614,9.2416,16.9936,22.192,14.44,2.82,5.219999999999999,13.5,12.0,33.0,81.0,123.0,210.0,588.0,-7.980000000000002,-6.18,-26.250000000000004,68.0,180.0,456.0,936.0,43.461199999999984,130.41960000000003,326.3976000000001,588.7368000000001,684.0,2724.0,6504.0,9336.0,8702.0,23448.0,70416.0,86448.0,507.0847999999999,1278.7967999999996,3494.8896,6821.613600000007,6.0,15.0,27.0,1.4641,5.3724,15.6453,23.19569999999999,36.0,144.0,342.0,486.0,784.0,1260.0,5880.0,4704.0,3.6481,37.1304,66.5253,148.63619999999997,28.0,60.0,88.0,94.0,12.831600000000009,30.40120000000001,42.0136,38.9422,148.0,356.0,472.0,390.0,780.0,1780.0,2312.0,1860.0,179.7264,396.8224000000001,572.2760000000002,580.3649999999999
Ni8_OH_4_H2O_2_L6_6,Burtch,3,0,0,0,8.75137,1.5755,8.75137,0.0,0.0,0.3574,0.2221503959423677,0.0,0.3574,0.0,0.22215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.1499999999999999,0.1399999999999999,-1.5,-1.5,-2.0,1.5,5.0,5.5,-4.950000000000002,-5.4535550000000015,-6.503555000000001,0.6900000000000003,1.3550000000000004,1.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,2.0,0.5477,0.85105,1.26375,0.9896,2.5,6.5,9.0,7.0,56.5,69.5,101.5,72.5,41.425,99.135,144.28630700000005,118.376307,10.5376,12.8828,21.3988,15.991999999999996,2.8445238095238103,2.13595238095238,12.638571428571426,-15.13095238095238,9.761904761904765,27.702380952380956,121.7738095238095,103.25,546.4642857142857,-8.470476190476187,-3.924404761904764,-29.37619047619048,69.0,312.0,883.5,1182.0,57.76050000000001,258.49490000000003,953.14885,960.9558,2026.0,13488.5,30395.0,33588.0,18852.0,57110.0,388328.0,197132.0,517.5591,2106.298,5339.819700000002,8021.615450000002,6.0,25.29761904761905,25.773809523809533,1.4641000000000013,5.342726190476198,34.453741666666645,22.44276309523808,36.0,306.7857142857143,852.1428571428571,761.6428571428571,784.0,1294.3333333333333,16942.333333333332,4905.666666666667,3.6481,38.06720952380952,99.78385714285712,150.1339583333332,10.0,20.0,28.0,24.0,4.836199999999999,10.380400000000002,13.7412,10.196,48.0,110.0,136.0,80.0,372.0,698.0,924.0,628.0,77.84039999999997,146.03419999999997,208.9782,172.81599999999997
Ni8_OH_4_H2O_2_L7_6,Burtch,2,0,0,0,13.04692,3.83589,13.04177,2155.3,2395.02,0.56,0.6222858336629967,0.56,0.0,0.622286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.1499999999999999,0.1399999999999999,-1.5,-1.5,-2.0,1.5,5.0,5.5,-4.950000000000002,-5.4535550000000015,-6.503555000000001,0.6900000000000003,1.3550000000000004,1.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,2.0,0.5477,0.85105,1.26375,0.9896,2.5,6.5,9.0,7.0,56.5,69.5,101.5,72.5,41.425,99.135,144.28630700000005,118.376307,10.5376,12.8828,21.3988,15.991999999999996,2.8534939759036155,4.449638554216868,12.327951807228914,-16.602409638554214,25.92771084337349,24.903614457831324,121.32530120481928,174.83132530120483,531.0481927710844,-8.64987951807228,-4.287590361445787,-30.60903614457832,74.75,321.0,971.5,1363.5,58.21587500000002,258.61430000000007,967.09975,1000.5704499999996,2098.5,13752.5,30270.0,34011.0,18662.0,57080.0,375587.0,200276.0,545.6870749999998,2192.3007999999995,5685.732600000001,9457.740300000003,6.0,27.34939759036145,25.325301204819283,1.4641000000000013,5.331872289156633,34.658190361445776,22.16195180722891,36.0,315.6144578313253,829.0120481927713,762.289156626506,784.0,1306.8915662650602,16546.650602409638,4985.686746987953,3.6481,38.40986987951805,107.96263493975904,150.85249036144577,20.0,42.0,64.0,74.0,8.9412,20.960200000000004,30.15760000000001,30.625000000000004,106.0,260.0,364.0,354.0,592.0,1250.0,1740.0,1568.0,136.21540000000002,281.94920000000013,428.7882000000001,469.87100000000015
Ni8_OH_4_H2O_2_L8_6,Burtch,3,0,0,0,14.725229999999998,5.12513,14.7136,2304.33,3114.79,0.6579999999999999,0.8894259688052091,0.6579999999999999,0.0,0.889426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.34,0.3599999999999999,-1.0,-1.0,0.0,1.0,8.0,7.0,-3.9,-4.907109999999999,-1.00711,0.4900000000000002,1.8200000000000005,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.5625,1.14,1.4325,0.8550000000000001,4.0,10.0,14.0,8.0,49.0,91.0,91.0,49.0,54.76000000000001,138.38,200.59261400000003,116.972614,9.2416,16.9936,22.192,14.44,2.82,5.219999999999999,13.5,12.0,33.0,81.0,123.0,210.0,588.0,-7.980000000000002,-6.18,-26.250000000000004,68.0,180.0,456.0,936.0,43.461199999999984,130.41960000000006,326.3976000000003,588.7368000000001,684.0,2724.0,6504.0,9336.0,8702.0,23448.0,70416.0,86448.0,507.0847999999999,1278.796799999999,3494.8896,6821.61360000001,6.0,15.0,27.0,1.4641,5.3724,15.6453,23.195699999999995,36.0,144.0,342.0,486.0,784.0,1260.0,5880.0,4704.0,3.6481,37.1304,66.5253,148.63619999999997,24.0,52.0,80.0,90.0,10.460000000000008,25.65800000000001,37.2704,36.57059999999999,132.0,328.0,472.0,458.0,636.0,1492.0,2024.0,1716.0,153.71640000000005,344.80240000000015,520.2560000000002,554.3550000000001
Ni_HPTZ_2,Burtch,3,1,0,1,5.28442,4.832,5.27933,1248.94,954.407,0.2692,0.2057160324010392,0.2692,0.0,0.2057159999999999,0.0,0.3033333333333333,0.581,0.8213333333333332,1.6333333333333333,3.0,2.2666666666666666,8.1,14.6,20.666666666666664,7.390726333333332,11.483600999999998,12.416238666666668,0.3340000000000002,0.929,1.838666666666667,-0.0975,0.26,0.34,-1.5,-1.5,-1.0,-1.0,5.75,8.0,-7.85,-2.2553325,-3.55711,0.6800000000000002,1.2200000000000002,1.7525,1.0,2.7,3.9,3.466666666666667,0.6983133333333333,1.7588366666666666,2.0948,1.7331466666666668,8.233333333333333,19.133333333333336,22.23333333333333,20.533333333333328,102.93333333333334,212.53333333333333,187.9,130.13333333333333,194.378,318.8214837666667,337.7385691333333,338.59926733333333,9.265733333333332,20.008293333333327,32.51348,24.46373333333333,1.75,3.0,2.25,0.5550999999999999,1.04845,1.4701,0.989825,3.25,8.5,12.0,7.75,52.75,98.25,117.5,62.75,48.0925,136.91,157.8169605,123.64638125,9.8896,14.6286,25.871,17.108,2.8,3.9,9.759999999999998,20.0,28.0,66.0,124.0,198.0,404.0,-7.580000000000001,-7.639999999999999,-15.640000000000004,17.0,32.0,58.0,100.0,11.6487,23.0084,41.0398,60.9288,90.0,248.0,340.0,264.0,1898.0,3672.0,6540.0,6008.0,136.8503,238.81600000000003,466.0508,852.1759999999997,6.0,10.0,19.0,1.4641,5.3966,9.921999999999995,16.008299999999995,36.0,96.0,192.0,288.0,784.0,1232.0,2296.0,3584.0,3.6481,36.3664,51.0734,99.1863,22.5,47.0,73.0,87.0,10.17975,24.51910000000001,35.33200000000001,36.57990000000001,120.0,296.0,414.0,417.0,859.5,1946.0,2409.0,2106.0,156.34170000000006,320.4278000000001,519.7170000000001,569.6669999999998
Ni_L13_2,Burtch,3,0,0,0,4.11814,2.53335,4.11544,0.0,0.0,0.0879,0.07027895708906,0.0,0.0879,0.0,0.0702791999999999,-0.02,0.17,0.165,-1.0,-0.5,-0.75,1.0,4.0,4.25,-3.45,-2.0035550000000004,-2.5285550000000008,0.4675000000000002,0.8875,0.9875,-0.04,0.34,0.33,-2.0,-1.0,-1.5,2.0,8.0,8.5,-6.9,-4.007110000000001,-5.0571100000000015,0.9350000000000004,1.775,1.975,0.5,0.75,1.5,1.25,0.27385,0.429275,0.70125,0.564175,1.25,3.75,5.0,4.0,28.25,33.0,52.5,38.0,20.7125,56.7825,80.48130700000002,67.52630699999999,5.2688,6.068999999999999,12.371399999999998,9.668,1.5,3.0,2.5,0.5477,0.85855,1.4025,1.12835,2.5,7.5,10.0,8.0,56.5,66.0,105.0,76.0,41.425,113.565,160.96261400000003,135.05261399999998,10.5376,12.137999999999998,24.742799999999995,19.336,2.82,3.52,9.039999999999996,21.0,24.0,59.0,123.0,176.0,358.0,-7.980000000000001,-5.119999999999998,-8.39,15.0,30.0,52.0,78.0,9.4935,21.047400000000003,34.892,44.3982,86.0,236.0,300.0,214.0,1411.0,3312.0,4590.0,3528.0,118.8937,219.9168,431.6309999999999,647.4959999999999,6.0,8.0,15.0,1.4641,5.3724,7.453600000000002,11.0231,36.0,90.0,144.0,186.0,784.0,1260.0,1344.0,1736.0,3.6481,37.1304,38.964,70.7464,32.0,68.0,106.0,134.0,13.776000000000002,33.29480000000001,48.86980000000001,55.72140000000002,174.0,432.0,618.0,690.0,849.0,1884.0,2656.0,2752.0,205.9329,441.60900000000015,688.3552000000003,832.6930000000001
PCMOF-5,Burtch,4,0,0,1,2.63751,1.85002,2.2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1021818181818182,0.2327272727272727,0.2574545454545454,0.5454545454545454,0.2545454545454545,-0.2181818181818181,2.5818181818181816,5.890909090909092,6.6909090909090905,5.574545454545456,6.427022545454544,2.8618349090909088,-0.2796363636363636,0.1712727272727272,0.7530909090909091,-0.132,-0.016,0.272,-1.2,-1.2,-0.8,-2.8,0.8,6.4,-7.88,-2.4000000000000004,-1.7656880000000004,0.5,0.3560000000000001,1.348,0.4,0.8363636363636363,1.2,1.0545454545454542,0.29908,0.6533454545454547,0.6471890909090909,0.5180254545454546,2.5818181818181816,5.090909090909091,4.4363636363636365,4.763636363636363,49.01818181818182,96.0,62.25454545454545,42.47272727272728,98.05927272727274,132.63636363636363,103.41498181818186,109.58754770909096,3.709803636363637,6.0173236363636375,10.471141818181817,7.710254545454546,0.4,1.2,1.2,0.5328999999999999,0.3095199999999999,0.6511600000000001,0.44092,0.4,1.6,2.4,2.0,64.0,48.0,70.4,25.6,28.09,53.0,46.428,43.0661464,11.8336,3.01344,12.97568,9.5632,7.68,2.52,10.4,51.0,16.0,63.0,392.0,168.0,547.0,-18.72,-4.359999999999999,-22.18,24.0,52.0,132.0,116.0,20.98020000000001,54.9544,90.4788,93.44,192.0,488.0,532.0,420.0,8872.0,16992.0,21104.0,16608.0,220.5342,271.76,1411.2416,843.9008000000005,8.0,4.0,11.0,2.8561,9.8696,7.1656,13.8411,64.0,104.0,128.0,200.0,3249.0,3648.0,3420.0,4560.0,1.2100000000000002,30.272,9.636,37.708,36.0,72.0,132.0,162.0,18.187200000000008,42.656800000000025,63.6188,68.605,204.0,504.0,660.0,774.0,2038.0,4440.0,4808.0,4200.0,274.6126,467.73240000000015,971.7284000000004,1101.4889999999994
PCN-222_Fe,Burtch,4,1,0,1,32.0245,31.00136,32.0245,1532.74,3148.57,0.76,1.5611968628159882,0.76,0.0,1.5612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.0533333333333333,0.1733333333333332,-2.0,-2.666666666666666,-3.333333333333333,2.0,2.666666666666666,8.0,-6.6,-9.199999999999998,-11.271406666666673,0.9200000000000004,1.246666666666667,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333333333,2.666666666666666,3.333333333333333,0.5427666666666666,0.7597333333333335,1.5,1.7044666666666672,2.0,6.0,10.666666666666664,13.333333333333336,59.0,60.0,130.66666666666663,124.66666666666669,36.97999999999999,95.67333333333336,170.14666666666662,213.58174266666668,10.969600000000002,11.015999999999998,24.073066666666666,26.490666666666662,5.4250000000000025,2.5,15.130000000000004,37.0,14.0,107.0,213.25,108.0,608.0,-14.202500000000002,-3.879999999999997,-36.24999999999999,24.66666666666667,60.0,157.33333333333334,186.66666666666663,18.365733333333345,54.78013333333339,111.77386666666668,152.52160000000006,233.3333333333333,758.6666666666665,1381.333333333333,1642.666666666667,4944.666666666667,12760.0,25240.0,31104.0,215.3168,360.0432,1553.757066666666,1261.4399999999996,7.25,7.0,20.0,2.169325,7.992075000000002,11.4114,22.12210000000001,54.25,128.25,270.0,325.0,1369.0,2212.5,5592.0,5748.0,2.1638999999999995,34.46010000000001,21.42270000000001,89.41050000000001,84.0,184.0,296.0,384.0,38.258,93.57039999999996,144.46479999999997,170.7807999999999,480.0,1224.0,1832.0,2096.0,2460.0,5472.0,8384.0,9256.0,559.9152000000001,1209.9240000000002,1958.0048000000013,2458.396000000001
PCN-224_Ni,Burtch,4,1,1,0,24.26763,14.54659,24.26763,1661.46,3350.14,0.7751,1.562896975025104,0.7751,0.0,1.5629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.0533333333333333,0.1733333333333332,-2.0,-2.6666666666666674,-3.3333333333333326,2.0,2.6666666666666674,8.0,-6.599999999999999,-9.199999999999998,-11.271406666666673,0.9200000000000006,1.2466666666666677,2.400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333337,2.6666666666666674,3.3333333333333326,0.5427666666666666,0.7597333333333334,1.5,1.7044666666666677,2.0,6.0,10.66666666666667,13.333333333333332,59.0,60.0,130.66666666666663,124.66666666666666,36.98,95.67333333333332,170.14666666666662,213.58174266666683,10.969600000000003,11.015999999999998,24.07306666666667,26.490666666666662,5.5520000000000005,1.9359999999999995,15.248,37.60000000000001,9.599999999999998,109.6,221.6,89.6,619.2,-14.407999999999996,-2.975999999999998,-37.24800000000001,25.4,62.4,170.4,182.4,19.0103,58.46544000000002,119.05512000000002,156.93216,252.0,816.0,1476.0,1718.4,5506.4,14092.8,28096.8,34694.4,226.90213999999983,362.1888,1727.682719999999,1167.7439999999992,7.2,6.4,20.0,2.1901000000000006,7.920880000000008,10.977120000000005,22.120560000000005,54.4,124.8,262.4,297.6,1436.7999999999995,2204.8,5772.800000000001,5907.199999999999,2.144740000000001,33.926399999999994,18.87968000000001,90.31879999999998,84.0,184.0,296.0,384.0,38.25800000000002,93.57039999999996,144.46479999999994,170.78079999999986,480.0,1224.0,1832.0,2096.0,2460.0,5472.0,8384.0,9256.0,559.9152,1209.924000000001,1958.0048000000013,2458.396000000001
PCN-225,Burtch,3,0,0,0,11.21444,6.60514,11.21444,2397.32,3252.62,0.6256,0.8487971529476571,0.6256,0.0,0.8487969999999999,0.0,-0.04,-0.08,0.6799999999999999,-2.0,-4.0,-2.0,2.0,4.0,16.0,-7.800000000000002,-15.6,-9.81422,0.9800000000000004,1.9600000000000009,3.640000000000001,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000003,0.8900000000000003,1.7800000000000007,1.0,2.0,4.0,6.0,0.5625,1.155,2.31,2.865,4.0,12.0,24.0,28.0,49.0,84.0,168.0,182.0,54.76000000000001,167.24,334.48,401.18522800000005,9.2416,15.504,31.00800000000001,44.38399999999999,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,6.480000000000005,4.973968253968255,18.35111111111111,14.158730158730158,30.85714285714285,78.66666666666667,256.0,189.0793650793651,734.9841269841272,-16.880000000000006,-5.507301587301584,-45.60825396825396,71.75,316.0,705.0,1046.0,61.33909999999998,309.92880000000025,791.8419999999999,876.6716000000006,1971.0,12940.0,25239.0,27676.0,27552.0,82432.0,360368.0,212608.0,535.9953749999995,1675.8303999999994,4828.162100000001,6261.831999999999,8.0,17.714285714285715,22.7936507936508,2.3716000000000004,8.993600000000011,34.35128888888889,25.79671111111115,64.0,398.7301587301589,886.8571428571429,829.4603174603177,1600.0,2560.0,20779.68253968254,7070.476190476192,1.7689000000000012,36.601599999999976,38.65951111111113,100.97866666666668,84.0,184.0,296.0,384.0,38.25800000000001,93.57039999999996,144.4647999999999,170.7808,480.0,1224.0,1832.0,2096.0,2460.0,5472.0,8384.0,9256.0,559.9151999999998,1209.9240000000002,1958.0048000000008,2458.396000000001
PCN-56,Burtch,3,1,1,0,17.597839999999994,6.41495,17.597839999999994,2388.73,4544.96,0.6827,1.2989508693286251,0.6827,0.0,1.29895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,6.480000000000004,3.080000000000003,19.27999999999998,9.4,20.0,80.2,256.0,136.0,776.0,-16.88,-4.879999999999996,-47.07999999999996,59.0,288.0,672.0,888.0,59.74159999999999,296.7888000000001,833.6160000000001,836.4048000000005,1911.0,13440.0,26299.5,27120.0,26480.0,79104.0,395904.0,205824.0,483.2386999999995,1519.1039999999994,4765.152000000001,5271.456,8.0,18.4,24.0,2.3716000000000004,8.993600000000011,38.89423999999996,27.227200000000032,64.0,436.8,1017.6,894.4,1600.0,2560.0,24000.0,7360.0,1.7689000000000012,36.601599999999976,39.03816000000004,105.06999999999994,42.0,88.0,144.0,182.0,17.365800000000007,42.07280000000002,63.40320000000003,76.66300000000003,232.0,576.0,832.0,990.0,1064.0,2304.0,3412.0,3824.0,267.8294,561.8160000000003,909.4803999999996,1127.927
PCN-57,Burtch,3,1,1,0,17.5574,5.64072,17.53865,2549.49,4594.2,0.6416,1.1561651932287929,0.6416,0.0,1.15617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,-2.0,-2.0,-4.0,2.0,2.0,4.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,6.480000000000004,3.080000000000003,19.279999999999983,13.6,20.0,86.4,256.0,136.0,776.0,-16.88,-4.879999999999996,-47.07999999999996,59.0,288.0,654.0,888.0,59.7416,296.7888000000001,790.9271999999997,836.4048,1848.0,12432.0,24468.0,25632.0,26480.0,79104.0,367104.0,205824.0,483.2386999999995,1519.1039999999994,4733.3118,5271.456,8.0,17.2,24.0,2.3716000000000004,8.993600000000011,36.04831999999999,27.227200000000032,64.0,403.2,940.8,844.8,1600.0,2560.0,22080.0,7360.0,1.7689000000000012,36.601599999999976,36.91547999999999,105.06999999999994,48.0,100.0,168.0,206.0,19.09920000000001,46.72360000000001,70.92880000000002,88.42860000000003,268.0,660.0,952.0,1218.0,1140.0,2496.0,3736.0,4448.0,300.1943999999998,632.7060000000002,1042.0204,1276.847
