name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
ZUSNOS_clean_primitive,ZUSNOS_clean_primitive.cif,13.04321,6.72307,11.753,27691.8,2128.91,2655.33,0.5216,0.6505768631119426,0.5216,0.0,0.650577,0.0,14444.0,0.0
