name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
temp,temp.cif,4.99812,2.62764,4.99812,2100.24,0.0,0.0,0.1689,0.12285959526892357,0.0,0.1689,0.0,0.12286,0.0,354.731
