name,cif_file,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV
ABESUX_clean_primitive,ABESUX_clean_primitive.cif,5.87733,4.42071,5.87661,1393.08,1306.13,348.96,0.4062,0.1085251849496782,0.4062,0.0,0.108525,0.0,565.87,0.0
