index,name,KR,KV,KVRH,GR,GV,GVRH,Unnamed: 0,filename,uptake_low_p (cm3 methane/g framework),uptake_low_p (cm3 methane/cm3 framework),uptake_high_p (cm3 methane/g framework),uptake_high_p (cm3 methane/cm3 framework),wc cm3/g
10,optimized_MOF_net-unv_node1-N4_edge1-E14,0.8062175230217599,0.8144380026703476,0.8103277628460537,0.2410124231577961,0.25298077476705816,0.2469965989624271,1378,MOF_net-unv_node1-N4_edge1-E14.cif,63.805598749,16.2633472068,507.4177825139,129.3352266531,443.6121837649
11,optimized_MOF_net-gme_node1-N55_edge1-E1,0.6285292057665051,0.6783785362205212,0.6534538709935132,0.09142131597934884,0.1180280867189933,0.10472470134917106,3584,MOF_net-gme_node1-N55_edge1-E1.cif,97.23437014059999,10.6100593423,913.9613568738,99.73000513049999,816.7269867332
12,optimized_MOF_net-gsi_node1-N4_edge1-E15,0.1143600099523448,0.9807375671323386,0.5475487885423417,0.10075336647911423,0.2752716717075285,0.1880125190933213,2050,MOF_net-gsi_node1-N4_edge1-E15.cif,72.5610818526,12.7934052505,650.0954885572,114.6197772177,577.5344067046001
13,optimized_MOF_net-rob_node1-N70_edge1-E3,8.263627376434249,23.656902290862647,15.960264833648452,11.826557207391904,12.421885499792035,12.124221353591974,199,MOF_net-rob_node1-N70_edge1-E3.cif,59.0182510842,70.5593852279,113.10495351360001,135.22284784020002,54.086702429400006
14,optimized_MOF_net-ske_node1-N48_edge1-E13,2.3077045427847174,3.635017009334913,2.971360776059816,0.5157514443289023,2.393371122432081,1.454561283380492,4258,MOF_net-ske_node1-N48_edge1-E13.cif,59.3151373245,15.848157546400001,511.67377292339995,136.7119243318,452.3586355988999
15,optimized_MOF_net-lcy-a_node1-N4_edge1-E13,0.1943840807377777,0.2270487271014769,0.2107164039196273,0.025812739400441133,0.08961604024940655,0.057714389824923835,1350,MOF_net-lcy-a_node1-N4_edge1-E13.cif,94.13305785889999,9.1229124826,922.0011306414999,89.3558099037,827.8680727825999
16,optimized_MOF_net-why_node1-N48_edge1-E7,3.4254979003416075,4.629520380220553,4.02750914028108,1.8060881463908507,2.708336648877176,2.2572123976340133,4886,MOF_net-why_node1-N48_edge1-E7.cif,63.3521206254,27.8323297929,360.2424884118,158.2644376211,296.8903677864
17,optimized_MOF_net-lcy-e_node1-N36_edge1-E15,1.4620892926629296,1.6357776384176743,1.5489334655403018,0.6133787114464816,0.8808415785837246,0.7471101450151031,5076,MOF_net-lcy-e_node1-N36_edge1-E15.cif,73.3902903172,13.1983873557,649.3838335626999,116.78410510260001,575.9935432455
18,optimized_MOF_net-unw_node1-N4_edge1-E15,1.3820098419391058,1.3884755273693368,1.3852426846542212,0.11456515656482676,0.22594800956127506,0.17025658306305091,1763,MOF_net-unw_node1-N4_edge1-E15.cif,81.720925318,12.7818469044,696.7465156861,108.9770736197,615.0255903681
19,optimized_MOF_net-wgm_node1-N85_edge1-E14,1.9331102645439848,2.6132276307781592,2.273168947661072,0.5240553019921261,0.8164441962615158,0.6702497491268209,1325,MOF_net-wgm_node1-N85_edge1-E14.cif,69.6918664751,15.1018804802,633.4642803016001,137.2685556216,563.7724138265
20,optimized_MOF_net-wkl_node1-N38_edge1-E13,3.0393710544244064,3.1255827864824437,3.0824769204534253,0.28569412000742955,1.0523862391655046,0.6690401795864671,3598,MOF_net-wkl_node1-N38_edge1-E13.cif,78.5730177973,12.6851170225,706.0741927992999,113.9912149653,627.5011750019999
21,optimized_MOF_net-wkl_node1-N38_edge1-E5,6.880077471689558,7.953088563981192,7.416583017835374,0.617964043146796,3.0954510953171623,1.856707569231979,4355,MOF_net-wkl_node1-N38_edge1-E5.cif,71.14216060300001,25.7608976098,418.3063173668,151.4706064572,347.16415676379995
22,optimized_MOF_net-rho_node1-N55_edge1-E14,1.1032239406468918,1.15249904011265,1.1278614903797708,0.058621969627688175,0.07597450901397451,0.06729823932083134,1501,MOF_net-rho_node1-N55_edge1-E14.cif,76.14984740359999,9.3093772679,794.0370346352,97.07163667610001,717.8871872316
23,optimized_MOF_net-smq_node1-N38_edge1-E13,4.584913839034174,4.6301752503062685,4.607544544670223,0.5742172447128853,1.262567080394924,0.9183921625539048,2457,MOF_net-smq_node1-N38_edge1-E13.cif,73.5974208622,17.0638687707,600.3752731387,139.1995093574,526.7778522765
24,optimized_MOF_net-dei_node1-N55_edge1-E1,0.20934960947539466,0.2454559231447159,0.2274027663100553,0.08007079097166715,0.09756341079752166,0.08881710088459441,3045,MOF_net-dei_node1-N55_edge1-E1.cif,104.0743047407,9.804389747,1003.206759649,94.5077662819,899.1324549083
25,optimized_MOF_net-wgq_node1-N85_edge1-E13,1.0560696909861975,1.3291689273756129,1.1926193091809054,0.3775698440381263,1.0856819375253834,0.7316258907817549,3214,MOF_net-wgq_node1-N85_edge1-E13.cif,81.5994183642,15.3777720016,721.7445889779,136.0159662307,640.1451706137
26,optimized_MOF_net-qtz-e_node1-N49_edge1-E0,4.299155537814727,5.871218588424441,5.0851870631195855,3.2868801794565976,3.818946716606112,3.5529134480313544,104,MOF_net-qtz-e_node1-N49_edge1-E0.cif,68.50072491350001,28.344355985300002,393.9074089364,162.9917323976,325.4066840229
